,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,132,117,12.0,10.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,263,178,263,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,205,156,77.9,18.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,109,103,41.4,34.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School,11095,1004,11095,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",313,129,2.8,1.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,1181,359,10.6,2.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),4286,651,38.6,4.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),2154,416,19.4,3.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,3161,506,28.5,4.4
Estimate Educational Attainment Population 25 Years And Over,28488,1738,28488,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1717,437,6.0,1.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1666,427,5.8,1.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),7462,837,26.2,2.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",5739,712,20.1,2.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,2830,574,9.9,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,5882,881,20.6,2.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,3192,493,11.2,1.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,25105,1564,88.1,2.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,9074,1004,31.9,2.9
Estimate Veteran Status Civilian Population 18 Years And Over,31596,1691,31596,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,994,309,3.1,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,40766,2092,40766,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,5142,774,12.6,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,9335,1050,9335,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,297,181,3.2,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,25636,1511,25636,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2569,599,10.0,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,5795,570,5795,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,2276,436,39.3,5.7
Estimate Residence 1 Year Ago Population 1 Year And Over,40405,2132,40405,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,36270,1958,89.8,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),4135,1044,10.2,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,3605,1008,8.9,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2282,683,5.6,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1323,579,3.3,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1049,537,2.6,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,274,279,0.7,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,530,374,1.3,0.9
Estimate Place Of Birth Total Population,40947,2096,40947,(X)
Estimate Place Of Birth Total Population Native,28528,1897,69.7,2.9
Estimate Place Of Birth Total Population Native Born In United States,25875,1788,63.2,3.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,21182,1566,51.7,2.8
Estimate Place Of Birth Total Population Native Born In United States Different State,4693,791,11.5,1.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",2653,623,6.5,1.5
Estimate Place Of Birth Total Population Foreign Born,12419,1357,30.3,2.9
Estimate U.S. Citizenship Status Foreign-Born Population,12419,1357,12419,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,7911,913,63.7,4.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,4508,871,36.3,4.8
Estimate Year Of Entry Population Born Outside The United States,15072,1490,15072,(X)
Estimate Year Of Entry Population Born Outside The United States Native,2653,623,2653,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,579,296,21.8,11.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,2074,627,78.2,11.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,12419,1357,12419,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,2963,683,23.9,4.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,9456,1008,76.1,4.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",12419,1357,12419,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",410,187,3.3,1.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",592,219,4.8,1.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",1234,474,9.9,3.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,28,0.0,0.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",10154,1400,81.8,4.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",29,28,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over,38609,2084,38609,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,20976,1632,54.3,3.6
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,17633,1817,45.7,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",8402,1252,21.8,2.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,8910,1362,23.1,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",3739,737,9.7,1.8
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,6900,1366,17.9,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",3921,978,10.2,2.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,663,276,1.7,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",328,203,0.8,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,1160,493,3.0,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",414,223,1.1,0.6
Estimate Ancestry Total Population,40947,2096,40947,(X)
Estimate Ancestry Total Population American,1172,455,2.9,1.1
Estimate Ancestry Total Population Arab,394,261,1.0,0.6
Estimate Ancestry Total Population Czech,50,56,0.1,0.1
Estimate Ancestry Total Population Danish,267,318,0.7,0.8
Estimate Ancestry Total Population Dutch,118,81,0.3,0.2
Estimate Ancestry Total Population English,798,220,1.9,0.5
Estimate Ancestry Total Population French (Except Basque),310,226,0.8,0.5
Estimate Ancestry Total Population French Canadian,350,154,0.9,0.4
Estimate Ancestry Total Population German,493,180,1.2,0.4
Estimate Ancestry Total Population Greek,138,92,0.3,0.2
Estimate Ancestry Total Population Hungarian,9,14,0.0,0.1
Estimate Ancestry Total Population Irish,3164,729,7.7,1.8
Estimate Ancestry Total Population Italian,2275,627,5.6,1.4
Estimate Ancestry Total Population Lithuanian,107,110,0.3,0.3
Estimate Ancestry Total Population Norwegian,250,265,0.6,0.6
Estimate Ancestry Total Population Polish,514,347,1.3,0.8
Estimate Ancestry Total Population Portuguese,115,83,0.3,0.2
Estimate Ancestry Total Population Russian,255,204,0.6,0.5
Estimate Ancestry Total Population Scotch-Irish,60,44,0.1,0.1
Estimate Ancestry Total Population Scottish,310,187,0.8,0.5
Estimate Ancestry Total Population Slovak,0,28,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,1978,684,4.8,1.7
Estimate Ancestry Total Population Swedish,77,70,0.2,0.2
Estimate Ancestry Total Population Swiss,26,32,0.1,0.1
Estimate Ancestry Total Population Ukrainian,0,28,0.0,0.1
Estimate Ancestry Total Population Welsh,29,31,0.1,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),8384,1508,20.5,3.6
Estimate Computers And Internet Use Total Households,13929,616,13929,(X)
Estimate Computers And Internet Use Total Households With A Computer,12926,645,92.8,2.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,12250,646,87.9,2.6
