,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,20.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,20.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,16,26,9.4,16.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,21,0.0,20.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,16,26,16,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,16,26,100.0,82.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,21,0.0,82.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School,2203,318,2203,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",232,225,10.5,9.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,179,95,8.1,4.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1030,260,46.8,8.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),371,131,16.8,6.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,391,154,17.7,6.9
Estimate Educational Attainment Population 25 Years And Over,7701,417,7701,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,174,116,2.3,1.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",99,77,1.3,1.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1281,269,16.6,3.2
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1206,299,15.7,3.7
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,543,191,7.1,2.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2212,369,28.7,5.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2186,433,28.4,5.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,7428,386,96.5,1.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,4398,406,57.1,5.8
Estimate Veteran Status Civilian Population 18 Years And Over,8257,382,8257,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,513,176,6.2,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,10702,22,10702,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1369,297,12.8,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2445,384,2445,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,332,205,13.6,8.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,6921,314,6921,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,548,223,7.9,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1336,245,1336,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,489,186,36.6,11.5
Estimate Residence 1 Year Ago Population 1 Year And Over,10549,104,10549,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,9699,392,91.9,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),850,354,8.1,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,816,352,7.7,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,619,338,5.9,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,197,136,1.9,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,142,104,1.3,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,55,70,0.5,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,34,52,0.3,0.5
Estimate Place Of Birth Total Population,10702,22,10702,(X)
Estimate Place Of Birth Total Population Native,9581,387,89.5,3.6
Estimate Place Of Birth Total Population Native Born In United States,9398,392,87.8,3.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,7154,644,66.8,6.0
Estimate Place Of Birth Total Population Native Born In United States Different State,2244,438,21.0,4.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",183,121,1.7,1.1
Estimate Place Of Birth Total Population Foreign Born,1121,389,10.5,3.6
Estimate U.S. Citizenship Status Foreign-Born Population,1121,389,1121,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,872,326,77.8,8.7
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,249,124,22.2,8.7
Estimate Year Of Entry Population Born Outside The United States,1304,393,1304,(X)
Estimate Year Of Entry Population Born Outside The United States Native,183,121,183,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,27,44,14.8,22.9
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,156,111,85.2,22.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1121,389,1121,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,141,155,12.6,12.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,980,346,87.4,12.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1121,389,1121,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",171,101,15.3,9.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",367,226,32.7,17.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",113,162,10.1,13.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,3.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",355,262,31.7,18.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",115,67,10.3,7.5
Estimate Language Spoken At Home Population 5 Years And Over,9976,245,9976,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,8655,531,86.8,4.8
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1321,475,13.2,4.8
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",499,259,5.0,2.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,234,117,2.3,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",47,59,0.5,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,806,390,8.1,3.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",266,188,2.7,1.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,195,123,2.0,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",100,77,1.0,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,86,159,0.9,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",86,159,0.9,1.6
Estimate Ancestry Total Population,10702,22,10702,(X)
Estimate Ancestry Total Population American,568,423,5.3,3.9
Estimate Ancestry Total Population Arab,172,136,1.6,1.3
Estimate Ancestry Total Population Czech,47,42,0.4,0.4
Estimate Ancestry Total Population Danish,98,98,0.9,0.9
Estimate Ancestry Total Population Dutch,76,105,0.7,1.0
Estimate Ancestry Total Population English,1643,377,15.4,3.5
Estimate Ancestry Total Population French (Except Basque),305,128,2.8,1.2
Estimate Ancestry Total Population French Canadian,825,345,7.7,3.2
Estimate Ancestry Total Population German,767,282,7.2,2.6
Estimate Ancestry Total Population Greek,114,120,1.1,1.1
Estimate Ancestry Total Population Hungarian,16,26,0.1,0.2
Estimate Ancestry Total Population Irish,2734,490,25.5,4.6
Estimate Ancestry Total Population Italian,1486,366,13.9,3.4
Estimate Ancestry Total Population Lithuanian,47,44,0.4,0.4
Estimate Ancestry Total Population Norwegian,186,128,1.7,1.2
Estimate Ancestry Total Population Polish,398,179,3.7,1.7
Estimate Ancestry Total Population Portuguese,142,96,1.3,0.9
Estimate Ancestry Total Population Russian,275,168,2.6,1.6
Estimate Ancestry Total Population Scotch-Irish,113,66,1.1,0.6
Estimate Ancestry Total Population Scottish,346,217,3.2,2.0
Estimate Ancestry Total Population Slovak,20,32,0.2,0.3
Estimate Ancestry Total Population Subsaharan African,54,101,0.5,0.9
Estimate Ancestry Total Population Swedish,168,115,1.6,1.1
Estimate Ancestry Total Population Swiss,22,28,0.2,0.3
Estimate Ancestry Total Population Ukrainian,21,36,0.2,0.3
Estimate Ancestry Total Population Welsh,0,21,0.0,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),76,83,0.7,0.8
Estimate Computers And Internet Use Total Households,4269,287,4269,(X)
Estimate Computers And Internet Use Total Households With A Computer,4208,276,98.6,1.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4144,276,97.1,2.1
