,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",165,132,1.6,1.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,40,36,0.4,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",5,10,0.0,0.1
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,349,255,3.3,2.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",117,125,1.1,1.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,21,0.0,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,21,0.0,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,57,94,0.5,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",43,69,0.4,0.7
Estimate Ancestry Total Population,10845,408,10845,(X)
Estimate Ancestry Total Population American,445,188,4.1,1.7
Estimate Ancestry Total Population Arab,26,25,0.2,0.2
Estimate Ancestry Total Population Czech,0,21,0.0,0.4
Estimate Ancestry Total Population Danish,153,133,1.4,1.2
Estimate Ancestry Total Population Dutch,26,26,0.2,0.2
Estimate Ancestry Total Population English,2310,711,21.3,6.4
Estimate Ancestry Total Population French (Except Basque),363,140,3.3,1.3
Estimate Ancestry Total Population French Canadian,198,104,1.8,1.0
Estimate Ancestry Total Population German,918,335,8.5,3.0
Estimate Ancestry Total Population Greek,50,42,0.5,0.4
Estimate Ancestry Total Population Hungarian,46,40,0.4,0.4
Estimate Ancestry Total Population Irish,3366,610,31.0,5.4
Estimate Ancestry Total Population Italian,964,339,8.9,3.1
Estimate Ancestry Total Population Lithuanian,99,77,0.9,0.7
Estimate Ancestry Total Population Norwegian,247,143,2.3,1.3
Estimate Ancestry Total Population Polish,427,169,3.9,1.6
Estimate Ancestry Total Population Portuguese,216,111,2.0,1.0
Estimate Ancestry Total Population Russian,90,75,0.8,0.7
Estimate Ancestry Total Population Scotch-Irish,148,91,1.4,0.8
Estimate Ancestry Total Population Scottish,336,125,3.1,1.2
Estimate Ancestry Total Population Slovak,0,21,0.0,0.4
Estimate Ancestry Total Population Subsaharan African,277,173,2.6,1.6
Estimate Ancestry Total Population Swedish,759,449,7.0,4.1
Estimate Ancestry Total Population Swiss,79,117,0.7,1.1
Estimate Ancestry Total Population Ukrainian,19,22,0.2,0.2
Estimate Ancestry Total Population Welsh,62,83,0.6,0.8
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),193,176,1.8,1.6
Estimate Computers And Internet Use Total Households,4474,323,4474,(X)
Estimate Computers And Internet Use Total Households With A Computer,4282,308,95.7,2.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4125,319,92.2,2.9
