,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,198,143,198,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",0,13,0.0,18.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,28,45,14.1,25.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),49,60,24.7,21.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),17,27,8.6,11.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,104,95,52.5,24.2
Estimate Educational Attainment Population 25 Years And Over,899,257,899,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,0,13,0.0,4.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",31,52,3.4,5.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),269,189,29.9,19.0
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",110,96,12.2,10.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,115,81,12.8,9.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,258,194,28.7,20.1
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,116,143,12.9,15.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,868,257,96.6,5.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,374,228,41.6,21.4
Estimate Veteran Status Civilian Population 18 Years And Over,1028,300,1028,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,138,86,13.4,7.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,1248,316,1248,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,104,108,8.3,8.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,220,120,220,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,13,0.0,16.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,913,287,913,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,52,59,5.7,6.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,115,91,115,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,52,61,45.2,40.0
Estimate Residence 1 Year Ago Population 1 Year And Over,1216,308,1216,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1110,329,91.3,13.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),106,166,8.7,13.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,106,166,8.7,13.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1,5,0.1,0.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,105,166,8.6,13.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,104,166,8.6,13.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,1,4,0.1,0.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,3.2
Estimate Place Of Birth Total Population,1248,316,1248,(X)
Estimate Place Of Birth Total Population Native,1008,288,80.8,15.7
Estimate Place Of Birth Total Population Native Born In United States,1008,288,80.8,15.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,706,295,56.6,19.4
Estimate Place Of Birth Total Population Native Born In United States Different State,302,155,24.2,11.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",0,13,0.0,3.2
Estimate Place Of Birth Total Population Foreign Born,240,221,19.2,15.7
Estimate U.S. Citizenship Status Foreign-Born Population,240,221,240,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,48,54,20.0,27.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,192,214,80.0,27.1
Estimate Year Of Entry Population Born Outside The United States,240,221,240,(X)
Estimate Year Of Entry Population Born Outside The United States Native,0,13,0,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,240,221,240,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,107,165,44.6,49.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,133,140,55.4,49.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",240,221,240,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",49,54,20.4,27.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",106,165,44.2,49.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,15.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,15.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",85,129,35.4,42.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,15.3
Estimate Language Spoken At Home Population 5 Years And Over,1151,306,1151,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,964,272,83.8,16.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,187,208,16.2,16.1
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",28,60,2.4,4.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,0,13,0.0,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,3.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,81,123,7.0,9.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",28,60,2.4,4.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,3.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,106,165,9.2,14.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,3.4
Estimate Ancestry Total Population,1248,316,1248,(X)
Estimate Ancestry Total Population American,592,250,47.4,17.2
Estimate Ancestry Total Population Arab,106,165,8.5,12.9
Estimate Ancestry Total Population Czech,0,13,0.0,3.2
Estimate Ancestry Total Population Danish,0,13,0.0,3.2
Estimate Ancestry Total Population Dutch,0,13,0.0,3.2
Estimate Ancestry Total Population English,54,63,4.3,5.0
Estimate Ancestry Total Population French (Except Basque),87,57,7.0,4.2
Estimate Ancestry Total Population French Canadian,0,13,0.0,3.2
Estimate Ancestry Total Population German,75,87,6.0,6.6
Estimate Ancestry Total Population Greek,0,13,0.0,3.2
Estimate Ancestry Total Population Hungarian,0,13,0.0,3.2
Estimate Ancestry Total Population Irish,201,204,16.1,15.7
Estimate Ancestry Total Population Italian,2,6,0.2,0.5
Estimate Ancestry Total Population Lithuanian,23,36,1.8,2.8
Estimate Ancestry Total Population Norwegian,0,13,0.0,3.2
Estimate Ancestry Total Population Polish,48,53,3.8,4.2
Estimate Ancestry Total Population Portuguese,35,57,2.8,4.4
Estimate Ancestry Total Population Russian,0,13,0.0,3.2
Estimate Ancestry Total Population Scotch-Irish,17,27,1.4,2.1
Estimate Ancestry Total Population Scottish,24,39,1.9,3.1
Estimate Ancestry Total Population Slovak,0,13,0.0,3.2
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,3.2
Estimate Ancestry Total Population Swedish,0,13,0.0,3.2
Estimate Ancestry Total Population Swiss,0,13,0.0,3.2
Estimate Ancestry Total Population Ukrainian,0,13,0.0,3.2
Estimate Ancestry Total Population Welsh,1,4,0.1,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,3.2
Estimate Computers And Internet Use Total Households,532,198,532,(X)
Estimate Computers And Internet Use Total Households With A Computer,501,195,94.2,9.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,420,187,78.9,15.1
