,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,88,71,4.8,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,493,104,493,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,73,46,14.8,8.6
Estimate Residence 1 Year Ago Population 1 Year And Over,2889,384,2889,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,2686,375,93.0,4.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),203,125,7.0,4.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,191,124,6.6,4.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,170,123,5.9,4.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,21,27,0.7,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,0,13,0.0,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,21,27,0.7,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,12,19,0.4,0.6
Estimate Place Of Birth Total Population,2907,385,2907,(X)
Estimate Place Of Birth Total Population Native,2694,366,92.7,5.5
Estimate Place Of Birth Total Population Native Born In United States,2631,361,90.5,5.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,2100,309,72.2,6.4
Estimate Place Of Birth Total Population Native Born In United States Different State,531,161,18.3,4.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",63,64,2.2,2.2
Estimate Place Of Birth Total Population Foreign Born,213,166,7.3,5.5
Estimate U.S. Citizenship Status Foreign-Born Population,213,166,213,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,55,48,25.8,24.7
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,158,150,74.2,24.7
Estimate Year Of Entry Population Born Outside The United States,276,176,276,(X)
Estimate Year Of Entry Population Born Outside The United States Native,63,64,63,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,41.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,63,64,100.0,41.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,213,166,213,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,26,31,12.2,19.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,187,168,87.8,19.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",213,166,213,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",177,168,83.1,23.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",17,27,8.0,14.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",10,16,4.7,9.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,17.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",9,13,4.2,8.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,17.0
Estimate Language Spoken At Home Population 5 Years And Over,2791,371,2791,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,2485,345,89.0,7.6
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,306,224,11.0,7.6
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",96,74,3.4,2.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,68,78,2.4,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",34,39,1.2,1.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,221,224,7.9,7.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",45,63,1.6,2.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,17,27,0.6,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",17,27,0.6,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,1.4
Estimate Ancestry Total Population,2907,385,2907,(X)
Estimate Ancestry Total Population American,306,168,10.5,5.6
Estimate Ancestry Total Population Arab,20,32,0.7,1.1
Estimate Ancestry Total Population Czech,0,13,0.0,1.4
Estimate Ancestry Total Population Danish,48,74,1.7,2.5
Estimate Ancestry Total Population Dutch,32,27,1.1,0.9
Estimate Ancestry Total Population English,273,121,9.4,3.9
Estimate Ancestry Total Population French (Except Basque),180,95,6.2,3.2
Estimate Ancestry Total Population French Canadian,138,80,4.7,2.8
Estimate Ancestry Total Population German,240,125,8.3,4.0
Estimate Ancestry Total Population Greek,0,13,0.0,1.4
Estimate Ancestry Total Population Hungarian,9,16,0.3,0.5
Estimate Ancestry Total Population Irish,758,237,26.1,7.6
Estimate Ancestry Total Population Italian,364,121,12.5,4.2
Estimate Ancestry Total Population Lithuanian,42,46,1.4,1.6
Estimate Ancestry Total Population Norwegian,37,41,1.3,1.4
Estimate Ancestry Total Population Polish,437,192,15.0,6.1
Estimate Ancestry Total Population Portuguese,27,41,0.9,1.4
Estimate Ancestry Total Population Russian,0,13,0.0,1.4
Estimate Ancestry Total Population Scotch-Irish,0,13,0.0,1.4
Estimate Ancestry Total Population Scottish,51,36,1.8,1.2
Estimate Ancestry Total Population Slovak,0,13,0.0,1.4
Estimate Ancestry Total Population Subsaharan African,80,119,2.8,4.0
Estimate Ancestry Total Population Swedish,90,61,3.1,2.0
Estimate Ancestry Total Population Swiss,0,13,0.0,1.4
Estimate Ancestry Total Population Ukrainian,10,17,0.3,0.6
Estimate Ancestry Total Population Welsh,16,26,0.6,0.9
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,1.4
Estimate Computers And Internet Use Total Households,1159,146,1159,(X)
Estimate Computers And Internet Use Total Households With A Computer,1136,149,98.0,1.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1092,153,94.2,4.0
