,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Place Of Birth Total Population,2591,14,2591,(X)
Estimate Place Of Birth Total Population Native,2541,35,98.1,1.3
Estimate Place Of Birth Total Population Native Born In United States,2531,38,97.7,1.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,1917,135,74.0,5.2
Estimate Place Of Birth Total Population Native Born In United States Different State,614,130,23.7,5.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",10,11,0.4,0.4
Estimate Place Of Birth Total Population Foreign Born,50,33,1.9,1.3
Estimate U.S. Citizenship Status Foreign-Born Population,50,33,50,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,50,33,100.0,46.5
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,0,13,0.0,46.5
Estimate Year Of Entry Population Born Outside The United States,60,35,60,(X)
Estimate Year Of Entry Population Born Outside The United States Native,10,11,10,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,10,11,100.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,50,33,50,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,7,10,14.0,21.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,43,31,86.0,21.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",50,33,50,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",20,18,40.0,34.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",23,26,46.0,35.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,46.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,46.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",7,10,14.0,21.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,46.5
Estimate Language Spoken At Home Population 5 Years And Over,2475,70,2475,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,2367,77,95.6,1.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,108,42,4.4,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",37,26,1.5,1.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,7,10,0.3,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",7,10,0.3,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,90,37,3.6,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",24,20,1.0,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,1.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,11,17,0.4,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",6,9,0.2,0.4
Estimate Ancestry Total Population,2591,14,2591,(X)
Estimate Ancestry Total Population American,321,157,12.4,6.1
Estimate Ancestry Total Population Arab,17,26,0.7,1.0
Estimate Ancestry Total Population Czech,17,17,0.7,0.7
Estimate Ancestry Total Population Danish,5,7,0.2,0.3
Estimate Ancestry Total Population Dutch,13,18,0.5,0.7
Estimate Ancestry Total Population English,312,86,12.0,3.3
Estimate Ancestry Total Population French (Except Basque),344,101,13.3,3.9
Estimate Ancestry Total Population French Canadian,294,109,11.3,4.2
Estimate Ancestry Total Population German,143,83,5.5,3.2
Estimate Ancestry Total Population Greek,5,7,0.2,0.3
Estimate Ancestry Total Population Hungarian,16,25,0.6,0.9
Estimate Ancestry Total Population Irish,298,103,11.5,4.0
Estimate Ancestry Total Population Italian,228,80,8.8,3.1
Estimate Ancestry Total Population Lithuanian,6,8,0.2,0.3
Estimate Ancestry Total Population Norwegian,10,12,0.4,0.5
Estimate Ancestry Total Population Polish,219,73,8.5,2.8
Estimate Ancestry Total Population Portuguese,19,20,0.7,0.8
Estimate Ancestry Total Population Russian,19,26,0.7,1.0
Estimate Ancestry Total Population Scotch-Irish,24,22,0.9,0.8
Estimate Ancestry Total Population Scottish,99,71,3.8,2.7
Estimate Ancestry Total Population Slovak,0,13,0.0,1.5
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,1.5
Estimate Ancestry Total Population Swedish,26,16,1.0,0.6
Estimate Ancestry Total Population Swiss,2,3,0.1,0.1
Estimate Ancestry Total Population Ukrainian,0,13,0.0,1.5
Estimate Ancestry Total Population Welsh,15,15,0.6,0.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,1.5
Estimate Computers And Internet Use Total Households,1106,94,1106,(X)
Estimate Computers And Internet Use Total Households With A Computer,1059,94,95.8,3.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,991,107,89.6,4.8
