,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,4733,488,23.2,2.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,19559,499,96.0,0.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,11157,665,54.8,3.4
Estimate Veteran Status Civilian Population 18 Years And Over,21630,434,21630,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1265,225,5.8,1.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,26858,239,26858,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2764,399,10.3,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,5542,426,5542,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,232,144,4.2,2.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,16701,490,16701,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1162,254,7.0,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,4615,460,4615,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1370,266,29.7,5.3
Estimate Residence 1 Year Ago Population 1 Year And Over,26828,215,26828,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,24126,680,89.9,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2702,656,10.1,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2544,663,9.5,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1622,519,6.0,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,922,354,3.4,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,696,328,2.6,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,226,133,0.8,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,158,104,0.6,0.4
Estimate Place Of Birth Total Population,27179,158,27179,(X)
Estimate Place Of Birth Total Population Native,24612,478,90.6,1.7
Estimate Place Of Birth Total Population Native Born In United States,24383,495,89.7,1.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,20344,660,74.9,2.4
Estimate Place Of Birth Total Population Native Born In United States Different State,4039,544,14.9,2.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",229,137,0.8,0.5
Estimate Place Of Birth Total Population Foreign Born,2567,460,9.4,1.7
Estimate U.S. Citizenship Status Foreign-Born Population,2567,460,2567,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1689,350,65.8,9.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,878,302,34.2,9.2
Estimate Year Of Entry Population Born Outside The United States,2796,481,2796,(X)
Estimate Year Of Entry Population Born Outside The United States Native,229,137,229,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,25,0.0,16.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,229,137,100.0,16.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,2567,460,2567,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,577,208,22.5,7.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1990,412,77.5,7.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",2567,460,2567,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",823,222,32.1,8.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",883,325,34.4,10.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",264,176,10.3,6.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,25,0.0,1.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",525,241,20.5,8.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",72,53,2.8,2.0
Estimate Language Spoken At Home Population 5 Years And Over,25652,292,25652,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,22738,589,88.6,2.2
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,2914,575,11.4,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",796,234,3.1,0.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,567,280,2.2,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",60,47,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1387,387,5.4,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",462,190,1.8,0.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,606,276,2.4,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",148,87,0.6,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,354,204,1.4,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",126,113,0.5,0.4
Estimate Ancestry Total Population,27179,158,27179,(X)
Estimate Ancestry Total Population American,945,370,3.5,1.4
Estimate Ancestry Total Population Arab,310,166,1.1,0.6
Estimate Ancestry Total Population Czech,42,39,0.2,0.1
Estimate Ancestry Total Population Danish,12,20,0.0,0.1
Estimate Ancestry Total Population Dutch,147,85,0.5,0.3
Estimate Ancestry Total Population English,3196,522,11.8,1.9
Estimate Ancestry Total Population French (Except Basque),926,264,3.4,1.0
Estimate Ancestry Total Population French Canadian,1086,398,4.0,1.5
Estimate Ancestry Total Population German,1727,381,6.4,1.4
Estimate Ancestry Total Population Greek,566,238,2.1,0.9
Estimate Ancestry Total Population Hungarian,40,43,0.1,0.2
Estimate Ancestry Total Population Irish,8504,788,31.3,2.9
Estimate Ancestry Total Population Italian,7275,768,26.8,2.8
Estimate Ancestry Total Population Lithuanian,330,184,1.2,0.7
Estimate Ancestry Total Population Norwegian,99,63,0.4,0.2
Estimate Ancestry Total Population Polish,1174,417,4.3,1.5
Estimate Ancestry Total Population Portuguese,678,321,2.5,1.2
Estimate Ancestry Total Population Russian,272,130,1.0,0.5
Estimate Ancestry Total Population Scotch-Irish,133,66,0.5,0.2
Estimate Ancestry Total Population Scottish,680,278,2.5,1.0
Estimate Ancestry Total Population Slovak,57,54,0.2,0.2
Estimate Ancestry Total Population Subsaharan African,18,21,0.1,0.1
Estimate Ancestry Total Population Swedish,534,307,2.0,1.1
Estimate Ancestry Total Population Swiss,50,48,0.2,0.2
Estimate Ancestry Total Population Ukrainian,94,73,0.3,0.3
Estimate Ancestry Total Population Welsh,56,63,0.2,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),129,135,0.5,0.5
Estimate Computers And Internet Use Total Households,10905,359,10905,(X)
Estimate Computers And Internet Use Total Households With A Computer,10320,373,94.6,1.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,10134,412,92.9,2.1
