,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Females 15 Years And Over Divorced,218,90,7.8,2.8
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,4,7,4,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,19,0.0,100.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,78,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",3,5,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,230,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,83,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",5,10,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,91,86,91,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,45,68,49.5,50.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,45,68,49.5,50.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,33.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,33.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,19,0.0,33.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,45,68,45,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,45,68,100.0,49.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,19,0.0,49.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1742,259,1742,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",112,48,6.4,2.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,76,53,4.4,2.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),858,160,49.3,7.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),384,154,22.0,7.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,312,114,17.9,5.8
Estimate Educational Attainment Population 25 Years And Over,4875,514,4875,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,51,34,1.0,0.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",23,23,0.5,0.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),236,140,4.8,2.7
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",266,111,5.5,2.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,45,32,0.9,0.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1515,247,31.1,3.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2739,371,56.2,4.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,4801,517,98.5,0.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,4254,474,87.3,3.4
Estimate Veteran Status Civilian Population 18 Years And Over,5159,545,5159,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,106,52,2.1,1.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,6899,781,6899,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,444,110,6.4,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1740,319,1740,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,66,50,3.8,2.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,4007,492,4007,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,177,96,4.4,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1152,188,1152,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,201,65,17.4,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over,6896,782,6896,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,6242,711,90.5,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),654,247,9.5,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,505,225,7.3,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,276,165,4.0,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,229,155,3.3,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,154,146,2.2,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,75,64,1.1,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,149,122,2.2,1.7
Estimate Place Of Birth Total Population,6899,781,6899,(X)
Estimate Place Of Birth Total Population Native,4916,506,71.3,4.4
Estimate Place Of Birth Total Population Native Born In United States,4829,490,70.0,4.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,2777,415,40.3,3.5
Estimate Place Of Birth Total Population Native Born In United States Different State,2052,288,29.7,4.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",87,76,1.3,1.1
Estimate Place Of Birth Total Population Foreign Born,1983,447,28.7,4.4
Estimate U.S. Citizenship Status Foreign-Born Population,1983,447,1983,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1368,328,69.0,7.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,615,206,31.0,7.2
Estimate Year Of Entry Population Born Outside The United States,2070,444,2070,(X)
Estimate Year Of Entry Population Born Outside The United States Native,87,76,87,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,33,52,37.9,36.7
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,54,46,62.1,36.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1983,447,1983,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,416,181,21.0,6.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1567,337,79.0,6.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1983,447,1983,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",814,351,41.0,12.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",970,288,48.9,12.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",53,44,2.7,2.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",41,48,2.1,2.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",98,50,4.9,2.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",7,12,0.4,0.6
Estimate Language Spoken At Home Population 5 Years And Over,6545,703,6545,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4214,433,64.4,6.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,2331,584,35.6,6.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",507,186,7.7,2.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,149,85,2.3,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",18,20,0.3,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1198,518,18.3,6.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",117,88,1.8,1.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,964,328,14.7,4.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",372,179,5.7,2.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,20,18,0.3,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Ancestry Total Population,6899,781,6899,(X)
Estimate Ancestry Total Population American,338,263,4.9,3.5
Estimate Ancestry Total Population Arab,9,15,0.1,0.2
Estimate Ancestry Total Population Czech,11,12,0.2,0.2
Estimate Ancestry Total Population Danish,25,37,0.4,0.6
Estimate Ancestry Total Population Dutch,35,31,0.5,0.5
Estimate Ancestry Total Population English,491,155,7.1,2.3
Estimate Ancestry Total Population French (Except Basque),75,49,1.1,0.7
Estimate Ancestry Total Population French Canadian,42,38,0.6,0.6
Estimate Ancestry Total Population German,559,199,8.1,3.0
Estimate Ancestry Total Population Greek,157,137,2.3,1.9
Estimate Ancestry Total Population Hungarian,27,28,0.4,0.4
Estimate Ancestry Total Population Irish,625,178,9.1,2.7
Estimate Ancestry Total Population Italian,407,158,5.9,2.3
Estimate Ancestry Total Population Lithuanian,77,52,1.1,0.8
Estimate Ancestry Total Population Norwegian,55,53,0.8,0.7
Estimate Ancestry Total Population Polish,275,152,4.0,2.3
Estimate Ancestry Total Population Portuguese,42,34,0.6,0.5
Estimate Ancestry Total Population Russian,718,351,10.4,4.4
Estimate Ancestry Total Population Scotch-Irish,43,33,0.6,0.5
Estimate Ancestry Total Population Scottish,160,82,2.3,1.2
Estimate Ancestry Total Population Slovak,0,19,0.0,0.6
Estimate Ancestry Total Population Subsaharan African,67,89,1.0,1.3
Estimate Ancestry Total Population Swedish,44,31,0.6,0.5
Estimate Ancestry Total Population Swiss,0,19,0.0,0.6
Estimate Ancestry Total Population Ukrainian,34,33,0.5,0.5
Estimate Ancestry Total Population Welsh,9,20,0.1,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),60,70,0.9,1.0
Estimate Computers And Internet Use Total Households,2532,236,2532,(X)
Estimate Computers And Internet Use Total Households With A Computer,2475,240,97.7,1.3
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2470,244,97.6,1.5
