,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,30,47,4.9,7.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,39,53,6.4,8.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,45,53,7.4,8.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,86,90,14.1,13.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,200,150,200,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,155,118,77.5,19.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,118,115,59.0,35.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School,6151,731,6151,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",329,136,5.3,2.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,208,103,3.4,1.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),3067,481,49.9,4.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1504,332,24.5,4.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1043,220,17.0,3.4
Estimate Educational Attainment Population 25 Years And Over,18949,897,18949,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,898,292,4.7,1.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1380,312,7.3,1.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),5867,569,31.0,2.7
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",3999,483,21.1,2.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1548,272,8.2,1.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3350,429,17.7,2.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1907,299,10.1,1.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,16671,752,88.0,2.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,5257,525,27.7,2.5
Estimate Veteran Status Civilian Population 18 Years And Over,21131,1008,21131,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1181,239,5.6,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,26909,1255,26909,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,3852,514,14.3,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,6234,713,6234,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,241,107,3.9,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,16908,909,16908,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2046,373,12.1,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3767,489,3767,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1565,310,41.5,5.1
Estimate Residence 1 Year Ago Population 1 Year And Over,27098,1257,27098,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,23975,1342,88.5,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),3123,684,11.5,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,3060,680,11.3,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2279,635,8.4,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,781,324,2.9,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,232,118,0.9,0.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,549,256,2.0,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,63,51,0.2,0.2
Estimate Place Of Birth Total Population,27403,1253,27403,(X)
Estimate Place Of Birth Total Population Native,23685,1120,86.4,2.5
Estimate Place Of Birth Total Population Native Born In United States,22561,1134,82.3,2.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,17552,957,64.1,2.9
Estimate Place Of Birth Total Population Native Born In United States Different State,5009,986,18.3,3.4
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1124,375,4.1,1.4
Estimate Place Of Birth Total Population Foreign Born,3718,753,13.6,2.5
Estimate U.S. Citizenship Status Foreign-Born Population,3718,753,3718,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,2130,479,57.3,10.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1588,589,42.7,10.8
Estimate Year Of Entry Population Born Outside The United States,4842,774,4842,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1124,375,1124,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,271,152,24.1,11.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,853,317,75.9,11.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,3718,753,3718,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1000,461,26.9,9.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,2718,563,73.1,9.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",3718,753,3718,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",352,138,9.5,3.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",388,203,10.4,5.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",44,45,1.2,1.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,25,0.0,1.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",2857,683,76.8,6.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",77,50,2.1,1.4
Estimate Language Spoken At Home Population 5 Years And Over,25995,1198,25995,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,19255,975,74.1,3.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,6740,953,25.9,3.1
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",2046,545,7.9,2.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,5382,926,20.7,3.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",1687,510,6.5,1.9
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1117,346,4.3,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",330,131,1.3,0.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,130,88,0.5,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",8,13,0.0,0.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,111,187,0.4,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",21,34,0.1,0.1
Estimate Ancestry Total Population,27403,1253,27403,(X)
Estimate Ancestry Total Population American,821,253,3.0,0.9
Estimate Ancestry Total Population Arab,269,165,1.0,0.6
Estimate Ancestry Total Population Czech,0,25,0.0,0.1
Estimate Ancestry Total Population Danish,9,14,0.0,0.1
Estimate Ancestry Total Population Dutch,110,70,0.4,0.3
Estimate Ancestry Total Population English,2568,446,9.4,1.7
Estimate Ancestry Total Population French (Except Basque),2163,461,7.9,1.7
Estimate Ancestry Total Population French Canadian,1251,287,4.6,1.1
Estimate Ancestry Total Population German,882,228,3.2,0.8
Estimate Ancestry Total Population Greek,659,251,2.4,0.9
Estimate Ancestry Total Population Hungarian,20,31,0.1,0.1
Estimate Ancestry Total Population Irish,5711,689,20.8,2.5
Estimate Ancestry Total Population Italian,3668,584,13.4,2.2
Estimate Ancestry Total Population Lithuanian,132,68,0.5,0.3
Estimate Ancestry Total Population Norwegian,171,97,0.6,0.4
Estimate Ancestry Total Population Polish,611,192,2.2,0.7
Estimate Ancestry Total Population Portuguese,248,106,0.9,0.4
Estimate Ancestry Total Population Russian,194,81,0.7,0.3
Estimate Ancestry Total Population Scotch-Irish,146,83,0.5,0.3
Estimate Ancestry Total Population Scottish,549,301,2.0,1.1
Estimate Ancestry Total Population Slovak,20,30,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,155,212,0.6,0.8
Estimate Ancestry Total Population Swedish,269,109,1.0,0.4
Estimate Ancestry Total Population Swiss,14,16,0.1,0.1
Estimate Ancestry Total Population Ukrainian,32,31,0.1,0.1
Estimate Ancestry Total Population Welsh,95,95,0.3,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),440,202,1.6,0.7
Estimate Computers And Internet Use Total Households,10759,514,10759,(X)
Estimate Computers And Internet Use Total Households With A Computer,10004,497,93.0,1.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,9274,561,86.2,2.8
