,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,204,106,204,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,123,91,60.3,28.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,17.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,37,46,18.1,21.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,17.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,86,81,42.2,30.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,123,91,123,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,116,88,94.3,9.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,13,22,10.6,19.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3521,673,3521,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",236,108,6.7,2.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,254,160,7.2,4.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1533,385,43.5,7.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),835,311,23.7,6.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,663,223,18.8,5.4
Estimate Educational Attainment Population 25 Years And Over,13058,986,13058,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1842,381,14.1,3.0
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1836,492,14.1,3.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),4414,660,33.8,4.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2536,664,19.4,4.7
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,800,238,6.1,1.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1164,316,8.9,2.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,466,212,3.6,1.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,9380,967,71.8,4.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1630,371,12.5,2.8
Estimate Veteran Status Civilian Population 18 Years And Over,14587,1078,14587,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,614,246,4.2,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,18127,1417,18127,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,3493,607,19.3,3.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3540,656,3540,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,212,114,6.0,2.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,11525,1005,11525,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2023,458,17.6,3.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3062,507,3062,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1258,426,41.1,10.3
Estimate Residence 1 Year Ago Population 1 Year And Over,18038,1416,18038,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,15708,1385,87.1,4.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2330,754,12.9,4.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2287,746,12.7,4.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1554,576,8.6,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,733,391,4.1,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,424,349,2.4,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,309,193,1.7,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,43,48,0.2,0.3
Estimate Place Of Birth Total Population,18127,1417,18127,(X)
Estimate Place Of Birth Total Population Native,13437,1297,74.1,4.2
Estimate Place Of Birth Total Population Native Born In United States,12245,1247,67.6,4.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,10155,1167,56.0,4.5
Estimate Place Of Birth Total Population Native Born In United States Different State,2090,555,11.5,3.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1192,455,6.6,2.4
Estimate Place Of Birth Total Population Foreign Born,4690,841,25.9,4.2
Estimate U.S. Citizenship Status Foreign-Born Population,4690,841,4690,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,2514,520,53.6,8.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,2176,611,46.4,8.4
Estimate Year Of Entry Population Born Outside The United States,5882,930,5882,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1192,455,1192,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,406,255,34.1,18.7
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,786,396,65.9,18.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born,4690,841,4690,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1328,480,28.3,8.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,3362,735,71.7,8.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",4690,841,4690,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1959,489,41.8,8.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",287,238,6.1,5.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",498,296,10.6,5.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,0.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1934,592,41.2,9.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",12,19,0.3,0.4
Estimate Language Spoken At Home Population 5 Years And Over,17076,1315,17076,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,9643,1148,56.5,5.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,7433,1034,43.5,5.1
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",3351,760,19.6,4.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,1996,801,11.7,4.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",924,611,5.4,3.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,5110,912,29.9,4.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",2313,488,13.5,2.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,316,277,1.9,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",114,136,0.7,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,11,19,0.1,0.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.2
Estimate Ancestry Total Population,18127,1417,18127,(X)
Estimate Ancestry Total Population American,318,210,1.8,1.2
Estimate Ancestry Total Population Arab,56,46,0.3,0.3
Estimate Ancestry Total Population Czech,0,21,0.0,0.2
Estimate Ancestry Total Population Danish,37,44,0.2,0.2
Estimate Ancestry Total Population Dutch,8,15,0.0,0.1
Estimate Ancestry Total Population English,1022,437,5.6,2.4
Estimate Ancestry Total Population French (Except Basque),2175,590,12.0,3.0
Estimate Ancestry Total Population French Canadian,1154,517,6.4,2.7
Estimate Ancestry Total Population German,295,165,1.6,0.9
Estimate Ancestry Total Population Greek,157,241,0.9,1.3
Estimate Ancestry Total Population Hungarian,0,21,0.0,0.2
Estimate Ancestry Total Population Irish,2101,526,11.6,2.9
Estimate Ancestry Total Population Italian,1327,441,7.3,2.3
Estimate Ancestry Total Population Lithuanian,180,235,1.0,1.3
Estimate Ancestry Total Population Norwegian,0,21,0.0,0.2
Estimate Ancestry Total Population Polish,312,140,1.7,0.8
Estimate Ancestry Total Population Portuguese,6132,912,33.8,4.8
Estimate Ancestry Total Population Russian,302,269,1.7,1.5
Estimate Ancestry Total Population Scotch-Irish,101,76,0.6,0.4
Estimate Ancestry Total Population Scottish,81,69,0.4,0.4
Estimate Ancestry Total Population Slovak,0,21,0.0,0.2
Estimate Ancestry Total Population Subsaharan African,712,407,3.9,2.2
Estimate Ancestry Total Population Swedish,183,237,1.0,1.3
Estimate Ancestry Total Population Swiss,0,21,0.0,0.2
Estimate Ancestry Total Population Ukrainian,8,13,0.0,0.1
Estimate Ancestry Total Population Welsh,0,21,0.0,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),529,405,2.9,2.2
Estimate Computers And Internet Use Total Households,8389,549,8389,(X)
Estimate Computers And Internet Use Total Households With A Computer,6876,609,82.0,4.1
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,6022,593,71.8,5.0
