,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,107,74,28.0,16.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,28,0.0,9.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,47,41,12.3,10.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,28,0.0,9.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,60,65,15.7,16.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,107,74,107,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,74,48,69.2,24.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,84,72,78.5,32.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,6085,622,6085,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",402,132,6.6,2.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,273,131,4.5,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1502,371,24.7,5.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1225,259,20.1,3.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2683,493,44.1,6.1
Estimate Educational Attainment Population 25 Years And Over,27990,575,27990,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,966,314,3.5,1.1
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",332,135,1.2,0.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),4073,515,14.6,1.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2525,411,9.0,1.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1678,320,6.0,1.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,8833,754,31.6,2.6
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,9583,831,34.2,2.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,26692,708,95.4,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,18416,816,65.8,2.4
Estimate Veteran Status Civilian Population 18 Years And Over,30175,510,30175,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1191,284,3.9,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,35093,111,35093,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,4165,649,11.9,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,5028,504,5028,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,263,149,5.2,2.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,23936,677,23936,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1711,441,7.1,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,6129,554,6129,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,2191,435,35.7,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over,34888,151,34888,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,28811,846,82.6,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),6077,879,17.4,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,5331,846,15.3,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2848,541,8.2,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,2483,587,7.1,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1606,444,4.6,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,877,313,2.5,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,746,479,2.1,1.4
Estimate Place Of Birth Total Population,35229,79,35229,(X)
Estimate Place Of Birth Total Population Native,26524,909,75.3,2.6
Estimate Place Of Birth Total Population Native Born In United States,25834,902,73.3,2.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,16378,740,46.5,2.1
Estimate Place Of Birth Total Population Native Born In United States Different State,9456,808,26.8,2.3
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",690,275,2.0,0.8
Estimate Place Of Birth Total Population Foreign Born,8705,901,24.7,2.6
Estimate U.S. Citizenship Status Foreign-Born Population,8705,901,8705,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,4437,632,51.0,6.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,4268,784,49.0,6.4
Estimate Year Of Entry Population Born Outside The United States,9395,895,9395,(X)
Estimate Year Of Entry Population Born Outside The United States Native,690,275,690,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,192,117,27.8,16.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,498,255,72.2,16.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,8705,901,8705,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,3041,788,34.9,6.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,5664,639,65.1,6.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",8705,901,8705,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1561,341,17.9,4.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",4205,730,48.3,7.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",717,448,8.2,5.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",72,64,0.8,0.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1979,704,22.7,7.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",171,103,2.0,1.2
Estimate Language Spoken At Home Population 5 Years And Over,33197,367,33197,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,22394,1146,67.5,3.2
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,10803,1030,32.5,3.2
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",3337,629,10.1,1.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,2024,586,6.1,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",566,286,1.7,0.9
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,5661,864,17.1,2.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",1643,430,4.9,1.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,2138,556,6.4,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",742,328,2.2,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,980,606,3.0,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",386,359,1.2,1.1
Estimate Ancestry Total Population,35229,79,35229,(X)
Estimate Ancestry Total Population American,1235,454,3.5,1.3
Estimate Ancestry Total Population Arab,802,557,2.3,1.6
Estimate Ancestry Total Population Czech,27,27,0.1,0.1
Estimate Ancestry Total Population Danish,100,77,0.3,0.2
Estimate Ancestry Total Population Dutch,106,64,0.3,0.2
Estimate Ancestry Total Population English,2538,445,7.2,1.3
Estimate Ancestry Total Population French (Except Basque),595,181,1.7,0.5
Estimate Ancestry Total Population French Canadian,548,168,1.6,0.5
Estimate Ancestry Total Population German,2893,475,8.2,1.3
Estimate Ancestry Total Population Greek,632,254,1.8,0.7
Estimate Ancestry Total Population Hungarian,85,63,0.2,0.2
Estimate Ancestry Total Population Irish,7004,847,19.9,2.4
Estimate Ancestry Total Population Italian,4481,718,12.7,2.0
Estimate Ancestry Total Population Lithuanian,235,124,0.7,0.4
Estimate Ancestry Total Population Norwegian,284,139,0.8,0.4
Estimate Ancestry Total Population Polish,1186,364,3.4,1.0
Estimate Ancestry Total Population Portuguese,298,170,0.8,0.5
Estimate Ancestry Total Population Russian,771,180,2.2,0.5
Estimate Ancestry Total Population Scotch-Irish,354,218,1.0,0.6
Estimate Ancestry Total Population Scottish,688,211,2.0,0.6
Estimate Ancestry Total Population Slovak,1,4,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,606,441,1.7,1.3
Estimate Ancestry Total Population Swedish,324,138,0.9,0.4
Estimate Ancestry Total Population Swiss,72,40,0.2,0.1
Estimate Ancestry Total Population Ukrainian,232,188,0.7,0.5
Estimate Ancestry Total Population Welsh,152,124,0.4,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),285,231,0.8,0.7
Estimate Computers And Internet Use Total Households,16067,519,16067,(X)
Estimate Computers And Internet Use Total Households With A Computer,15262,498,95.0,1.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,15052,534,93.7,1.5
