,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Residence 1 Year Ago Population 1 Year And Over,37910,165,37910,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,33389,962,88.1,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),4521,958,11.9,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,4162,926,11.0,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2576,701,6.8,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1586,503,4.2,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,676,384,1.8,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,910,361,2.4,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,359,271,0.9,0.7
Estimate Place Of Birth Total Population,38291,66,38291,(X)
Estimate Place Of Birth Total Population Native,28385,986,74.1,2.6
Estimate Place Of Birth Total Population Native Born In United States,28024,990,73.2,2.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,20516,868,53.6,2.3
Estimate Place Of Birth Total Population Native Born In United States Different State,7508,986,19.6,2.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",361,148,0.9,0.4
Estimate Place Of Birth Total Population Foreign Born,9906,982,25.9,2.6
Estimate U.S. Citizenship Status Foreign-Born Population,9906,982,9906,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,4581,530,46.2,6.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,5325,1006,53.8,6.3
Estimate Year Of Entry Population Born Outside The United States,10267,986,10267,(X)
Estimate Year Of Entry Population Born Outside The United States Native,361,148,361,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,112,80,31.0,15.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,249,100,69.0,15.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,9906,982,9906,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,3826,948,38.6,6.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,6080,553,61.4,6.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",9906,982,9906,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",937,266,9.5,2.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",7179,897,72.5,5.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",221,120,2.2,1.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,28,0.0,0.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1409,519,14.2,5.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",160,93,1.6,0.9
Estimate Language Spoken At Home Population 5 Years And Over,36253,392,36253,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,24795,1314,68.4,3.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,11458,1269,31.6,3.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",3400,665,9.4,1.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,1358,676,3.7,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",430,248,1.2,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,4728,983,13.0,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",1501,603,4.1,1.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,4430,795,12.2,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",1218,412,3.4,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,942,416,2.6,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",251,146,0.7,0.4
Estimate Ancestry Total Population,38291,66,38291,(X)
Estimate Ancestry Total Population American,956,308,2.5,0.8
Estimate Ancestry Total Population Arab,1387,529,3.6,1.4
Estimate Ancestry Total Population Czech,88,73,0.2,0.2
Estimate Ancestry Total Population Danish,64,88,0.2,0.2
Estimate Ancestry Total Population Dutch,90,86,0.2,0.2
Estimate Ancestry Total Population English,3840,805,10.0,2.1
Estimate Ancestry Total Population French (Except Basque),1586,423,4.1,1.1
Estimate Ancestry Total Population French Canadian,1192,336,3.1,0.9
Estimate Ancestry Total Population German,2310,558,6.0,1.5
Estimate Ancestry Total Population Greek,651,326,1.7,0.9
Estimate Ancestry Total Population Hungarian,128,90,0.3,0.2
Estimate Ancestry Total Population Irish,6196,813,16.2,2.1
Estimate Ancestry Total Population Italian,4390,759,11.5,2.0
Estimate Ancestry Total Population Lithuanian,791,403,2.1,1.1
Estimate Ancestry Total Population Norwegian,146,121,0.4,0.3
Estimate Ancestry Total Population Polish,1381,399,3.6,1.0
Estimate Ancestry Total Population Portuguese,268,139,0.7,0.4
Estimate Ancestry Total Population Russian,298,147,0.8,0.4
Estimate Ancestry Total Population Scotch-Irish,198,164,0.5,0.4
Estimate Ancestry Total Population Scottish,872,352,2.3,0.9
Estimate Ancestry Total Population Slovak,305,376,0.8,1.0
Estimate Ancestry Total Population Subsaharan African,201,121,0.5,0.3
Estimate Ancestry Total Population Swedish,881,303,2.3,0.8
Estimate Ancestry Total Population Swiss,75,81,0.2,0.2
Estimate Ancestry Total Population Ukrainian,97,82,0.3,0.2
Estimate Ancestry Total Population Welsh,31,36,0.1,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),115,100,0.3,0.3
Estimate Computers And Internet Use Total Households,13808,458,13808,(X)
Estimate Computers And Internet Use Total Households With A Computer,13292,472,96.3,1.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,12971,470,93.9,1.6
