,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,200,90,7.7,3.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1026,219,39.6,8.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),528,170,20.4,7.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,758,388,29.3,11.6
Estimate Educational Attainment Population 25 Years And Over,8249,395,8249,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,43,33,0.5,0.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",264,120,3.2,1.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),3448,412,41.8,4.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1620,263,19.6,3.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,893,264,10.8,3.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1106,277,13.4,3.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,875,203,10.6,2.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,7942,395,96.3,1.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1981,327,24.0,3.8
Estimate Veteran Status Civilian Population 18 Years And Over,9340,261,9340,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1011,230,10.8,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,11641,26,11641,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1608,335,13.8,2.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2301,262,2301,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,190,203,8.3,8.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,6947,326,6947,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,710,270,10.2,3.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2393,314,2393,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,708,177,29.6,5.9
Estimate Residence 1 Year Ago Population 1 Year And Over,11532,82,11532,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,10151,546,88.0,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1381,516,12.0,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1381,516,12.0,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,996,450,8.6,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,385,279,3.3,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,252,259,2.2,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,133,128,1.2,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,21,0.0,0.3
Estimate Place Of Birth Total Population,11641,26,11641,(X)
Estimate Place Of Birth Total Population Native,11123,302,95.6,2.6
Estimate Place Of Birth Total Population Native Born In United States,11050,306,94.9,2.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,9585,385,82.3,3.3
Estimate Place Of Birth Total Population Native Born In United States Different State,1465,300,12.6,2.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",73,81,0.6,0.7
Estimate Place Of Birth Total Population Foreign Born,518,302,4.4,2.6
Estimate U.S. Citizenship Status Foreign-Born Population,518,302,518,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,231,87,44.6,33.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,287,314,55.4,33.4
Estimate Year Of Entry Population Born Outside The United States,591,305,591,(X)
Estimate Year Of Entry Population Born Outside The United States Native,73,81,73,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,46,73,63.0,56.6
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,27,34,37.0,56.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born,518,302,518,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,189,268,36.5,35.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,329,111,63.5,35.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",518,302,518,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",152,82,29.3,22.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",80,55,15.4,14.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",2,4,0.4,0.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,7.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",247,307,47.7,36.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",37,29,7.1,8.4
Estimate Language Spoken At Home Population 5 Years And Over,11110,162,11110,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,10412,517,93.7,4.2
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,698,460,6.3,4.2
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",261,254,2.3,2.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,132,128,1.2,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",44,76,0.4,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,426,335,3.8,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",194,240,1.7,2.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,94,89,0.8,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",23,29,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,46,73,0.4,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.4
Estimate Ancestry Total Population,11641,26,11641,(X)
Estimate Ancestry Total Population American,627,417,5.4,3.6
Estimate Ancestry Total Population Arab,65,76,0.6,0.7
Estimate Ancestry Total Population Czech,0,21,0.0,0.3
Estimate Ancestry Total Population Danish,20,28,0.2,0.2
Estimate Ancestry Total Population Dutch,36,35,0.3,0.3
Estimate Ancestry Total Population English,1701,403,14.6,3.5
Estimate Ancestry Total Population French (Except Basque),861,332,7.4,2.8
Estimate Ancestry Total Population French Canadian,292,156,2.5,1.3
Estimate Ancestry Total Population German,615,283,5.3,2.4
Estimate Ancestry Total Population Greek,221,192,1.9,1.7
Estimate Ancestry Total Population Hungarian,0,21,0.0,0.3
Estimate Ancestry Total Population Irish,4107,614,35.3,5.3
Estimate Ancestry Total Population Italian,1341,362,11.5,3.1
Estimate Ancestry Total Population Lithuanian,25,29,0.2,0.3
Estimate Ancestry Total Population Norwegian,20,24,0.2,0.2
Estimate Ancestry Total Population Polish,302,212,2.6,1.8
Estimate Ancestry Total Population Portuguese,963,396,8.3,3.4
Estimate Ancestry Total Population Russian,88,68,0.8,0.6
Estimate Ancestry Total Population Scotch-Irish,109,76,0.9,0.7
Estimate Ancestry Total Population Scottish,258,125,2.2,1.1
Estimate Ancestry Total Population Slovak,15,18,0.1,0.2
Estimate Ancestry Total Population Subsaharan African,55,54,0.5,0.5
Estimate Ancestry Total Population Swedish,181,88,1.6,0.8
Estimate Ancestry Total Population Swiss,16,25,0.1,0.2
Estimate Ancestry Total Population Ukrainian,45,69,0.4,0.6
Estimate Ancestry Total Population Welsh,8,13,0.1,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,21,0.0,0.3
Estimate Computers And Internet Use Total Households,4648,230,4648,(X)
Estimate Computers And Internet Use Total Households With A Computer,4476,232,96.3,1.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4239,233,91.2,3.2
