,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1095,253,3.9,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,36592,1602,36592,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,5112,588,14.0,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,8366,889,8366,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,447,173,5.3,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,23497,1023,23497,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2964,394,12.6,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,4729,369,4729,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1701,287,36.0,5.0
Estimate Residence 1 Year Ago Population 1 Year And Over,36299,1577,36299,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,30602,1670,84.3,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),5697,956,15.7,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,5485,936,15.1,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,3942,791,10.9,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1543,465,4.3,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,973,375,2.7,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,570,266,1.6,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,212,171,0.6,0.5
Estimate Place Of Birth Total Population,36740,1616,36740,(X)
Estimate Place Of Birth Total Population Native,27913,1564,76.0,2.5
Estimate Place Of Birth Total Population Native Born In United States,25632,1505,69.8,2.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,21038,1246,57.3,2.6
Estimate Place Of Birth Total Population Native Born In United States Different State,4594,706,12.5,1.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",2281,531,6.2,1.4
Estimate Place Of Birth Total Population Foreign Born,8827,990,24.0,2.5
Estimate U.S. Citizenship Status Foreign-Born Population,8827,990,8827,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,4356,697,49.3,5.5
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,4471,689,50.7,5.5
Estimate Year Of Entry Population Born Outside The United States,11108,1183,11108,(X)
Estimate Year Of Entry Population Born Outside The United States Native,2281,531,2281,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,698,380,30.6,13.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,1583,424,69.4,13.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,8827,990,8827,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,3129,631,35.4,5.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,5698,762,64.6,5.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",8827,990,8827,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1507,402,17.1,4.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",2887,630,32.7,5.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",1293,488,14.6,5.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,28,0.0,0.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",3120,682,35.3,6.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",20,23,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over,34538,1555,34538,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,22159,1363,64.2,2.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,12379,1191,35.8,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",6244,892,18.1,2.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,3770,640,10.9,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",1909,475,5.5,1.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,5063,722,14.7,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",2554,559,7.4,1.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,2732,609,7.9,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",1481,366,4.3,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,814,454,2.4,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",300,257,0.9,0.7
Estimate Ancestry Total Population,36740,1616,36740,(X)
Estimate Ancestry Total Population American,767,318,2.1,0.9
Estimate Ancestry Total Population Arab,373,439,1.0,1.2
Estimate Ancestry Total Population Czech,26,26,0.1,0.1
Estimate Ancestry Total Population Danish,0,28,0.0,0.1
Estimate Ancestry Total Population Dutch,48,40,0.1,0.1
Estimate Ancestry Total Population English,1595,306,4.3,0.8
Estimate Ancestry Total Population French (Except Basque),2188,606,6.0,1.6
Estimate Ancestry Total Population French Canadian,1090,355,3.0,1.0
Estimate Ancestry Total Population German,946,274,2.6,0.8
Estimate Ancestry Total Population Greek,433,154,1.2,0.4
Estimate Ancestry Total Population Hungarian,23,25,0.1,0.1
Estimate Ancestry Total Population Irish,6870,853,18.7,2.2
Estimate Ancestry Total Population Italian,2874,766,7.8,2.0
Estimate Ancestry Total Population Lithuanian,581,480,1.6,1.3
Estimate Ancestry Total Population Norwegian,40,48,0.1,0.1
Estimate Ancestry Total Population Polish,822,261,2.2,0.7
Estimate Ancestry Total Population Portuguese,2739,615,7.5,1.7
Estimate Ancestry Total Population Russian,236,172,0.6,0.5
Estimate Ancestry Total Population Scotch-Irish,69,51,0.2,0.1
Estimate Ancestry Total Population Scottish,297,112,0.8,0.3
Estimate Ancestry Total Population Slovak,7,18,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,1130,387,3.1,1.1
Estimate Ancestry Total Population Swedish,176,79,0.5,0.2
Estimate Ancestry Total Population Swiss,30,30,0.1,0.1
Estimate Ancestry Total Population Ukrainian,0,28,0.0,0.1
Estimate Ancestry Total Population Welsh,105,75,0.3,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),283,168,0.8,0.5
Estimate Computers And Internet Use Total Households,14628,624,14628,(X)
Estimate Computers And Internet Use Total Households With A Computer,12790,628,87.4,2.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,12013,636,82.1,2.3
