"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01089!!Estimate","ZCTA5 01089!!Margin of Error","ZCTA5 01089!!Percent","ZCTA5 01089!!Percent Margin of Error"
"        Householder","2,714,448","±4,158","40.2%","±0.1","12,734","±531","44.4%","±1.8"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","5,149","±402","17.9%","±1.4"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","828","±236","2.9%","±0.8"
"        Child","1,898,296","±5,188","28.1%","±0.1","8,355","±565","29.1%","±2.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,014","±397","3.5%","±1.4"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","613","±240","2.1%","±0.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","11,793","±564","11,793","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","4,762","±678","40.4%","±4.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","5,435","±394","46.1%","±4.4"
"        Separated","37,600","±1,670","1.3%","±0.1","51","±50","0.4%","±0.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","314","±112","2.7%","±0.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,231","±277","10.4%","±2.3"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","12,186","±501","12,186","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","4,171","±500","34.2%","±3.5"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","5,393","±419","44.3%","±3.7"
"        Separated","55,256","±1,859","1.8%","±0.1","114","±70","0.9%","±0.6"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,111","±256","9.1%","±2.1"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,397","±300","11.5%","±2.3"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","400","±226","400","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","56","±54","14.0%","±15.8"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","14","±13","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","55","±31","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±52","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","101","±63","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","19","±16","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","294","±165","294","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±25","0.0%","±12.7"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±25","0.0%","±12.7"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±25","0.0%","±12.7"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±25","0.0%","±12.7"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±25","0.0%","±12.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±25","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±25","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±25","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","6,420","±547","6,420","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","332","±144","5.2%","±2.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","444","±173","6.9%","±2.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,434","±407","37.9%","±5.7"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,185","±353","18.5%","±4.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,025","±357","31.5%","±5.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","20,743","±618","20,743","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","889","±317","4.3%","±1.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,203","±318","5.8%","±1.5"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","5,904","±712","28.5%","±3.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,593","±438","17.3%","±2.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,770","±432","8.5%","±2.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","4,287","±548","20.7%","±2.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,097","±406","14.9%","±1.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","18,651","±731","89.9%","±2.1"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","7,384","±661","35.6%","±3.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","23,132","±561","23,132","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,624","±277","7.0%","±1.2"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","28,682","±130","28,682","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","3,992","±466","13.9%","±1.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","5,626","±554","5,626","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","267","±130","4.7%","±2.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","18,963","±530","18,963","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,279","±426","12.0%","±2.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,093","±332","4,093","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,446","±275","35.3%","±6.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","28,523","±162","28,523","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","24,148","±1,099","84.7%","±3.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","4,375","±1,100","15.3%","±3.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","4,259","±1,085","14.9%","±3.8"
"                Same county","446,141","±8,933","6.4%","±0.1","3,129","±1,045","11.0%","±3.7"
"                Different county","354,693","±6,215","5.1%","±0.1","1,130","±543","4.0%","±1.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","244","±137","0.9%","±0.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","886","±503","3.1%","±1.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","116","±140","0.4%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","28,814","±48","28,814","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","23,691","±973","82.2%","±3.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","22,040","±888","76.5%","±3.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","17,883","±970","62.1%","±3.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","4,157","±706","14.4%","±2.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,651","±673","5.7%","±2.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","5,123","±972","17.8%","±3.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","5,123","±972","5,123","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","3,424","±815","66.8%","±9.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,699","±570","33.2%","±9.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","6,774","±887","6,774","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,651","±673","1,651","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","446","±235","27.0%","±10.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,205","±523","73.0%","±10.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","5,123","±972","5,123","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,297","±832","44.8%","±11.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,826","±609","55.2%","±11.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","5,123","±972","5,123","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,578","±558","30.8%","±9.0"
"        Asia","372,717","±3,581","30.8%","±0.3","2,494","±771","48.7%","±10.7"
"        Africa","113,823","±3,313","9.4%","±0.3","287","±215","5.6%","±4.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±0.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","652","±307","12.7%","±6.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","112","±74","2.2%","±1.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","27,229","±417","27,229","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","20,274","±1,135","74.5%","±3.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","6,955","±1,040","25.5%","±3.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","2,319","±461","8.5%","±1.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","2,262","±516","8.3%","±1.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","729","±248","2.7%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,474","±759","9.1%","±2.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","992","±388","3.6%","±1.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","875","±579","3.2%","±2.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","229","±155","0.8%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","1,344","±889","4.9%","±3.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","369","±260","1.4%","±1.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","28,814","±48","28,814","(X)"
"        American","260,364","±6,504","3.7%","±0.1","782","±368","2.7%","±1.3"
"        Arab","72,487","±3,641","1.0%","±0.1","1,430","±907","5.0%","±3.1"
"        Czech","12,119","±1,098","0.2%","±0.1","21","±42","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±25","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","32","±39","0.1%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","1,783","±360","6.2%","±1.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","3,380","±655","11.7%","±2.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,301","±299","4.5%","±1.0"
"        German","387,135","±7,027","5.5%","±0.1","1,724","±546","6.0%","±1.9"
"        Greek","76,566","±3,218","1.1%","±0.1","349","±178","1.2%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","78","±88","0.3%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,264","±711","18.3%","±2.5"
"        Italian","815,794","±9,186","11.7%","±0.1","2,931","±717","10.2%","±2.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","54","±54","0.2%","±0.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","125","±112","0.4%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","2,168","±462","7.5%","±1.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","160","±107","0.6%","±0.4"
"        Russian","91,511","±3,161","1.3%","±0.1","212","±126","0.7%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","147","±87","0.5%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","721","±489","2.5%","±1.7"
"        Slovak","7,069","±828","0.1%","±0.1","18","±22","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","203","±153","0.7%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","176","±152","0.6%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","11","±18","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","604","±415","2.1%","±1.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","176","±253","0.6%","±0.9"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","197","±129","0.7%","±0.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","12,734","±531","12,734","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","11,730","±569","92.1%","±1.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","11,278","±618","88.6%","±2.5"
