"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01330!!Estimate","ZCTA5 01330!!Margin of Error","ZCTA5 01330!!Percent","ZCTA5 01330!!Percent Margin of Error"
"    Total population","6,991,852","*****","6,991,852","(X)","1,542","±188","1,542","(X)"
"        American","260,364","±6,504","3.7%","±0.1","26","±17","1.7%","±1.1"
"        Arab","72,487","±3,641","1.0%","±0.1","12","±11","0.8%","±0.7"
"        Czech","12,119","±1,098","0.2%","±0.1","9","±11","0.6%","±0.7"
"        Danish","14,346","±1,162","0.2%","±0.1","2","±4","0.1%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","7","±7","0.5%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","391","±96","25.4%","±5.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","185","±77","12.0%","±4.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","75","±30","4.9%","±2.0"
"        German","387,135","±7,027","5.5%","±0.1","163","±75","10.6%","±4.4"
"        Greek","76,566","±3,218","1.1%","±0.1","11","±11","0.7%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","10","±11","0.6%","±0.7"
"        Irish","1,345,219","±11,619","19.2%","±0.2","238","±76","15.4%","±4.2"
"        Italian","815,794","±9,186","11.7%","±0.1","146","±57","9.5%","±3.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","12","±14","0.8%","±0.9"
"        Norwegian","35,032","±1,997","0.5%","±0.1","15","±13","1.0%","±0.8"
"        Polish","283,050","±4,814","4.0%","±0.1","90","±44","5.8%","±2.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","33","±34","2.1%","±2.2"
"        Russian","91,511","±3,161","1.3%","±0.1","22","±17","1.4%","±1.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","16","±11","1.0%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","70","±37","4.5%","±2.5"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±2.6"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±2.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","55","±35","3.6%","±2.3"
"        Swiss","10,126","±912","0.1%","±0.1","3","±4","0.2%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","4","±6","0.3%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","26","±26","1.7%","±1.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±2.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","704","±90","704","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","641","±85","91.1%","±7.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","599","±84","85.1%","±8.1"
