"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02125!!Estimate","ZCTA5 02125!!Margin of Error","ZCTA5 02125!!Percent","ZCTA5 02125!!Percent Margin of Error"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","8,973","±846","39.8%","±2.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","26,431","±1,260","26,431","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","530","±151","2.0%","±0.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","32,600","±1,553","32,600","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","4,666","±548","14.3%","±1.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","6,169","±704","6,169","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","282","±124","4.6%","±1.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","22,685","±1,123","22,685","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,856","±437","12.6%","±1.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,746","±454","3,746","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,528","±275","40.8%","±6.7"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","32,267","±1,515","32,267","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","28,227","±1,304","87.5%","±1.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","4,040","±642","12.5%","±1.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","3,732","±626","11.6%","±1.7"
"                Same county","446,141","±8,933","6.4%","±0.1","2,380","±542","7.4%","±1.5"
"                Different county","354,693","±6,215","5.1%","±0.1","1,352","±268","4.2%","±0.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","887","±200","2.7%","±0.6"
"                    Different state","148,941","±3,990","2.2%","±0.1","465","±170","1.4%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","308","±133","1.0%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","32,614","±1,551","32,614","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","21,883","±1,279","67.1%","±2.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","20,596","±1,266","63.2%","±2.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","15,668","±1,097","48.0%","±2.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","4,928","±579","15.1%","±1.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,287","±352","3.9%","±1.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","10,731","±875","32.9%","±2.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","10,731","±875","10,731","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","6,361","±586","59.3%","±4.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","4,370","±646","40.7%","±4.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","12,018","±973","12,018","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,287","±352","1,287","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","519","±233","40.3%","±12.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","768","±234","59.7%","±12.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","10,731","±875","10,731","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","3,620","±626","33.7%","±4.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","7,111","±691","66.3%","±4.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","10,731","±875","10,731","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","997","±289","9.3%","±2.6"
"        Asia","372,717","±3,581","30.8%","±0.3","2,683","±509","25.0%","±4.3"
"        Africa","113,823","±3,313","9.4%","±0.3","3,196","±653","29.8%","±5.4"
"        Oceania","4,098","±490","0.3%","±0.1","38","±36","0.4%","±0.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","3,741","±540","34.9%","±4.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","76","±60","0.7%","±0.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","30,999","±1,454","30,999","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","17,644","±1,178","56.9%","±2.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","13,355","±949","43.1%","±2.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","6,592","±760","21.3%","±2.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","4,720","±649","15.2%","±2.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","2,113","±448","6.8%","±1.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","5,472","±729","17.7%","±2.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","2,757","±486","8.9%","±1.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","2,379","±536","7.7%","±1.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","1,506","±499","4.9%","±1.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","784","±417","2.5%","±1.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","216","±122","0.7%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","32,614","±1,551","32,614","(X)"
"        American","260,364","±6,504","3.7%","±0.1","503","±195","1.5%","±0.6"
"        Arab","72,487","±3,641","1.0%","±0.1","214","±117","0.7%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","51","±44","0.2%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","26","±31","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","133","±126","0.4%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","777","±216","2.4%","±0.7"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","530","±177","1.6%","±0.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","386","±138","1.2%","±0.4"
"        German","387,135","±7,027","5.5%","±0.1","851","±266","2.6%","±0.8"
"        Greek","76,566","±3,218","1.1%","±0.1","242","±107","0.7%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","85","±119","0.3%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,717","±600","11.4%","±1.8"
"        Italian","815,794","±9,186","11.7%","±0.1","1,110","±246","3.4%","±0.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","152","±124","0.5%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","70","±51","0.2%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","769","±227","2.4%","±0.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","363","±143","1.1%","±0.4"
"        Russian","91,511","±3,161","1.3%","±0.1","201","±124","0.6%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","61","±46","0.2%","±0.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","128","±62","0.4%","±0.2"
"        Slovak","7,069","±828","0.1%","±0.1","26","±30","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","4,157","±828","12.7%","±2.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","233","±77","0.7%","±0.2"
"        Swiss","10,126","±912","0.1%","±0.1","32","±31","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","32","±45","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","4","±11","0.0%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","1,701","±372","5.2%","±1.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","12,986","±573","12,986","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","11,967","±562","92.2%","±1.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","11,026","±557","84.9%","±2.1"
