"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01590!!Estimate","ZCTA5 01590!!Margin of Error","ZCTA5 01590!!Percent","ZCTA5 01590!!Percent Margin of Error"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","21","±35","21","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","10","±17","47.6%","±6.8"
"        Who are married","19,550","±1,487","64.5%","±2.5","21","±35","100.0%","±71.8"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,850","±339","1,850","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","156","±92","8.4%","±4.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","234","±95","12.6%","±4.7"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","615","±167","33.2%","±7.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","454","±173","24.5%","±8.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","391","±164","21.1%","±6.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","6,677","±251","6,677","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","20","±21","0.3%","±0.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","215","±127","3.2%","±1.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,735","±359","26.0%","±5.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,146","±292","17.2%","±4.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","629","±179","9.4%","±2.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,585","±284","23.7%","±4.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,347","±308","20.2%","±4.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","6,442","±263","96.5%","±1.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,932","±456","43.9%","±6.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","7,391","±292","7,391","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","586","±167","7.9%","±2.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","9,219","±130","9,219","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","764","±209","8.3%","±2.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,828","±275","1,828","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","6","±9","0.3%","±0.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","5,886","±338","5,886","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","325","±143","5.5%","±2.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,505","±251","1,505","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","433","±190","28.8%","±9.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","9,076","±153","9,076","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","8,445","±266","93.0%","±2.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","631","±239","7.0%","±2.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","631","±239","7.0%","±2.6"
"                Same county","446,141","±8,933","6.4%","±0.1","466","±212","5.1%","±2.3"
"                Different county","354,693","±6,215","5.1%","±0.1","165","±122","1.8%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","113","±109","1.2%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","52","±63","0.6%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","9,219","±130","9,219","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","8,850","±194","96.0%","±1.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","8,811","±199","95.6%","±1.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","7,195","±335","78.0%","±3.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,616","±295","17.5%","±3.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","39","±45","0.4%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","369","±151","4.0%","±1.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","369","±151","369","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","293","±141","79.4%","±13.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","76","±53","20.6%","±13.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","408","±159","408","(X)"
"        Native","209,292","±4,176","209,292","(X)","39","±45","39","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±52.7"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","39","±45","100.0%","±52.7"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","369","±151","369","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","19","±32","5.1%","±8.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","350","±148","94.9%","±8.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","369","±151","369","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","201","±129","54.5%","±21.2"
"        Asia","372,717","±3,581","30.8%","±0.3","92","±69","24.9%","±16.9"
"        Africa","113,823","±3,313","9.4%","±0.3","22","±36","6.0%","±10.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±10.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","45","±36","12.2%","±9.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","9","±15","2.4%","±4.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","8,637","±227","8,637","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","8,232","±292","95.3%","±2.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","405","±178","4.7%","±2.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","77","±59","0.9%","±0.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","97","±72","1.1%","±0.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±19","0.0%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","171","±111","2.0%","±1.3"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","42","±48","0.5%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","105","±96","1.2%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","35","±34","0.4%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","32","±30","0.4%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","9,219","±130","9,219","(X)"
"        American","260,364","±6,504","3.7%","±0.1","265","±136","2.9%","±1.5"
"        Arab","72,487","±3,641","1.0%","±0.1","46","±39","0.5%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","34","±55","0.4%","±0.6"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","69","±50","0.7%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","1,031","±280","11.2%","±3.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","988","±380","10.7%","±4.1"
"        French Canadian","235,524","±4,384","3.4%","±0.1","510","±174","5.5%","±1.9"
"        German","387,135","±7,027","5.5%","±0.1","384","±173","4.2%","±1.9"
"        Greek","76,566","±3,218","1.1%","±0.1","49","±58","0.5%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±19","0.0%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,088","±863","33.5%","±9.3"
"        Italian","815,794","±9,186","11.7%","±0.1","1,211","±395","13.1%","±4.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","158","±85","1.7%","±0.9"
"        Norwegian","35,032","±1,997","0.5%","±0.1","12","±20","0.1%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","431","±196","4.7%","±2.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","304","±173","3.3%","±1.9"
"        Russian","91,511","±3,161","1.3%","±0.1","80","±58","0.9%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","24","±28","0.3%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","292","±173","3.2%","±1.9"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","21","±24","0.2%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","395","±180","4.3%","±1.9"
"        Swiss","10,126","±912","0.1%","±0.1","60","±78","0.7%","±0.8"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","45","±75","0.5%","±0.8"
"        Welsh","23,388","±1,506","0.3%","±0.1","25","±30","0.3%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","19","±22","0.2%","±0.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,332","±259","3,332","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,205","±246","96.2%","±2.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,038","±331","91.2%","±4.7"
