"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01031!!Estimate","ZCTA5 01031!!Margin of Error","ZCTA5 01031!!Percent","ZCTA5 01031!!Percent Margin of Error"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","53","±86","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±196","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","25","±33","25","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","8","±13","32.0%","±41.8"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±65.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±65.8"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±65.8"
"            5 or more years","13,647","±1,024","10.9%","±0.8","8","±13","32.0%","±41.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","8","±13","8","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","4","±6","50.0%","±19.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","8","±13","100.0%","±100.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","544","±263","544","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","31","±26","5.7%","±5.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","29","±24","5.3%","±4.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","235","±106","43.2%","±10.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","116","±82","21.3%","±9.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","133","±113","24.4%","±13.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,059","±143","1,059","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","5","±9","0.5%","±0.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","79","±50","7.5%","±4.6"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","351","±96","33.1%","±6.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","229","±109","21.6%","±9.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","124","±67","11.7%","±6.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","154","±74","14.5%","±7.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","117","±51","11.0%","±5.0"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","975","±139","92.1%","±4.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","271","±93","25.6%","±9.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,146","±145","1,146","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","66","±34","5.8%","±2.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,577","±225","1,577","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","248","±84","15.7%","±5.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","431","±180","431","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","23","±23","5.3%","±5.1"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","882","±131","882","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","148","±68","16.8%","±8.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","264","±93","264","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","77","±43","29.2%","±14.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,571","±225","1,571","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,531","±236","97.5%","±2.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","40","±30","2.5%","±2.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","40","±30","2.5%","±2.0"
"                Same county","446,141","±8,933","6.4%","±0.1","6","±8","0.4%","±0.5"
"                Different county","354,693","±6,215","5.1%","±0.1","34","±28","2.2%","±1.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","13","±13","0.8%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","21","±24","1.3%","±1.6"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±2.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,577","±225","1,577","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,548","±232","98.2%","±1.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,544","±232","97.9%","±1.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,226","±176","77.7%","±4.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","318","±102","20.2%","±5.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","4","±7","0.3%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","29","±23","1.8%","±1.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","29","±23","29","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","16","±17","55.2%","±36.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","13","±13","44.8%","±36.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","33","±25","33","(X)"
"        Native","209,292","±4,176","209,292","(X)","4","±7","4","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±100.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","4","±7","100.0%","±100.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","29","±23","29","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","14","±14","48.3%","±37.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","15","±17","51.7%","±37.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","29","±23","29","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","19","±16","65.5%","±36.0"
"        Asia","372,717","±3,581","30.8%","±0.3","5","±8","17.2%","±18.6"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±61.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±61.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","5","±7","17.2%","±18.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±61.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,521","±225","1,521","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,440","±242","94.7%","±4.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","81","±64","5.3%","±4.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","6","±8","0.4%","±0.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","70","±61","4.6%","±4.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±2.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","11","±12","0.7%","±0.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","6","±8","0.4%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±2.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±2.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±2.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±2.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,577","±225","1,577","(X)"
"        American","260,364","±6,504","3.7%","±0.1","103","±80","6.5%","±5.2"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±2.5"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±2.5"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±2.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±13","0.0%","±2.5"
"        English","655,283","±8,406","9.4%","±0.1","131","±87","8.3%","±5.7"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","295","±153","18.7%","±9.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","56","±31","3.6%","±2.2"
"        German","387,135","±7,027","5.5%","±0.1","59","±35","3.7%","±2.3"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±2.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","10","±16","0.6%","±1.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","222","±92","14.1%","±6.7"
"        Italian","815,794","±9,186","11.7%","±0.1","503","±351","31.9%","±19.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","34","±28","2.2%","±1.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","8","±13","0.5%","±0.8"
"        Polish","283,050","±4,814","4.0%","±0.1","218","±94","13.8%","±6.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","0","±13","0.0%","±2.5"
"        Russian","91,511","±3,161","1.3%","±0.1","6","±8","0.4%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","15","±21","1.0%","±1.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","21","±18","1.3%","±1.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±2.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±2.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","26","±19","1.6%","±1.3"
"        Swiss","10,126","±912","0.1%","±0.1","6","±8","0.4%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±2.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","34","±42","2.2%","±2.7"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±2.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","608","±93","608","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","567","±87","93.3%","±6.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","550","±79","90.5%","±8.0"
