"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01095!!Estimate","ZCTA5 01095!!Margin of Error","ZCTA5 01095!!Percent","ZCTA5 01095!!Percent Margin of Error"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","10","±17","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","314","±155","314","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","117","±125","37.3%","±33.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","14","±24","4.5%","±7.7"
"            1 or 2 years","6,316","±677","5.0%","±0.5","86","±121","27.4%","±34.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±11.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","17","±27","5.4%","±9.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","117","±125","117","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","75","±71","64.1%","±22.8"
"        Who are married","19,550","±1,487","64.5%","±2.5","86","±121","73.5%","±46.7"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,958","±428","3,958","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","190","±120","4.8%","±3.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","163","±111","4.1%","±2.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,382","±296","34.9%","±8.2"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,239","±432","31.3%","±9.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","984","±298","24.9%","±6.6"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","10,647","±353","10,647","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","237","±129","2.2%","±1.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","248","±149","2.3%","±1.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,205","±345","20.7%","±3.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,514","±275","14.2%","±2.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,122","±296","10.5%","±2.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,724","±524","25.6%","±4.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,597","±407","24.4%","±3.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","10,162","±400","95.4%","±1.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","5,321","±692","50.0%","±5.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","11,507","±326","11,507","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","727","±214","6.3%","±1.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","14,460","±214","14,460","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,512","±369","10.5%","±2.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,230","±354","3,230","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","205","±130","6.3%","±4.1"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","8,190","±314","8,190","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","480","±187","5.9%","±2.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,040","±397","3,040","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","827","±273","27.2%","±7.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","14,698","±100","14,698","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","13,221","±485","90.0%","±3.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,477","±466","10.0%","±3.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,432","±466","9.7%","±3.2"
"                Same county","446,141","±8,933","6.4%","±0.1","1,076","±391","7.3%","±2.7"
"                Different county","354,693","±6,215","5.1%","±0.1","356","±195","2.4%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","309","±201","2.1%","±1.4"
"                    Different state","148,941","±3,990","2.2%","±0.1","47","±44","0.3%","±0.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","45","±55","0.3%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","14,737","±93","14,737","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","14,236","±297","96.6%","±1.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","13,999","±342","95.0%","±2.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,385","±643","77.3%","±4.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,614","±462","17.7%","±3.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","237","±138","1.6%","±0.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","501","±282","3.4%","±1.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","501","±282","501","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","414","±243","82.6%","±11.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","87","±68","17.4%","±11.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","738","±324","738","(X)"
"        Native","209,292","±4,176","209,292","(X)","237","±138","237","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","15","±25","6.3%","±10.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","222","±135","93.7%","±10.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","501","±282","501","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","99","±161","19.8%","±27.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","402","±222","80.2%","±27.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","501","±282","501","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","157","±129","31.3%","±23.8"
"        Asia","372,717","±3,581","30.8%","±0.3","57","±68","11.4%","±12.1"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±21","0.0%","±7.7"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±7.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","132","±142","26.3%","±24.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","155","±173","30.9%","±26.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","14,292","±203","14,292","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","13,412","±386","93.8%","±2.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","880","±314","6.2%","±2.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","227","±147","1.6%","±1.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","429","±223","3.0%","±1.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","65","±79","0.5%","±0.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","378","±172","2.6%","±1.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","129","±115","0.9%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","73","±84","0.5%","±0.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","33","±50","0.2%","±0.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±21","0.0%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","14,737","±93","14,737","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,506","±1,138","10.2%","±7.7"
"        Arab","72,487","±3,641","1.0%","±0.1","36","±56","0.2%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","132","±144","0.9%","±1.0"
"        Danish","14,346","±1,162","0.2%","±0.1","53","±49","0.4%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","65","±49","0.4%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","1,556","±473","10.6%","±3.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,491","±408","10.1%","±2.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,046","±365","7.1%","±2.5"
"        German","387,135","±7,027","5.5%","±0.1","842","±270","5.7%","±1.8"
"        Greek","76,566","±3,218","1.1%","±0.1","166","±88","1.1%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","46","±47","0.3%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,454","±626","23.4%","±4.2"
"        Italian","815,794","±9,186","11.7%","±0.1","2,162","±568","14.7%","±3.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","59","±85","0.4%","±0.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","83","±71","0.6%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","1,622","±429","11.0%","±2.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","666","±338","4.5%","±2.3"
"        Russian","91,511","±3,161","1.3%","±0.1","152","±137","1.0%","±0.9"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","31","±50","0.2%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","329","±159","2.2%","±1.1"
"        Slovak","7,069","±828","0.1%","±0.1","26","±43","0.2%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","15","±26","0.1%","±0.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","191","±119","1.3%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","64","±108","0.4%","±0.7"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±21","0.0%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","14","±25","0.1%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","170","±242","1.2%","±1.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,417","±368","5,417","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,019","±306","92.7%","±4.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","4,702","±283","86.8%","±4.5"
