"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01540!!Estimate","ZCTA5 01540!!Margin of Error","ZCTA5 01540!!Percent","ZCTA5 01540!!Percent Margin of Error"
"        German","387,135","±7,027","5.5%","±0.1","653","±277","5.7%","±2.4"
"        Greek","76,566","±3,218","1.1%","±0.1","57","±56","0.5%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±21","0.0%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,083","±986","26.7%","±8.2"
"        Italian","815,794","±9,186","11.7%","±0.1","1,534","±570","13.3%","±4.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","61","±78","0.5%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","60","±60","0.5%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","1,173","±437","10.2%","±3.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","259","±206","2.2%","±1.8"
"        Russian","91,511","±3,161","1.3%","±0.1","14","±22","0.1%","±0.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","16","±25","0.1%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","368","±300","3.2%","±2.6"
"        Slovak","7,069","±828","0.1%","±0.1","90","±128","0.8%","±1.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±21","0.0%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","602","±270","5.2%","±2.3"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","41","±48","0.4%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","5","±9","0.0%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","65","±71","0.6%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,988","±320","3,988","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,830","±319","96.0%","±1.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,692","±303","92.6%","±2.7"
