"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02124!!Estimate","ZCTA5 02124!!Margin of Error","ZCTA5 02124!!Percent","ZCTA5 02124!!Percent Margin of Error"
"            1 or 2 years","6,316","±677","5.0%","±0.5","65","±61","2.9%","±2.8"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±31","0.0%","±1.8"
"            5 or more years","13,647","±1,024","10.9%","±0.8","186","±111","8.3%","±5.1"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","280","±128","280","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","194","±83","69.3%","±13.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","190","±117","67.9%","±18.7"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","14,943","±1,273","14,943","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","544","±188","3.6%","±1.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","875","±278","5.9%","±1.9"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","5,717","±724","38.3%","±3.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","3,778","±505","25.3%","±2.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","4,029","±537","27.0%","±2.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","37,750","±1,684","37,750","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","3,368","±554","8.9%","±1.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","2,901","±511","7.7%","±1.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","9,828","±779","26.0%","±1.9"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","7,611","±738","20.2%","±1.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","2,746","±523","7.3%","±1.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","6,724","±851","17.8%","±2.0"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","4,572","±690","12.1%","±1.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","31,481","±1,627","83.4%","±1.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","11,296","±1,121","29.9%","±2.4"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","42,953","±1,825","42,953","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,208","±310","2.8%","±0.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","55,853","±2,554","55,853","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","10,111","±1,010","18.1%","±1.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","12,988","±1,274","12,988","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","1,409","±385","10.8%","±2.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","35,232","±1,682","35,232","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","5,167","±667","14.7%","±1.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","7,633","±719","7,633","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","3,535","±493","46.3%","±5.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","55,449","±2,469","55,449","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","46,980","±2,430","84.7%","±2.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","8,469","±1,325","15.3%","±2.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","7,913","±1,325","14.3%","±2.3"
"                Same county","446,141","±8,933","6.4%","±0.1","5,626","±1,143","10.1%","±2.0"
"                Different county","354,693","±6,215","5.1%","±0.1","2,287","±588","4.1%","±1.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,458","±461","2.6%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","829","±405","1.5%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","556","±260","1.0%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","56,070","±2,548","56,070","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","38,266","±2,157","68.2%","±2.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","36,729","±2,122","65.5%","±2.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","29,086","±1,741","51.9%","±2.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","7,643","±761","13.6%","±1.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,537","±436","2.7%","±0.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","17,804","±1,521","31.8%","±2.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","17,804","±1,521","17,804","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","10,788","±1,206","60.6%","±4.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","7,016","±923","39.4%","±4.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","19,341","±1,557","19,341","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,537","±436","1,537","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","376","±188","24.5%","±11.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,161","±391","75.5%","±11.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","17,804","±1,521","17,804","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","4,852","±904","27.3%","±4.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","12,952","±1,172","72.7%","±4.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","17,804","±1,521","17,804","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","681","±268","3.8%","±1.5"
"        Asia","372,717","±3,581","30.8%","±0.3","3,353","±801","18.8%","±3.8"
"        Africa","113,823","±3,313","9.4%","±0.3","2,428","±645","13.6%","±3.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±31","0.0%","±0.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","11,261","±1,168","63.2%","±4.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","81","±70","0.5%","±0.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","52,672","±2,328","52,672","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","33,562","±2,182","63.7%","±3.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","19,110","±1,768","36.3%","±3.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","9,267","±1,083","17.6%","±2.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","7,603","±1,072","14.4%","±2.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","3,328","±676","6.3%","±1.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","6,667","±1,142","12.7%","±2.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","3,347","±684","6.4%","±1.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","3,290","±897","6.2%","±1.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","2,327","±629","4.4%","±1.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","1,550","±715","2.9%","±1.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","265","±149","0.5%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","56,070","±2,548","56,070","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,128","±448","2.0%","±0.8"
"        Arab","72,487","±3,641","1.0%","±0.1","42","±45","0.1%","±0.1"
"        Czech","12,119","±1,098","0.2%","±0.1","29","±39","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","12","±19","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","101","±85","0.2%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","1,329","±439","2.4%","±0.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","438","±215","0.8%","±0.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","332","±170","0.6%","±0.3"
"        German","387,135","±7,027","5.5%","±0.1","880","±279","1.6%","±0.5"
"        Greek","76,566","±3,218","1.1%","±0.1","196","±134","0.3%","±0.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","47","±55","0.1%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","4,906","±750","8.7%","±1.3"
"        Italian","815,794","±9,186","11.7%","±0.1","1,808","±502","3.2%","±0.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","83","±89","0.1%","±0.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","87","±69","0.2%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","229","±121","0.4%","±0.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","275","±177","0.5%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","92","±82","0.2%","±0.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","77","±74","0.1%","±0.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","359","±210","0.6%","±0.4"
"        Slovak","7,069","±828","0.1%","±0.1","20","±20","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","4,581","±1,194","8.2%","±2.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","156","±100","0.3%","±0.2"
"        Swiss","10,126","±912","0.1%","±0.1","119","±173","0.2%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","29","±39","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","6","±14","0.0%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","11,557","±1,583","20.6%","±2.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","19,395","±695","19,395","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","17,925","±676","92.4%","±1.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","17,137","±706","88.4%","±2.1"
