"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01242!!Estimate","ZCTA5 01242!!Margin of Error","ZCTA5 01242!!Percent","ZCTA5 01242!!Percent Margin of Error"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","-","**"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","-","**"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","72","±83","72","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","0","±13","0.0%","±38.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","0","±13","0.0%","±38.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","16","±26","22.2%","±49.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","0","±13","0.0%","±38.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","56","±81","77.8%","±49.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","207","±170","207","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1","±3","0.5%","±1.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","0","±13","0.0%","±17.5"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","17","±27","8.2%","±14.0"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","100","±144","48.3%","±50.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","17","±27","8.2%","±13.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","34","±42","16.4%","±20.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","38","±47","18.4%","±22.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","206","±170","99.5%","±1.6"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","72","±89","34.8%","±42.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","263","±236","263","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","0","±13","0.0%","±14.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","279","±243","279","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","47","±63","16.8%","±14.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","16","±26","16","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±82.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","173","±169","173","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","4","±4","2.3%","±4.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","90","±87","90","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","43","±63","47.8%","±52.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","279","±243","279","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","279","±243","100.0%","±13.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","0","±13","0.0%","±13.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","0","±13","0.0%","±13.3"
"                Same county","446,141","±8,933","6.4%","±0.1","0","±13","0.0%","±13.3"
"                Different county","354,693","±6,215","5.1%","±0.1","0","±13","0.0%","±13.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","0","±13","0.0%","±13.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","0","±13","0.0%","±13.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±13.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","279","±243","279","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","279","±243","100.0%","±13.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","279","±243","100.0%","±13.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","264","±237","94.6%","±10.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","15","±27","5.4%","±10.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","0","±13","0.0%","±13.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","0","±13","0.0%","±13.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","0","±13","0","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","0","±13","-","**"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","0","±13","-","**"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","0","±13","0","(X)"
"        Native","209,292","±4,176","209,292","(X)","0","±13","0","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","-","**"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","0","±13","-","**"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","0","±13","0","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","-","**"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","0","±13","-","**"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","0","±13","0","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","0","±13","-","**"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","-","**"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","-","**"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","-","**"
"        Latin America","456,601","±7,328","37.7%","±0.5","0","±13","-","**"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","-","**"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","279","±243","279","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","279","±243","100.0%","±13.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","0","±13","0.0%","±13.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±13.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","0","±13","0.0%","±13.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±13.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","0","±13","0.0%","±13.3"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±13.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±13.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±13.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±13.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±13.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","279","±243","279","(X)"
"        American","260,364","±6,504","3.7%","±0.1","2","±4","0.7%","±1.5"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±13.3"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±13.3"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±13.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±13","0.0%","±13.3"
"        English","655,283","±8,406","9.4%","±0.1","145","±124","52.0%","±24.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","71","±83","25.4%","±16.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1","±3","0.4%","±1.4"
"        German","387,135","±7,027","5.5%","±0.1","15","±26","5.4%","±10.4"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±13.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±13.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","213","±232","76.3%","±34.0"
"        Italian","815,794","±9,186","11.7%","±0.1","15","±26","5.4%","±10.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±13.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±13.3"
"        Polish","283,050","±4,814","4.0%","±0.1","0","±13","0.0%","±13.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","0","±13","0.0%","±13.3"
"        Russian","91,511","±3,161","1.3%","±0.1","0","±13","0.0%","±13.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±13","0.0%","±13.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","0","±13","0.0%","±13.3"
"        Slovak","7,069","±828","0.1%","±0.1","15","±27","5.4%","±10.7"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±13.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","0","±13","0.0%","±13.3"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±13.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±13.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±13.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±13.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","93","±78","93","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","93","±78","100.0%","±33.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","93","±78","100.0%","±33.4"
