"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01266!!Estimate","ZCTA5 01266!!Margin of Error","ZCTA5 01266!!Percent","ZCTA5 01266!!Percent Margin of Error"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","920","±144","920","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","149","±58","16.2%","±5.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","170","±66","170","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","3","±4","1.8%","±2.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","519","±95","519","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","68","±37","13.1%","±6.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","231","±63","231","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","78","±39","33.8%","±12.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","920","±144","920","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","825","±137","89.7%","±6.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","95","±59","10.3%","±6.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","85","±58","9.2%","±6.0"
"                Same county","446,141","±8,933","6.4%","±0.1","57","±52","6.2%","±5.5"
"                Different county","354,693","±6,215","5.1%","±0.1","28","±28","3.0%","±3.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","8","±12","0.9%","±1.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","20","±26","2.2%","±2.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","10","±9","1.1%","±1.0"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","920","±144","920","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","885","±147","96.2%","±2.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","866","±142","94.1%","±3.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","365","±90","39.7%","±7.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","501","±103","54.5%","±7.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","19","±23","2.1%","±2.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","35","±23","3.8%","±2.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","35","±23","35","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","18","±13","51.4%","±33.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","17","±19","48.6%","±33.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","54","±33","54","(X)"
"        Native","209,292","±4,176","209,292","(X)","19","±23","19","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","3","±4","15.8%","±27.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","16","±23","84.2%","±27.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","35","±23","35","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±55.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","35","±23","100.0%","±55.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","35","±23","35","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","10","±8","28.6%","±21.3"
"        Asia","372,717","±3,581","30.8%","±0.3","4","±5","11.4%","±15.9"
"        Africa","113,823","±3,313","9.4%","±0.3","1","±2","2.9%","±7.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±55.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","17","±19","48.6%","±33.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","3","±5","8.6%","±15.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","875","±137","875","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","814","±133","93.0%","±4.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","61","±37","7.0%","±4.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","13","±13","1.5%","±1.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","37","±30","4.2%","±3.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","9","±13","1.0%","±1.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","22","±17","2.5%","±1.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","4","±6","0.5%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1","±4","0.1%","±0.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±4.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","1","±2","0.1%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±4.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","920","±144","920","(X)"
"        American","260,364","±6,504","3.7%","±0.1","13","±10","1.4%","±1.1"
"        Arab","72,487","±3,641","1.0%","±0.1","3","±4","0.3%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±4.3"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±4.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","4","±7","0.4%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","144","±55","15.7%","±5.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","94","±70","10.2%","±7.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","4","±5","0.4%","±0.5"
"        German","387,135","±7,027","5.5%","±0.1","159","±79","17.3%","±7.8"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±4.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","4","±4","0.4%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","186","±73","20.2%","±7.5"
"        Italian","815,794","±9,186","11.7%","±0.1","146","±61","15.9%","±6.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","2","±4","0.2%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","10","±9","1.1%","±0.9"
"        Polish","283,050","±4,814","4.0%","±0.1","30","±19","3.3%","±2.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","2","±3","0.2%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","32","±16","3.5%","±1.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","2","±3","0.2%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","32","±32","3.5%","±3.5"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±4.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1","±2","0.1%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","10","±9","1.1%","±1.0"
"        Swiss","10,126","±912","0.1%","±0.1","10","±8","1.1%","±0.8"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","17","±16","1.8%","±1.8"
"        Welsh","23,388","±1,506","0.3%","±0.1","2","±3","0.2%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±4.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","421","±68","421","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","405","±68","96.2%","±2.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","409","±68","97.1%","±2.2"
