"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01264!!Estimate","ZCTA5 01264!!Margin of Error","ZCTA5 01264!!Percent","ZCTA5 01264!!Percent Margin of Error"
"        Child","1,898,296","±5,188","28.1%","±0.1","40","±17","18.2%","±6.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","5","±7","2.3%","±3.0"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","9","±7","4.1%","±3.2"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","90","±26","90","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","19","±12","21.1%","±10.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","53","±17","58.9%","±11.6"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±34.1"
"        Widowed","65,484","±1,934","2.3%","±0.1","3","±4","3.3%","±4.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","15","±12","16.7%","±10.5"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","149","±76","149","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","74","±70","49.7%","±25.4"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","58","±15","38.9%","±22.5"
"        Separated","55,256","±1,859","1.8%","±0.1","5","±6","3.4%","±4.2"
"        Widowed","239,073","±3,906","7.9%","±0.1","5","±8","3.4%","±5.5"
"        Divorced","324,764","±4,024","10.7%","±0.1","7","±8","4.7%","±5.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","16","±36","16","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","16","±36","100.0%","±82.2"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","258","±442","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","235","±407","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±1,000","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","432","±568","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±622","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","2","±5","2","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±100.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±100.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±100.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±100.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±100.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","16","±13","16","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","0","±13","0.0%","±82.3"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","0","±13","0.0%","±82.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","6","±7","37.5%","±22.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","5","±5","31.3%","±15.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","5","±5","31.3%","±34.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","205","±57","205","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1","±2","0.5%","±1.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","0","±13","0.0%","±17.6"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","50","±41","24.4%","±15.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","25","±14","12.2%","±6.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","17","±20","8.3%","±9.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","50","±20","24.4%","±8.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","62","±17","30.2%","±9.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","204","±56","99.5%","±1.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","112","±26","54.6%","±12.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","231","±81","231","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","13","±10","5.6%","±4.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","252","±83","252","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","24","±13","9.5%","±5.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","21","±15","21","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±71.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","147","±74","147","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","10","±12","6.8%","±8.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","84","±22","84","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","14","±8","16.7%","±8.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","252","±83","252","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","201","±44","79.8%","±24.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","51","±74","20.2%","±24.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","51","±74","20.2%","±24.3"
"                Same county","446,141","±8,933","6.4%","±0.1","0","±13","0.0%","±14.6"
"                Different county","354,693","±6,215","5.1%","±0.1","51","±74","20.2%","±24.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","32","±72","12.7%","±26.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","19","±16","7.5%","±6.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±14.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","252","±83","252","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","251","±83","99.6%","±1.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","235","±57","93.3%","±12.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","128","±48","50.8%","±7.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","107","±23","42.5%","±13.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","16","±36","6.3%","±13.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1","±3","0.4%","±1.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1","±3","1","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1","±3","100.0%","±100.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","0","±13","0.0%","±100.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","17","±37","17","(X)"
"        Native","209,292","±4,176","209,292","(X)","16","±36","16","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±82.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","16","±36","100.0%","±82.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1","±3","1","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±100.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1","±3","100.0%","±100.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1","±3","1","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1","±3","100.0%","±100.0"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±100.0"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±100.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±100.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","0","±13","0.0%","±100.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±100.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","245","±82","245","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","197","±45","80.4%","±25.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","48","±73","19.6%","±25.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","16","±36","6.5%","±13.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","32","±72","13.1%","±26.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","16","±36","6.5%","±13.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","16","±11","6.5%","±4.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±15.0"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±15.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±15.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±15.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±15.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","252","±83","252","(X)"
"        American","260,364","±6,504","3.7%","±0.1","10","±11","4.0%","±4.5"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±14.6"
"        Czech","12,119","±1,098","0.2%","±0.1","3","±4","1.2%","±1.6"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±14.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","1","±2","0.4%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","52","±21","20.6%","±9.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","12","±7","4.8%","±3.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","0","±13","0.0%","±14.6"
"        German","387,135","±7,027","5.5%","±0.1","18","±12","7.1%","±4.7"
"        Greek","76,566","±3,218","1.1%","±0.1","2","±3","0.8%","±1.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±14.6"
"        Irish","1,345,219","±11,619","19.2%","±0.2","20","±9","7.9%","±4.5"
"        Italian","815,794","±9,186","11.7%","±0.1","37","±15","14.7%","±6.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±14.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","2","±2","0.8%","±1.0"
"        Polish","283,050","±4,814","4.0%","±0.1","7","±5","2.8%","±2.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","0","±13","0.0%","±14.6"
"        Russian","91,511","±3,161","1.3%","±0.1","14","±10","5.6%","±4.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±13","0.0%","±14.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","7","±8","2.8%","±3.3"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±14.6"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±14.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","8","±6","3.2%","±2.5"
"        Swiss","10,126","±912","0.1%","±0.1","2","±4","0.8%","±1.7"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±14.6"
"        Welsh","23,388","±1,506","0.3%","±0.1","2","±4","0.8%","±1.7"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±14.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","100","±27","100","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","90","±26","90.0%","±8.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","68","±21","68.0%","±11.9"
