"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01756!!Estimate","ZCTA5 01756!!Margin of Error","ZCTA5 01756!!Percent","ZCTA5 01756!!Percent Margin of Error"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","91","±92","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±56","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","165","±157","165","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±19","0.0%","±21.3"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±21.3"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±21.3"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±21.3"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±19","0.0%","±21.3"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±19","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±19","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±19","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,584","±298","1,584","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","81","±61","5.1%","±4.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","76","±56","4.8%","±3.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","611","±120","38.6%","±9.2"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","522","±314","33.0%","±16.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","294","±151","18.6%","±9.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","4,392","±248","4,392","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","26","±41","0.6%","±0.9"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","35","±37","0.8%","±0.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,082","±299","24.6%","±6.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","519","±165","11.8%","±3.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","506","±193","11.5%","±4.2"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,651","±355","37.6%","±8.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","573","±179","13.0%","±3.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","4,331","±252","98.6%","±1.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,224","±327","50.6%","±7.9"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","4,778","±262","4,778","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","296","±120","6.2%","±2.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","6,195","±32","6,195","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","399","±174","6.4%","±2.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,421","±256","1,421","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","67","±78","4.7%","±5.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","3,745","±204","3,745","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","116","±69","3.1%","±1.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,029","±283","1,029","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","216","±118","21.0%","±9.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","6,182","±50","6,182","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","5,817","±252","94.1%","±3.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","365","±239","5.9%","±3.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","365","±239","5.9%","±3.9"
"                Same county","446,141","±8,933","6.4%","±0.1","268","±222","4.3%","±3.6"
"                Different county","354,693","±6,215","5.1%","±0.1","97","±89","1.6%","±1.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","75","±73","1.2%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","22","±25","0.4%","±0.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,212","±31","6,212","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","5,647","±256","90.9%","±4.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","5,636","±258","90.7%","±4.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","4,349","±392","70.0%","±6.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,287","±328","20.7%","±5.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","11","±21","0.2%","±0.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","565","±258","9.1%","±4.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","565","±258","565","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","259","±215","45.8%","±35.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","306","±242","54.2%","±35.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","576","±259","576","(X)"
"        Native","209,292","±4,176","209,292","(X)","11","±21","11","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±99.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","11","±21","100.0%","±99.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","565","±258","565","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","260","±186","46.0%","±23.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","305","±175","54.0%","±23.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","565","±258","565","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","258","±164","45.7%","±26.1"
"        Asia","372,717","±3,581","30.8%","±0.3","23","±27","4.1%","±5.4"
"        Africa","113,823","±3,313","9.4%","±0.3","123","±185","21.8%","±31.6"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±6.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","149","±191","26.4%","±31.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","12","±19","2.1%","±3.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","5,971","±121","5,971","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","5,288","±362","88.6%","±5.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","683","±331","11.4%","±5.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","192","±202","3.2%","±3.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","70","±98","1.2%","±1.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","33","±56","0.6%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","434","±318","7.3%","±5.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","159","±196","2.7%","±3.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","25","±28","0.4%","±0.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±19","0.0%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","154","±232","2.6%","±3.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,212","±31","6,212","(X)"
"        American","260,364","±6,504","3.7%","±0.1","121","±105","1.9%","±1.7"
"        Arab","72,487","±3,641","1.0%","±0.1","183","±239","2.9%","±3.9"
"        Czech","12,119","±1,098","0.2%","±0.1","1","±3","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","17","±27","0.3%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","466","±166","7.5%","±2.7"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","177","±118","2.8%","±1.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","305","±181","4.9%","±2.9"
"        German","387,135","±7,027","5.5%","±0.1","372","±176","6.0%","±2.8"
"        Greek","76,566","±3,218","1.1%","±0.1","31","±47","0.5%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","15","±24","0.2%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,505","±583","24.2%","±9.4"
"        Italian","815,794","±9,186","11.7%","±0.1","1,778","±528","28.6%","±8.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","71","±80","1.1%","±1.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","19","±30","0.3%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","569","±316","9.2%","±5.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","186","±162","3.0%","±2.6"
"        Russian","91,511","±3,161","1.3%","±0.1","80","±84","1.3%","±1.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","28","±33","0.5%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","330","±219","5.3%","±3.5"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.6"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±19","0.0%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","96","±78","1.5%","±1.3"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.6"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","88","±98","1.4%","±1.6"
"        Welsh","23,388","±1,506","0.3%","±0.1","12","±19","0.2%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","2","±4","0.0%","±0.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,076","±123","2,076","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,996","±136","96.1%","±3.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,962","±126","94.5%","±3.9"
