"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01566!!Estimate","ZCTA5 01566!!Margin of Error","ZCTA5 01566!!Percent","ZCTA5 01566!!Percent Margin of Error"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±19","0.0%","±1.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","45","±43","1.8%","±1.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","240","±106","9.7%","±4.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","2,845","±273","2,845","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","496","±170","17.4%","±5.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,697","±231","59.6%","±7.5"
"        Separated","55,256","±1,859","1.8%","±0.1","15","±14","0.5%","±0.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","185","±88","6.5%","±3.1"
"        Divorced","324,764","±4,024","10.7%","±0.1","452","±151","15.9%","±4.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","41","±50","41","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","33","±50","80.5%","±53.8"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","46","±69","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","29","±35","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±222","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","27","±52","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","34","±52","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","55","±47","55","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","20","±28","36.4%","±42.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±44.4"
"            1 or 2 years","6,316","±677","5.0%","±0.5","20","±28","36.4%","±42.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±44.4"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±19","0.0%","±44.4"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","20","±28","20","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","10","±14","50.0%","±10.7"
"        Who are married","19,550","±1,487","64.5%","±2.5","20","±28","100.0%","±73.6"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,717","±288","1,717","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","63","±50","3.7%","±2.9"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","64","±49","3.7%","±3.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","757","±217","44.1%","±10.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","510","±167","29.7%","±8.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","323","±141","18.8%","±7.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","4,673","±404","4,673","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","36","±21","0.8%","±0.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","228","±152","4.9%","±3.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","964","±239","20.6%","±4.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,111","±238","23.8%","±4.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","499","±146","10.7%","±2.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","962","±222","20.6%","±4.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","873","±237","18.7%","±4.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","4,409","±405","94.4%","±3.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,835","±307","39.3%","±5.9"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","4,964","±423","4,964","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","439","±158","8.8%","±3.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","6,507","±474","6,507","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","567","±202","8.7%","±3.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,543","±255","1,543","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","60","±60","3.9%","±3.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","3,536","±417","3,536","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","224","±133","6.3%","±3.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,428","±325","1,428","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","283","±124","19.8%","±9.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","6,464","±477","6,464","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","5,865","±548","90.7%","±3.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","599","±246","9.3%","±3.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","599","±246","9.3%","±3.9"
"                Same county","446,141","±8,933","6.4%","±0.1","383","±235","5.9%","±3.7"
"                Different county","354,693","±6,215","5.1%","±0.1","216","±141","3.3%","±2.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","147","±125","2.3%","±1.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","69","±60","1.1%","±0.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,507","±474","6,507","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","6,164","±482","94.7%","±2.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","6,100","±482","93.7%","±2.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","4,762","±460","73.2%","±3.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,338","±244","20.6%","±3.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","64","±58","1.0%","±0.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","343","±174","5.3%","±2.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","343","±174","343","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","269","±149","78.4%","±16.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","74","±65","21.6%","±16.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","407","±186","407","(X)"
"        Native","209,292","±4,176","209,292","(X)","64","±58","64","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±41.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","64","±58","100.0%","±41.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","343","±174","343","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","23","±41","6.7%","±11.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","320","±168","93.3%","±11.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","343","±174","343","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","69","±60","20.1%","±16.9"
"        Asia","372,717","±3,581","30.8%","±0.3","164","±136","47.8%","±25.2"
"        Africa","113,823","±3,313","9.4%","±0.3","17","±33","5.0%","±9.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±11.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","82","±79","23.9%","±19.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","11","±12","3.2%","±3.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","6,233","±482","6,233","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","5,806","±497","93.1%","±3.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","427","±195","6.9%","±3.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","125","±90","2.0%","±1.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","65","±63","1.0%","±1.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","16","±19","0.3%","±0.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","183","±117","2.9%","±1.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","23","±38","0.4%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","162","±138","2.6%","±2.2"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","86","±82","1.4%","±1.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","17","±33","0.3%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,507","±474","6,507","(X)"
"        American","260,364","±6,504","3.7%","±0.1","609","±304","9.4%","±4.6"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±19","0.0%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.6"
"        Danish","14,346","±1,162","0.2%","±0.1","7","±10","0.1%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","88","±98","1.4%","±1.5"
"        English","655,283","±8,406","9.4%","±0.1","1,072","±303","16.5%","±4.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","753","±266","11.6%","±4.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","684","±228","10.5%","±3.4"
"        German","387,135","±7,027","5.5%","±0.1","423","±194","6.5%","±2.9"
"        Greek","76,566","±3,218","1.1%","±0.1","38","±63","0.6%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±19","0.0%","±0.6"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,320","±345","20.3%","±5.3"
"        Italian","815,794","±9,186","11.7%","±0.1","992","±314","15.2%","±4.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","68","±45","1.0%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","107","±84","1.6%","±1.3"
"        Polish","283,050","±4,814","4.0%","±0.1","639","±240","9.8%","±3.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","112","±87","1.7%","±1.3"
"        Russian","91,511","±3,161","1.3%","±0.1","115","±133","1.8%","±2.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","19","±25","0.3%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","150","±113","2.3%","±1.7"
"        Slovak","7,069","±828","0.1%","±0.1","14","±25","0.2%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","17","±33","0.3%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","230","±129","3.5%","±2.0"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.6"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±19","0.0%","±0.6"
"        Welsh","23,388","±1,506","0.3%","±0.1","23","±36","0.4%","±0.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±19","0.0%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,610","±231","2,610","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,515","±229","96.4%","±2.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,459","±234","94.2%","±3.1"
