"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01740!!Estimate","ZCTA5 01740!!Margin of Error","ZCTA5 01740!!Percent","ZCTA5 01740!!Percent Margin of Error"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","3,286","±330","58.6%","±5.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,727","±273","30.8%","±4.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","47","±29","0.8%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","546","±182","9.7%","±3.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","546","±182","546","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","470","±170","86.1%","±8.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","76","±46","13.9%","±8.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","593","±186","593","(X)"
"        Native","209,292","±4,176","209,292","(X)","47","±29","47","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±48.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","47","±29","100.0%","±48.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","546","±182","546","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","59","±42","10.8%","±7.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","487","±171","89.2%","±7.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","546","±182","546","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","222","±124","40.7%","±18.4"
"        Asia","372,717","±3,581","30.8%","±0.3","191","±122","35.0%","±18.4"
"        Africa","113,823","±3,313","9.4%","±0.3","37","±58","6.8%","±9.8"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±7.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","63","±60","11.5%","±10.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","33","±33","6.0%","±6.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","5,239","±133","5,239","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","4,624","±308","88.3%","±5.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","615","±291","11.7%","±5.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","105","±108","2.0%","±2.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","72","±67","1.4%","±1.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±19","0.0%","±0.8"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","295","±240","5.6%","±4.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","13","±21","0.2%","±0.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","215","±142","4.1%","±2.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","92","±106","1.8%","±2.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","33","±38","0.6%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","5,606","±32","5,606","(X)"
"        American","260,364","±6,504","3.7%","±0.1","223","±160","4.0%","±2.9"
"        Arab","72,487","±3,641","1.0%","±0.1","49","±75","0.9%","±1.3"
"        Czech","12,119","±1,098","0.2%","±0.1","7","±11","0.1%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.7"
"        Dutch","34,354","±1,922","0.5%","±0.1","44","±45","0.8%","±0.8"
"        English","655,283","±8,406","9.4%","±0.1","778","±252","13.9%","±4.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","297","±130","5.3%","±2.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","206","±138","3.7%","±2.5"
"        German","387,135","±7,027","5.5%","±0.1","590","±245","10.5%","±4.4"
"        Greek","76,566","±3,218","1.1%","±0.1","217","±236","3.9%","±4.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","32","±36","0.6%","±0.6"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,457","±297","26.0%","±5.3"
"        Italian","815,794","±9,186","11.7%","±0.1","890","±352","15.9%","±6.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","138","±101","2.5%","±1.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","96","±71","1.7%","±1.3"
"        Polish","283,050","±4,814","4.0%","±0.1","118","±77","2.1%","±1.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","185","±162","3.3%","±2.9"
"        Russian","91,511","±3,161","1.3%","±0.1","32","±26","0.6%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","30","±19","0.5%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","142","±64","2.5%","±1.1"
"        Slovak","7,069","±828","0.1%","±0.1","36","±36","0.6%","±0.6"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±19","0.0%","±0.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","254","±175","4.5%","±3.1"
"        Swiss","10,126","±912","0.1%","±0.1","3","±7","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","67","±80","1.2%","±1.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","29","±45","0.5%","±0.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","7","±17","0.1%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,853","±118","1,853","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,798","±117","97.0%","±2.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,803","±118","97.3%","±2.1"
