"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01201!!Estimate","ZCTA5 01201!!Margin of Error","ZCTA5 01201!!Percent","ZCTA5 01201!!Percent Margin of Error"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,924","±404","4.4%","±0.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","513","±212","1.2%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,051","±296","2.4%","±0.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","314","±145","0.7%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","264","±172","0.6%","±0.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","46","±92","0.1%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","488","±232","1.1%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","51","±55","0.1%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","45,372","±340","45,372","(X)"
"        American","260,364","±6,504","3.7%","±0.1","2,208","±631","4.9%","±1.4"
"        Arab","72,487","±3,641","1.0%","±0.1","220","±125","0.5%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","122","±127","0.3%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","200","±133","0.4%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","503","±229","1.1%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","4,275","±595","9.4%","±1.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","4,369","±551","9.6%","±1.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,470","±339","3.2%","±0.7"
"        German","387,135","±7,027","5.5%","±0.1","3,887","±495","8.6%","±1.1"
"        Greek","76,566","±3,218","1.1%","±0.1","347","±180","0.8%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","137","±109","0.3%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","8,451","±814","18.6%","±1.8"
"        Italian","815,794","±9,186","11.7%","±0.1","7,654","±753","16.9%","±1.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","41","±36","0.1%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","221","±187","0.5%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","2,642","±466","5.8%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","442","±208","1.0%","±0.5"
"        Russian","91,511","±3,161","1.3%","±0.1","446","±137","1.0%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","227","±119","0.5%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","852","±197","1.9%","±0.4"
"        Slovak","7,069","±828","0.1%","±0.1","64","±53","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","661","±285","1.5%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","476","±216","1.0%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","138","±84","0.3%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","128","±100","0.3%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","180","±90","0.4%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","229","±162","0.5%","±0.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","19,952","±534","19,952","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","18,144","±541","90.9%","±1.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","17,119","±530","85.8%","±1.8"
