"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01096!!Estimate","ZCTA5 01096!!Margin of Error","ZCTA5 01096!!Percent","ZCTA5 01096!!Percent Margin of Error"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±3.6"
"        Widowed","239,073","±3,906","7.9%","±0.1","80","±29","7.3%","±2.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","130","±47","11.8%","±4.4"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","30","±27","30","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","13","±21","43.3%","±55.3"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","76","±117","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","59","±54","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","149","±223","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","20","±28","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","52","±71","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","21","±25","21","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","8","±13","38.1%","±26.3"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","8","±13","38.1%","±26.3"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±71.8"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±71.8"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±71.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","8","±13","8","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","0.0%","±100.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","8","±13","100.0%","±100.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","537","±151","537","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","26","±23","4.8%","±4.0"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","9","±11","1.7%","±2.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","179","±86","33.3%","±9.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","108","±47","20.1%","±8.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","215","±78","40.0%","±11.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,889","±195","1,889","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","10","±11","0.5%","±0.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","50","±21","2.6%","±1.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","454","±101","24.0%","±4.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","216","±60","11.4%","±3.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","247","±85","13.1%","±4.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","508","±99","26.9%","±4.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","404","±97","21.4%","±5.0"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,829","±198","96.8%","±1.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","912","±131","48.3%","±5.1"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","2,046","±221","2,046","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","126","±43","6.2%","±2.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","2,405","±282","2,405","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","284","±82","11.8%","±3.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","359","±116","359","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","13","±13","3.6%","±3.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,460","±194","1,460","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","110","±54","7.5%","±3.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","586","±102","586","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","161","±54","27.5%","±6.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","2,393","±283","2,393","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","2,173","±279","90.8%","±4.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","220","±103","9.2%","±4.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","215","±103","9.0%","±4.2"
"                Same county","446,141","±8,933","6.4%","±0.1","114","±69","4.8%","±2.8"
"                Different county","354,693","±6,215","5.1%","±0.1","101","±72","4.2%","±3.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","47","±46","2.0%","±2.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","54","±52","2.3%","±2.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","5","±7","0.2%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,413","±282","2,413","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","2,324","±276","96.3%","±2.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","2,298","±274","95.2%","±2.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,672","±250","69.3%","±5.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","626","±144","25.9%","±5.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","26","±15","1.1%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","89","±48","3.7%","±2.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","89","±48","89","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","73","±46","82.0%","±18.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","16","±15","18.0%","±18.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","115","±50","115","(X)"
"        Native","209,292","±4,176","209,292","(X)","26","±15","26","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","4","±5","15.4%","±20.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","22","±15","84.6%","±20.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","89","±48","89","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","11","±13","12.4%","±14.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","78","±45","87.6%","±14.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","89","±48","89","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","41","±22","46.1%","±32.0"
"        Asia","372,717","±3,581","30.8%","±0.3","5","±8","5.6%","±10.9"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±34.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±34.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","30","±45","33.7%","±40.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","13","±14","14.6%","±15.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","2,345","±274","2,345","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","2,208","±265","94.2%","±3.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","137","±95","5.8%","±3.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","7","±7","0.3%","±0.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","12","±13","0.5%","±0.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1","±2","0.0%","±0.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","124","±93","5.3%","±3.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","6","±7","0.3%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1","±2","0.0%","±0.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±1.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±1.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,413","±282","2,413","(X)"
"        American","260,364","±6,504","3.7%","±0.1","69","±39","2.9%","±1.7"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±1.6"
"        Czech","12,119","±1,098","0.2%","±0.1","29","±24","1.2%","±1.0"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","12","±10","0.5%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","571","±150","23.7%","±5.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","386","±134","16.0%","±5.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","282","±139","11.7%","±5.3"
"        German","387,135","±7,027","5.5%","±0.1","376","±122","15.6%","±4.5"
"        Greek","76,566","±3,218","1.1%","±0.1","15","±15","0.6%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","3","±5","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","384","±120","15.9%","±4.6"
"        Italian","815,794","±9,186","11.7%","±0.1","166","±71","6.9%","±3.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","18","±16","0.7%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","15","±14","0.6%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","392","±139","16.2%","±5.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","23","±17","1.0%","±0.7"
"        Russian","91,511","±3,161","1.3%","±0.1","21","±18","0.9%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","15","±22","0.6%","±0.9"
"        Scottish","134,503","±3,385","1.9%","±0.1","146","±79","6.1%","±3.3"
"        Slovak","7,069","±828","0.1%","±0.1","3","±5","0.1%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","20","±15","0.8%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.6"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","3","±4","0.1%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","36","±20","1.5%","±0.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,058","±104","1,058","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,015","±105","95.9%","±1.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","871","±99","82.3%","±5.8"
