"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01267!!Estimate","ZCTA5 01267!!Margin of Error","ZCTA5 01267!!Percent","ZCTA5 01267!!Percent Margin of Error"
"        Who are married","19,550","±1,487","64.5%","±2.5","39","±52","95.1%","±15.5"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,582","±299","3,582","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","101","±94","2.8%","±2.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","46","±42","1.3%","±1.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","367","±137","10.2%","±3.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","458","±165","12.8%","±4.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,610","±248","72.9%","±5.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","4,363","±314","4,363","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","7","±10","0.2%","±0.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","86","±46","2.0%","±1.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","740","±159","17.0%","±3.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","469","±120","10.7%","±2.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","220","±75","5.0%","±1.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","920","±188","21.1%","±3.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,921","±253","44.0%","±4.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","4,270","±317","97.9%","±1.1"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,841","±310","65.1%","±4.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","6,867","±238","6,867","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","425","±118","6.2%","±1.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","7,956","±135","7,956","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","765","±176","9.6%","±2.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,291","±247","1,291","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","18","±16","1.4%","±1.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","5,021","±241","5,021","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","250","±105","5.0%","±2.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,644","±219","1,644","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","497","±123","30.2%","±7.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","8,111","±108","8,111","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","5,650","±343","69.7%","±3.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,461","±307","30.3%","±3.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,336","±305","28.8%","±3.8"
"                Same county","446,141","±8,933","6.4%","±0.1","1,461","±233","18.0%","±2.9"
"                Different county","354,693","±6,215","5.1%","±0.1","875","±198","10.8%","±2.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","275","±138","3.4%","±1.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","600","±152","7.4%","±1.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","125","±55","1.5%","±0.7"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,166","±102","8,166","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","7,438","±163","91.1%","±1.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","7,229","±188","88.5%","±1.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","2,894","±305","35.4%","±3.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","4,335","±299","53.1%","±3.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","209","±83","2.6%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","728","±130","8.9%","±1.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","728","±130","728","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","355","±89","48.8%","±10.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","373","±107","51.2%","±10.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","937","±153","937","(X)"
"        Native","209,292","±4,176","209,292","(X)","209","±83","209","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","100","±53","47.8%","±18.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","109","±58","52.2%","±18.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","728","±130","728","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","292","±110","40.1%","±12.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","436","±108","59.9%","±12.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","728","±130","728","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","225","±79","30.9%","±10.3"
"        Asia","372,717","±3,581","30.8%","±0.3","325","±107","44.6%","±11.1"
"        Africa","113,823","±3,313","9.4%","±0.3","74","±50","10.2%","±6.4"
"        Oceania","4,098","±490","0.3%","±0.1","3","±6","0.4%","±0.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","87","±55","12.0%","±7.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","14","±15","1.9%","±2.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","7,876","±150","7,876","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","6,877","±211","87.3%","±2.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","999","±186","12.7%","±2.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","46","±33","0.6%","±0.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","83","±46","1.1%","±0.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","3","±6","0.0%","±0.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","393","±132","5.0%","±1.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","29","±27","0.4%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","342","±118","4.3%","±1.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","14","±19","0.2%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","181","±67","2.3%","±0.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,166","±102","8,166","(X)"
"        American","260,364","±6,504","3.7%","±0.1","173","±78","2.1%","±0.9"
"        Arab","72,487","±3,641","1.0%","±0.1","47","±43","0.6%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","15","±17","0.2%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","17","±18","0.2%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","201","±135","2.5%","±1.6"
"        English","655,283","±8,406","9.4%","±0.1","1,345","±264","16.5%","±3.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","358","±112","4.4%","±1.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","140","±62","1.7%","±0.8"
"        German","387,135","±7,027","5.5%","±0.1","816","±227","10.0%","±2.7"
"        Greek","76,566","±3,218","1.1%","±0.1","33","±33","0.4%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","56","±52","0.7%","±0.6"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,099","±244","13.5%","±3.0"
"        Italian","815,794","±9,186","11.7%","±0.1","697","±231","8.5%","±2.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","70","±73","0.9%","±0.9"
"        Norwegian","35,032","±1,997","0.5%","±0.1","32","±23","0.4%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","344","±121","4.2%","±1.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","21","±18","0.3%","±0.2"
"        Russian","91,511","±3,161","1.3%","±0.1","167","±93","2.0%","±1.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","123","±55","1.5%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","258","±116","3.2%","±1.4"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","57","±39","0.7%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","101","±66","1.2%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","15","±17","0.2%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","55","±50","0.7%","±0.6"
"        Welsh","23,388","±1,506","0.3%","±0.1","123","±72","1.5%","±0.9"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","112","±68","1.4%","±0.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,541","±238","2,541","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,410","±230","94.8%","±2.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,347","±226","92.4%","±2.8"
