"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02128!!Estimate","ZCTA5 02128!!Margin of Error","ZCTA5 02128!!Percent","ZCTA5 02128!!Percent Margin of Error"
"        Who are female","20,516","±1,259","67.7%","±1.5","138","±81","74.6%","±24.3"
"        Who are married","19,550","±1,487","64.5%","±2.5","121","±98","65.4%","±26.3"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","9,888","±972","9,888","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","893","±243","9.0%","±2.3"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","542","±233","5.5%","±2.1"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,666","±569","37.1%","±3.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,738","±293","17.6%","±3.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","3,049","±457","30.8%","±3.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","33,559","±1,719","33,559","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","5,786","±752","17.2%","±2.1"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","2,657","±522","7.9%","±1.6"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","8,617","±879","25.7%","±2.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","4,266","±811","12.7%","±2.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,240","±253","3.7%","±0.8"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","7,232","±779","21.6%","±2.0"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,761","±393","11.2%","±1.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","25,116","±1,667","74.8%","±2.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","10,993","±866","32.8%","±2.1"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","36,945","±1,865","36,945","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","729","±205","2.0%","±0.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","45,407","±2,398","45,407","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","4,426","±494","9.7%","±1.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","8,544","±863","8,544","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","434","±203","5.1%","±2.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","33,308","±1,988","33,308","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,217","±380","6.7%","±1.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,555","±396","3,555","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,775","±284","49.9%","±5.5"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","44,978","±2,400","44,978","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","37,407","±2,246","83.2%","±2.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","7,571","±1,028","16.8%","±2.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","7,115","±956","15.8%","±2.0"
"                Same county","446,141","±8,933","6.4%","±0.1","4,074","±788","9.1%","±1.7"
"                Different county","354,693","±6,215","5.1%","±0.1","3,041","±515","6.8%","±1.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,870","±438","4.2%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","1,171","±315","2.6%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","456","±218","1.0%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","45,501","±2,397","45,501","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","24,475","±1,532","53.8%","±2.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","23,431","±1,502","51.5%","±2.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","17,883","±1,247","39.3%","±2.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,548","±621","12.2%","±1.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,044","±279","2.3%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","21,026","±1,776","46.2%","±2.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","21,026","±1,776","21,026","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","6,161","±748","29.3%","±3.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","14,865","±1,602","70.7%","±3.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","22,070","±1,761","22,070","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,044","±279","1,044","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","271","±107","26.0%","±9.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","773","±248","74.0%","±9.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","21,026","±1,776","21,026","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","7,516","±1,257","35.7%","±3.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","13,510","±1,016","64.3%","±3.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","21,026","±1,776","21,026","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","999","±270","4.8%","±1.3"
"        Asia","372,717","±3,581","30.8%","±0.3","1,756","±405","8.4%","±1.9"
"        Africa","113,823","±3,313","9.4%","±0.3","885","±257","4.2%","±1.3"
"        Oceania","4,098","±490","0.3%","±0.1","10","±17","0.0%","±0.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","17,370","±1,708","82.6%","±2.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","6","±11","0.0%","±0.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","42,811","±2,257","42,811","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","15,602","±1,255","36.4%","±2.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","27,209","±2,065","63.6%","±2.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","16,922","±1,439","39.5%","±2.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","22,224","±2,052","51.9%","±3.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","14,300","±1,449","33.4%","±2.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,437","±436","5.7%","±1.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,134","±254","2.6%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,641","±420","3.8%","±1.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","874","±307","2.0%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","907","±274","2.1%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","614","±201","1.4%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","45,501","±2,397","45,501","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,080","±307","2.4%","±0.7"
"        Arab","72,487","±3,641","1.0%","±0.1","961","±352","2.1%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","53","±40","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","37","±27","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","190","±117","0.4%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","1,327","±285","2.9%","±0.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","787","±235","1.7%","±0.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","238","±82","0.5%","±0.2"
"        German","387,135","±7,027","5.5%","±0.1","1,058","±292","2.3%","±0.6"
"        Greek","76,566","±3,218","1.1%","±0.1","172","±70","0.4%","±0.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","63","±98","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,329","±458","7.3%","±1.1"
"        Italian","815,794","±9,186","11.7%","±0.1","5,163","±792","11.3%","±1.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","35","±30","0.1%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","59","±45","0.1%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","552","±170","1.2%","±0.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","377","±157","0.8%","±0.4"
"        Russian","91,511","±3,161","1.3%","±0.1","168","±125","0.4%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","139","±96","0.3%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","277","±131","0.6%","±0.3"
"        Slovak","7,069","±828","0.1%","±0.1","1","±4","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","290","±152","0.6%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","185","±79","0.4%","±0.2"
"        Swiss","10,126","±912","0.1%","±0.1","0","±28","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","33","±31","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","73","±63","0.2%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","280","±122","0.6%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","16,925","±763","16,925","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","15,805","±755","93.4%","±1.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","15,025","±746","88.8%","±1.6"
