"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01034!!Estimate","ZCTA5 01034!!Margin of Error","ZCTA5 01034!!Percent","ZCTA5 01034!!Percent Margin of Error"
"        Widowed","65,484","±1,934","2.3%","±0.1","27","±15","3.1%","±1.8"
"        Divorced","227,113","±4,005","8.0%","±0.1","66","±23","7.5%","±2.7"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","831","±110","831","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","235","±76","28.3%","±6.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","462","±68","55.6%","±6.2"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±4.7"
"        Widowed","239,073","±3,906","7.9%","±0.1","51","±18","6.1%","±2.1"
"        Divorced","324,764","±4,024","10.7%","±0.1","83","±27","10.0%","±3.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","10","±8","10","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±100.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±189","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","28","±24","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±520","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","14","±22","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","46","±46","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","23","±16","23","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±68.6"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±68.6"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±68.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±68.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±68.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","334","±85","334","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","19","±20","5.7%","±5.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","18","±18","5.4%","±5.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","160","±58","47.9%","±11.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","77","±41","23.1%","±9.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","60","±23","18.0%","±6.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,555","±175","1,555","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","17","±11","1.1%","±0.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","55","±26","3.5%","±1.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","452","±109","29.1%","±5.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","277","±64","17.8%","±4.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","150","±53","9.6%","±2.8"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","363","±76","23.3%","±4.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","241","±65","15.5%","±3.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,483","±180","95.4%","±1.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","604","±105","38.8%","±5.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,657","±188","1,657","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","125","±29","7.5%","±2.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,987","±223","1,987","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","202","±46","10.2%","±2.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","330","±79","330","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","12","±9","3.6%","±2.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,249","±177","1,249","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","82","±32","6.6%","±2.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","408","±59","408","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","108","±33","26.5%","±7.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,985","±224","1,985","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,839","±218","92.6%","±2.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","146","±50","7.4%","±2.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","143","±49","7.2%","±2.4"
"                Same county","446,141","±8,933","6.4%","±0.1","85","±44","4.3%","±2.1"
"                Different county","354,693","±6,215","5.1%","±0.1","58","±30","2.9%","±1.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","19","±13","1.0%","±0.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","39","±26","2.0%","±1.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","3","±4","0.2%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,991","±224","1,991","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,879","±213","94.4%","±3.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,859","±213","93.4%","±3.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,127","±173","56.6%","±5.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","732","±115","36.8%","±5.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","20","±13","1.0%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","112","±70","5.6%","±3.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","112","±70","112","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","83","±60","74.1%","±23.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","29","±29","25.9%","±23.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","132","±74","132","(X)"
"        Native","209,292","±4,176","209,292","(X)","20","±13","20","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±73.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","20","±13","100.0%","±73.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","112","±70","112","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","22","±28","19.6%","±23.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","90","±62","80.4%","±23.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","112","±70","112","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","68","±61","60.7%","±29.3"
"        Asia","372,717","±3,581","30.8%","±0.3","18","±12","16.1%","±12.2"
"        Africa","113,823","±3,313","9.4%","±0.3","13","±21","11.6%","±17.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±29.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","5","±8","4.5%","±8.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","8","±8","7.1%","±8.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,929","±223","1,929","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,813","±211","94.0%","±3.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","116","±74","6.0%","±3.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","27","±25","1.4%","±1.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","12","±10","0.6%","±0.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","3","±4","0.2%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","76","±64","3.9%","±3.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","11","±11","0.6%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","15","±11","0.8%","±0.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±2.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","13","±21","0.7%","±1.1"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","13","±21","0.7%","±1.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,991","±224","1,991","(X)"
"        American","260,364","±6,504","3.7%","±0.1","259","±112","13.0%","±5.2"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±2.0"
"        Czech","12,119","±1,098","0.2%","±0.1","14","±12","0.7%","±0.6"
"        Danish","14,346","±1,162","0.2%","±0.1","49","±43","2.5%","±2.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","2","±4","0.1%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","280","±74","14.1%","±3.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","145","±43","7.3%","±2.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","89","±43","4.5%","±2.1"
"        German","387,135","±7,027","5.5%","±0.1","267","±85","13.4%","±3.9"
"        Greek","76,566","±3,218","1.1%","±0.1","23","±27","1.2%","±1.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","23","±29","1.2%","±1.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","393","±129","19.7%","±5.7"
"        Italian","815,794","±9,186","11.7%","±0.1","219","±70","11.0%","±3.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","16","±17","0.8%","±0.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","28","±20","1.4%","±1.0"
"        Polish","283,050","±4,814","4.0%","±0.1","181","±47","9.1%","±2.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","45","±56","2.3%","±2.7"
"        Russian","91,511","±3,161","1.3%","±0.1","6","±6","0.3%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","22","±17","1.1%","±0.8"
"        Scottish","134,503","±3,385","1.9%","±0.1","42","±16","2.1%","±0.8"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±2.0"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","13","±21","0.7%","±1.0"
"        Swedish","102,031","±2,873","1.5%","±0.1","40","±15","2.0%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±2.0"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","4","±5","0.2%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","5","±6","0.3%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±2.0"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","830","±91","830","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","794","±89","95.7%","±1.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","725","±95","87.3%","±3.5"
