"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01835!!Estimate","ZCTA5 01835!!Margin of Error","ZCTA5 01835!!Percent","ZCTA5 01835!!Percent Margin of Error"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","13,025","±1,021","92.0%","±2.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","10,227","±1,093","72.2%","±4.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,798","±431","19.8%","±3.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","128","±96","0.9%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,011","±328","7.1%","±2.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,011","±328","1,011","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","636","±202","62.9%","±13.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","375","±208","37.1%","±13.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,139","±356","1,139","(X)"
"        Native","209,292","±4,176","209,292","(X)","128","±96","128","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","18","±22","14.1%","±18.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","110","±93","85.9%","±18.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,011","±328","1,011","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","83","±127","8.2%","±11.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","928","±276","91.8%","±11.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,011","±328","1,011","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","280","±120","27.7%","±12.1"
"        Asia","372,717","±3,581","30.8%","±0.3","109","±71","10.8%","±7.0"
"        Africa","113,823","±3,313","9.4%","±0.3","68","±69","6.7%","±6.7"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±3.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","474","±260","46.9%","±15.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","80","±65","7.9%","±6.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","13,614","±960","13,614","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","11,797","±1,070","86.7%","±3.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,817","±423","13.3%","±3.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","620","±299","4.6%","±2.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,191","±302","8.7%","±2.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","407","±253","3.0%","±1.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","584","±290","4.3%","±2.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","196","±165","1.4%","±1.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","33","±36","0.2%","±0.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","17","±26","0.1%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","9","±15","0.1%","±0.1"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","14,164","±988","14,164","(X)"
"        American","260,364","±6,504","3.7%","±0.1","292","±152","2.1%","±1.1"
"        Arab","72,487","±3,641","1.0%","±0.1","147","±150","1.0%","±1.0"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±21","0.0%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","114","±124","0.8%","±0.9"
"        Dutch","34,354","±1,922","0.5%","±0.1","70","±45","0.5%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","1,638","±424","11.6%","±3.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,467","±641","10.4%","±4.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","986","±336","7.0%","±2.3"
"        German","387,135","±7,027","5.5%","±0.1","893","±335","6.3%","±2.3"
"        Greek","76,566","±3,218","1.1%","±0.1","435","±258","3.1%","±1.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","42","±37","0.3%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,363","±591","23.7%","±4.4"
"        Italian","815,794","±9,186","11.7%","±0.1","2,536","±476","17.9%","±3.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","75","±59","0.5%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","77","±70","0.5%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","371","±109","2.6%","±0.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","272","±135","1.9%","±1.0"
"        Russian","91,511","±3,161","1.3%","±0.1","153","±108","1.1%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","103","±88","0.7%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","282","±133","2.0%","±0.9"
"        Slovak","7,069","±828","0.1%","±0.1","23","±37","0.2%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","93","±91","0.7%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","242","±151","1.7%","±1.1"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","18","±30","0.1%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","49","±48","0.3%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","105","±89","0.7%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,434","±303","5,434","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,304","±305","97.6%","±1.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","5,077","±286","93.4%","±2.3"
