"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01522!!Estimate","ZCTA5 01522!!Margin of Error","ZCTA5 01522!!Percent","ZCTA5 01522!!Percent Margin of Error"
"        Divorced","227,113","±4,005","8.0%","±0.1","117","±76","9.5%","±5.8"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","1,237","±187","1,237","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","441","±143","35.7%","±7.8"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","626","±103","50.6%","±7.5"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±3.2"
"        Widowed","239,073","±3,906","7.9%","±0.1","86","±44","7.0%","±3.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","84","±51","6.8%","±4.0"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","16","±19","16","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±82.3"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±89","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","22","±26","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±187","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","67","±79","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±125","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","75","±59","75","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","30","±46","40.0%","±45.9"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±38.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±38.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","30","±46","40.0%","±45.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±38.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","30","±46","30","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","15","±23","50.0%","±4.4"
"        Who are married","19,550","±1,487","64.5%","±2.5","30","±46","100.0%","±60.1"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","761","±175","761","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","18","±22","2.4%","±2.9"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","46","±34","6.0%","±4.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","192","±83","25.2%","±9.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","268","±102","35.2%","±8.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","237","±83","31.1%","±9.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","2,013","±245","2,013","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","9","±14","0.4%","±0.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","30","±41","1.5%","±2.0"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","251","±92","12.5%","±4.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","401","±124","19.9%","±5.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","263","±92","13.1%","±4.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","621","±152","30.8%","±6.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","438","±110","21.8%","±4.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,974","±237","98.1%","±2.1"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,059","±194","52.6%","±6.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","2,313","±290","2,313","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","153","±86","6.6%","±3.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","2,907","±385","2,907","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","196","±93","6.7%","±3.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","594","±160","594","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","35","±32","5.9%","±5.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,820","±297","1,820","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","88","±71","4.8%","±3.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","493","±104","493","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","73","±46","14.8%","±8.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","2,889","±384","2,889","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","2,686","±375","93.0%","±4.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","203","±125","7.0%","±4.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","191","±124","6.6%","±4.2"
"                Same county","446,141","±8,933","6.4%","±0.1","170","±123","5.9%","±4.2"
"                Different county","354,693","±6,215","5.1%","±0.1","21","±27","0.7%","±0.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","0","±13","0.0%","±1.4"
"                    Different state","148,941","±3,990","2.2%","±0.1","21","±27","0.7%","±0.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","12","±19","0.4%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,907","±385","2,907","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","2,694","±366","92.7%","±5.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","2,631","±361","90.5%","±5.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","2,100","±309","72.2%","±6.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","531","±161","18.3%","±4.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","63","±64","2.2%","±2.2"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","213","±166","7.3%","±5.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","213","±166","213","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","55","±48","25.8%","±24.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","158","±150","74.2%","±24.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","276","±176","276","(X)"
"        Native","209,292","±4,176","209,292","(X)","63","±64","63","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±41.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","63","±64","100.0%","±41.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","213","±166","213","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","26","±31","12.2%","±19.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","187","±168","87.8%","±19.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","213","±166","213","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","177","±168","83.1%","±23.0"
"        Asia","372,717","±3,581","30.8%","±0.3","17","±27","8.0%","±14.5"
"        Africa","113,823","±3,313","9.4%","±0.3","10","±16","4.7%","±9.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±17.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","9","±13","4.2%","±8.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±17.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","2,791","±371","2,791","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","2,485","±345","89.0%","±7.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","306","±224","11.0%","±7.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","96","±74","3.4%","±2.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","68","±78","2.4%","±2.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","34","±39","1.2%","±1.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","221","±224","7.9%","±7.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","45","±63","1.6%","±2.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","17","±27","0.6%","±1.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","17","±27","0.6%","±1.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±1.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,907","±385","2,907","(X)"
"        American","260,364","±6,504","3.7%","±0.1","306","±168","10.5%","±5.6"
"        Arab","72,487","±3,641","1.0%","±0.1","20","±32","0.7%","±1.1"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.4"
"        Danish","14,346","±1,162","0.2%","±0.1","48","±74","1.7%","±2.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","32","±27","1.1%","±0.9"
"        English","655,283","±8,406","9.4%","±0.1","273","±121","9.4%","±3.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","180","±95","6.2%","±3.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","138","±80","4.7%","±2.8"
"        German","387,135","±7,027","5.5%","±0.1","240","±125","8.3%","±4.0"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±1.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","9","±16","0.3%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","758","±237","26.1%","±7.6"
"        Italian","815,794","±9,186","11.7%","±0.1","364","±121","12.5%","±4.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","42","±46","1.4%","±1.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","37","±41","1.3%","±1.4"
"        Polish","283,050","±4,814","4.0%","±0.1","437","±192","15.0%","±6.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","27","±41","0.9%","±1.4"
"        Russian","91,511","±3,161","1.3%","±0.1","0","±13","0.0%","±1.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±13","0.0%","±1.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","51","±36","1.8%","±1.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","80","±119","2.8%","±4.0"
"        Swedish","102,031","±2,873","1.5%","±0.1","90","±61","3.1%","±2.0"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","10","±17","0.3%","±0.6"
"        Welsh","23,388","±1,506","0.3%","±0.1","16","±26","0.6%","±0.9"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,159","±146","1,159","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,136","±149","98.0%","±1.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,092","±153","94.2%","±4.0"
