"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01604!!Estimate","ZCTA5 01604!!Margin of Error","ZCTA5 01604!!Percent","ZCTA5 01604!!Percent Margin of Error"
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","9,658","±886","9,658","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","574","±222","5.9%","±2.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","575","±197","6.0%","±1.9"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,819","±524","39.5%","±3.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,505","±325","15.6%","±3.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","3,185","±497","33.0%","±4.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","29,004","±1,233","29,004","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1,282","±389","4.4%","±1.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","2,582","±579","8.9%","±1.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","9,042","±873","31.2%","±2.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","4,329","±579","14.9%","±1.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","2,825","±434","9.7%","±1.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,748","±744","19.8%","±2.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,196","±448","11.0%","±1.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","25,140","±1,223","86.7%","±2.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","8,944","±862","30.8%","±2.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","32,184","±1,392","32,184","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,284","±289","4.0%","±0.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","40,723","±1,878","40,723","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","5,537","±718","13.6%","±1.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","8,725","±861","8,725","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","348","±181","4.0%","±2.1"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","26,789","±1,318","26,789","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","3,530","±590","13.2%","±2.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","5,209","±589","5,209","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,659","±306","31.8%","±5.5"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","40,255","±1,814","40,255","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","35,268","±1,995","87.6%","±1.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","4,987","±736","12.4%","±1.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","4,701","±731","11.7%","±1.9"
"                Same county","446,141","±8,933","6.4%","±0.1","2,888","±625","7.2%","±1.6"
"                Different county","354,693","±6,215","5.1%","±0.1","1,813","±488","4.5%","±1.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,151","±375","2.9%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","662","±290","1.6%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","286","±151","0.7%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","40,961","±1,887","40,961","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","30,387","±1,488","74.2%","±2.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","28,102","±1,387","68.6%","±2.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","22,765","±1,361","55.6%","±2.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,337","±677","13.0%","±1.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","2,285","±552","5.6%","±1.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","10,574","±1,242","25.8%","±2.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","10,574","±1,242","10,574","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","5,188","±853","49.1%","±6.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","5,386","±931","50.9%","±6.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","12,859","±1,294","12,859","(X)"
"        Native","209,292","±4,176","209,292","(X)","2,285","±552","2,285","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","736","±340","32.2%","±11.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,549","±428","67.8%","±11.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","10,574","±1,242","10,574","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","3,808","±783","36.0%","±5.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","6,766","±872","64.0%","±5.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","10,574","±1,242","10,574","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,030","±277","9.7%","±2.6"
"        Asia","372,717","±3,581","30.8%","±0.3","2,710","±515","25.6%","±4.6"
"        Africa","113,823","±3,313","9.4%","±0.3","3,178","±799","30.1%","±6.1"
"        Oceania","4,098","±490","0.3%","±0.1","17","±28","0.2%","±0.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","3,542","±801","33.5%","±6.1"
"        Northern America","28,855","±1,370","2.4%","±0.1","97","±67","0.9%","±0.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","37,950","±1,703","37,950","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","23,192","±1,327","61.1%","±3.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","14,758","±1,560","38.9%","±3.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","7,271","±1,080","19.2%","±2.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","5,790","±984","15.3%","±2.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","3,010","±697","7.9%","±1.7"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","3,282","±734","8.6%","±1.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,615","±508","4.3%","±1.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","2,201","±522","5.8%","±1.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","1,348","±347","3.6%","±0.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","3,485","±977","9.2%","±2.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","1,298","±341","3.4%","±0.9"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","40,961","±1,887","40,961","(X)"
"        American","260,364","±6,504","3.7%","±0.1","928","±364","2.3%","±0.9"
"        Arab","72,487","±3,641","1.0%","±0.1","957","±383","2.3%","±0.9"
"        Czech","12,119","±1,098","0.2%","±0.1","461","±588","1.1%","±1.4"
"        Danish","14,346","±1,162","0.2%","±0.1","115","±76","0.3%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","153","±86","0.4%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","1,994","±613","4.9%","±1.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,572","±570","6.3%","±1.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,396","±346","3.4%","±0.8"
"        German","387,135","±7,027","5.5%","±0.1","848","±198","2.1%","±0.5"
"        Greek","76,566","±3,218","1.1%","±0.1","318","±173","0.8%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","64","±57","0.2%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","4,685","±762","11.4%","±1.9"
"        Italian","815,794","±9,186","11.7%","±0.1","4,656","±727","11.4%","±1.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","440","±199","1.1%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","54","±51","0.1%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","1,455","±395","3.6%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","523","±260","1.3%","±0.6"
"        Russian","91,511","±3,161","1.3%","±0.1","360","±202","0.9%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","38","±34","0.1%","±0.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","240","±122","0.6%","±0.3"
"        Slovak","7,069","±828","0.1%","±0.1","43","±53","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","3,007","±1,076","7.3%","±2.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","746","±238","1.8%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","0","±28","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","49","±65","0.1%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","163","±147","0.4%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","759","±291","1.9%","±0.7"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","16,869","±655","16,869","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","15,697","±679","93.1%","±1.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","14,961","±720","88.7%","±2.3"
