"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01453!!Estimate","ZCTA5 01453!!Margin of Error","ZCTA5 01453!!Percent","ZCTA5 01453!!Percent Margin of Error"
"    Population in households","6,744,826","*****","6,744,826","(X)","43,116","±137","43,116","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","17,896","±672","41.5%","±1.5"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","7,882","±468","18.3%","±1.1"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","1,396","±292","3.2%","±0.7"
"        Child","1,898,296","±5,188","28.1%","±0.1","12,105","±880","28.1%","±2.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","2,850","±660","6.6%","±1.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","987","±289","2.3%","±0.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","17,848","±815","17,848","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","6,602","±702","37.0%","±2.9"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","8,535","±513","47.8%","±2.9"
"        Separated","37,600","±1,670","1.3%","±0.1","336","±167","1.9%","±0.9"
"        Widowed","65,484","±1,934","2.3%","±0.1","425","±170","2.4%","±0.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,950","±328","10.9%","±1.9"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","18,074","±692","18,074","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","4,670","±630","25.8%","±3.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","8,590","±537","47.5%","±3.6"
"        Separated","55,256","±1,859","1.8%","±0.1","178","±93","1.0%","±0.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","2,042","±542","11.3%","±2.8"
"        Divorced","324,764","±4,024","10.7%","±0.1","2,594","±406","14.4%","±2.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","533","±242","533","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","173","±109","32.5%","±21.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","35","±22","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","57","±26","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±34","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","129","±59","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","11","±10","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","871","±307","871","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","323","±249","37.1%","±22.7"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","16","±27","1.8%","±3.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±28","0.0%","±4.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±28","0.0%","±4.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","307","±250","35.2%","±23.1"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","323","±249","323","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","172","±130","53.3%","±5.5"
"        Who are married","19,550","±1,487","64.5%","±2.5","323","±249","100.0%","±11.6"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","9,061","±949","9,061","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","497","±219","5.5%","±2.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","414","±150","4.6%","±1.7"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,925","±659","43.3%","±4.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","2,096","±453","23.1%","±4.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,129","±379","23.5%","±3.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","30,937","±794","30,937","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1,365","±478","4.4%","±1.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,720","±474","5.6%","±1.5"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","8,939","±877","28.9%","±2.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","5,700","±517","18.4%","±1.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","3,362","±500","10.9%","±1.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","6,324","±680","20.4%","±2.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,527","±530","11.4%","±1.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","27,852","±919","90.0%","±2.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","9,851","±799","31.8%","±2.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","34,415","±845","34,415","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","2,158","±360","6.3%","±1.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","43,235","±116","43,235","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","5,164","±791","11.9%","±1.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","9,006","±836","9,006","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","381","±202","4.2%","±2.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","26,698","±868","26,698","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,502","±443","9.4%","±1.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","7,531","±762","7,531","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","2,281","±560","30.3%","±6.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","42,978","±280","42,978","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","39,324","±812","91.5%","±1.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","3,654","±735","8.5%","±1.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","3,566","±746","8.3%","±1.7"
"                Same county","446,141","±8,933","6.4%","±0.1","2,097","±645","4.9%","±1.5"
"                Different county","354,693","±6,215","5.1%","±0.1","1,469","±437","3.4%","±1.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,114","±402","2.6%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","355","±197","0.8%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","88","±85","0.2%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","43,478","±66","43,478","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","36,620","±937","84.2%","±2.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","34,846","±940","80.1%","±2.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","28,578","±905","65.7%","±2.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","6,268","±773","14.4%","±1.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,774","±491","4.1%","±1.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","6,858","±933","15.8%","±2.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","6,858","±933","6,858","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","4,077","±769","59.4%","±8.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2,781","±753","40.6%","±8.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","8,632","±944","8,632","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,774","±491","1,774","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","510","±272","28.7%","±10.9"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,264","±355","71.3%","±10.9"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","6,858","±933","6,858","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,445","±414","21.1%","±4.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","5,413","±747","78.9%","±4.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","6,858","±933","6,858","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","918","±433","13.4%","±5.9"
"        Asia","372,717","±3,581","30.8%","±0.3","889","±291","13.0%","±4.1"
"        Africa","113,823","±3,313","9.4%","±0.3","1,219","±511","17.8%","±6.7"
"        Oceania","4,098","±490","0.3%","±0.1","0","±28","0.0%","±0.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","3,264","±644","47.6%","±7.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","568","±253","8.3%","±3.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","40,844","±488","40,844","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","30,484","±1,275","74.6%","±3.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","10,360","±1,249","25.4%","±3.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","3,868","±685","9.5%","±1.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","5,496","±953","13.5%","±2.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","2,450","±549","6.0%","±1.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,988","±866","7.3%","±2.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","912","±431","2.2%","±1.1"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","739","±364","1.8%","±0.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","324","±186","0.8%","±0.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","1,137","±478","2.8%","±1.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","182","±140","0.4%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","43,478","±66","43,478","(X)"
"        American","260,364","±6,504","3.7%","±0.1","2,150","±730","4.9%","±1.7"
"        Arab","72,487","±3,641","1.0%","±0.1","257","±199","0.6%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","34","±32","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","113","±93","0.3%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","104","±84","0.2%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","3,811","±584","8.8%","±1.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","3,618","±614","8.3%","±1.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","2,891","±719","6.6%","±1.7"
"        German","387,135","±7,027","5.5%","±0.1","2,566","±733","5.9%","±1.7"
"        Greek","76,566","±3,218","1.1%","±0.1","391","±276","0.9%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","79","±102","0.2%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","6,724","±963","15.5%","±2.2"
"        Italian","815,794","±9,186","11.7%","±0.1","6,538","±902","15.0%","±2.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","257","±121","0.6%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","89","±71","0.2%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","1,325","±451","3.0%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","871","±687","2.0%","±1.6"
"        Russian","91,511","±3,161","1.3%","±0.1","375","±374","0.9%","±0.9"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","149","±71","0.3%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","773","±272","1.8%","±0.6"
"        Slovak","7,069","±828","0.1%","±0.1","15","±20","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1,374","±693","3.2%","±1.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","718","±341","1.7%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","41","±40","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","77","±80","0.2%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","115","±77","0.3%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","422","±337","1.0%","±0.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","17,896","±672","17,896","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","16,983","±688","94.9%","±1.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","16,159","±646","90.3%","±2.6"
