"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01602!!Estimate","ZCTA5 01602!!Margin of Error","ZCTA5 01602!!Percent","ZCTA5 01602!!Percent Margin of Error"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","228","±117","3.1%","±1.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","120","±78","1.6%","±1.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,747","±394","23.4%","±4.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","2,007","±747","26.9%","±8.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","3,350","±482","45.0%","±6.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","17,964","±1,155","17,964","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","735","±301","4.1%","±1.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","581","±264","3.2%","±1.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","4,185","±594","23.3%","±2.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,272","±593","18.2%","±3.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","981","±226","5.5%","±1.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","4,364","±528","24.3%","±2.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,846","±556","21.4%","±2.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","16,648","±1,102","92.7%","±2.1"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","8,210","±817","45.7%","±3.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","21,754","±1,252","21,754","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,040","±213","4.8%","±0.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","26,603","±1,663","26,603","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","3,403","±532","12.8%","±1.9"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","4,922","±743","4,922","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","195","±144","4.0%","±2.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","17,129","±1,217","17,129","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,726","±412","10.1%","±2.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,552","±464","4,552","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,482","±246","32.6%","±4.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","26,414","±1,665","26,414","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","24,115","±1,722","91.3%","±2.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,299","±544","8.7%","±2.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,098","±501","7.9%","±1.9"
"                Same county","446,141","±8,933","6.4%","±0.1","994","±285","3.8%","±1.1"
"                Different county","354,693","±6,215","5.1%","±0.1","1,104","±382","4.2%","±1.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","719","±316","2.7%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","385","±210","1.5%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","201","±158","0.8%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","26,711","±1,674","26,711","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","21,578","±1,745","80.8%","±3.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","20,419","±1,569","76.4%","±3.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","16,364","±1,402","61.3%","±3.5"
"                Different state","1,398,292","±9,460","20.0%","±0.1","4,055","±496","15.2%","±1.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,159","±525","4.3%","±1.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","5,133","±885","19.2%","±3.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","5,133","±885","5,133","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","3,192","±543","62.2%","±8.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,941","±625","37.8%","±8.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","6,292","±980","6,292","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,159","±525","1,159","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","183","±130","15.8%","±11.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","976","±486","84.2%","±11.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","5,133","±885","5,133","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,655","±670","32.2%","±9.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","3,478","±550","67.8%","±9.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","5,133","±885","5,133","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,901","±400","37.0%","±8.0"
"        Asia","372,717","±3,581","30.8%","±0.3","1,518","±625","29.6%","±9.4"
"        Africa","113,823","±3,313","9.4%","±0.3","502","±244","9.8%","±4.4"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±0.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","1,206","±489","23.5%","±8.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","6","±9","0.1%","±0.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","25,464","±1,608","25,464","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","18,408","±1,453","72.3%","±3.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","7,056","±971","27.7%","±3.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","2,669","±624","10.5%","±2.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","2,450","±726","9.6%","±2.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","505","±263","2.0%","±1.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,726","±707","10.7%","±2.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,178","±335","4.6%","±1.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,057","±420","4.2%","±1.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","575","±316","2.3%","±1.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","823","±433","3.2%","±1.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","411","±303","1.6%","±1.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","26,711","±1,674","26,711","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,535","±589","5.7%","±2.2"
"        Arab","72,487","±3,641","1.0%","±0.1","373","±328","1.4%","±1.2"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±25","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","12","±20","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","92","±60","0.3%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","1,752","±327","6.6%","±1.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,195","±323","4.5%","±1.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","852","±231","3.2%","±0.9"
"        German","387,135","±7,027","5.5%","±0.1","923","±297","3.5%","±1.1"
"        Greek","76,566","±3,218","1.1%","±0.1","567","±210","2.1%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","40","±40","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","4,759","±743","17.8%","±2.6"
"        Italian","815,794","±9,186","11.7%","±0.1","2,588","±518","9.7%","±1.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","512","±187","1.9%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","109","±63","0.4%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","1,357","±373","5.1%","±1.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","472","±274","1.8%","±1.0"
"        Russian","91,511","±3,161","1.3%","±0.1","691","±355","2.6%","±1.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","106","±85","0.4%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","300","±112","1.1%","±0.4"
"        Slovak","7,069","±828","0.1%","±0.1","0","±25","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","821","±425","3.1%","±1.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","411","±150","1.5%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","14","±23","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","52","±53","0.2%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","82","±56","0.3%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","492","±243","1.8%","±0.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","10,527","±645","10,527","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","9,904","±581","94.1%","±1.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","9,375","±587","89.1%","±2.6"
