"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01930!!Estimate","ZCTA5 01930!!Margin of Error","ZCTA5 01930!!Percent","ZCTA5 01930!!Percent Margin of Error"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","12,309","±437","12,309","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","3,919","±402","31.8%","±2.6"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","6,706","±328","54.5%","±2.7"
"        Separated","37,600","±1,670","1.3%","±0.1","212","±116","1.7%","±1.0"
"        Widowed","65,484","±1,934","2.3%","±0.1","411","±152","3.3%","±1.2"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,061","±213","8.6%","±1.7"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","13,495","±422","13,495","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","3,494","±441","25.9%","±2.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","6,561","±333","48.6%","±3.1"
"        Separated","55,256","±1,859","1.8%","±0.1","169","±91","1.3%","±0.7"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,164","±226","8.6%","±1.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","2,107","±376","15.6%","±2.6"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","441","±156","441","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","140","±87","31.7%","±16.9"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","44","±27","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","79","±28","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±54","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","112","±54","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","71","±31","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","360","±147","360","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","85","±74","23.6%","±17.3"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±25","0.0%","±10.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±25","0.0%","±10.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±25","0.0%","±10.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","85","±74","23.6%","±17.3"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","85","±74","85","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","70","±69","82.4%","±23.4"
"        Who are married","19,550","±1,487","64.5%","±2.5","25","±34","29.4%","±41.8"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","4,718","±423","4,718","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","409","±152","8.7%","±3.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","301","±130","6.4%","±2.7"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,857","±247","39.4%","±4.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,004","±205","21.3%","±3.7"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,147","±252","24.3%","±4.6"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","22,938","±482","22,938","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","569","±162","2.5%","±0.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","702","±186","3.1%","±0.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","6,164","±616","26.9%","±2.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,826","±445","16.7%","±2.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","2,600","±446","11.3%","±2.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,284","±518","23.0%","±2.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,793","±413","16.5%","±1.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","21,667","±529","94.5%","±1.1"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","9,077","±712","39.6%","±2.9"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","24,988","±321","24,988","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,209","±195","4.8%","±0.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","29,606","±93","29,606","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,790","±322","9.4%","±1.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","4,804","±322","4,804","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","88","±59","1.8%","±1.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","17,675","±613","17,675","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,180","±203","6.7%","±1.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","7,127","±588","7,127","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,522","±212","21.4%","±2.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","29,452","±160","29,452","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","26,673","±603","90.6%","±1.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,779","±560","9.4%","±1.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,659","±540","9.0%","±1.8"
"                Same county","446,141","±8,933","6.4%","±0.1","2,091","±509","7.1%","±1.7"
"                Different county","354,693","±6,215","5.1%","±0.1","568","±221","1.9%","±0.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","406","±206","1.4%","±0.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","162","±65","0.6%","±0.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","120","±99","0.4%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","29,814","±25","29,814","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","26,953","±579","90.4%","±1.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","26,685","±594","89.5%","±2.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","21,318","±676","71.5%","±2.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,367","±495","18.0%","±1.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","268","±118","0.9%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","2,861","±577","9.6%","±1.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","2,861","±577","2,861","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,434","±371","50.1%","±10.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,427","±463","49.9%","±10.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","3,129","±592","3,129","(X)"
"        Native","209,292","±4,176","209,292","(X)","268","±118","268","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","78","±60","29.1%","±21.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","190","±110","70.9%","±21.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","2,861","±577","2,861","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,037","±401","36.2%","±9.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,824","±356","63.8%","±9.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","2,861","±577","2,861","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","822","±210","28.7%","±7.4"
"        Asia","372,717","±3,581","30.8%","±0.3","423","±221","14.8%","±7.9"
"        Africa","113,823","±3,313","9.4%","±0.3","610","±418","21.3%","±13.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±1.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","816","±348","28.5%","±9.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","190","±107","6.6%","±3.9"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","28,345","±232","28,345","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","25,299","±695","89.3%","±2.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","3,046","±653","10.7%","±2.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,211","±433","4.3%","±1.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","846","±416","3.0%","±1.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","401","±311","1.4%","±1.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,583","±422","5.6%","±1.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","499","±210","1.8%","±0.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","113","±87","0.4%","±0.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","22","±24","0.1%","±0.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","504","±376","1.8%","±1.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","289","±291","1.0%","±1.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","29,814","±25","29,814","(X)"
"        American","260,364","±6,504","3.7%","±0.1","672","±221","2.3%","±0.7"
"        Arab","72,487","±3,641","1.0%","±0.1","412","±211","1.4%","±0.7"
"        Czech","12,119","±1,098","0.2%","±0.1","64","±45","0.2%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","105","±54","0.4%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","130","±83","0.4%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","3,627","±434","12.2%","±1.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,262","±285","4.2%","±1.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,240","±312","4.2%","±1.0"
"        German","387,135","±7,027","5.5%","±0.1","2,115","±371","7.1%","±1.2"
"        Greek","76,566","±3,218","1.1%","±0.1","322","±185","1.1%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","63","±60","0.2%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","6,193","±628","20.8%","±2.1"
"        Italian","815,794","±9,186","11.7%","±0.1","5,569","±627","18.7%","±2.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","45","±38","0.2%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","255","±108","0.9%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","750","±207","2.5%","±0.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","2,134","±390","7.2%","±1.3"
"        Russian","91,511","±3,161","1.3%","±0.1","391","±179","1.3%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","323","±156","1.1%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","1,121","±300","3.8%","±1.0"
"        Slovak","7,069","±828","0.1%","±0.1","9","±14","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","460","±428","1.5%","±1.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","658","±185","2.2%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","32","±25","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","30","±29","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","140","±68","0.5%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","90","±142","0.3%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","13,168","±391","13,168","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","12,100","±410","91.9%","±1.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","11,750","±426","89.2%","±1.8"
