"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01810!!Estimate","ZCTA5 01810!!Margin of Error","ZCTA5 01810!!Percent","ZCTA5 01810!!Percent Margin of Error"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","271","±144","0.8%","±0.4"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","14,063","±548","14,063","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","3,919","±496","27.9%","±2.9"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","9,209","±416","65.5%","±3.0"
"        Separated","37,600","±1,670","1.3%","±0.1","67","±53","0.5%","±0.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","222","±96","1.6%","±0.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","646","±169","4.6%","±1.2"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","14,961","±494","14,961","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","3,430","±410","22.9%","±2.3"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","9,031","±351","60.4%","±2.8"
"        Separated","55,256","±1,859","1.8%","±0.1","192","±116","1.3%","±0.8"
"        Widowed","239,073","±3,906","7.9%","±0.1","963","±207","6.4%","±1.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,345","±259","9.0%","±1.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","245","±112","245","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","12","±21","4.9%","±8.3"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","3","±6","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","31","±14","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±27","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","62","±43","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","25","±15","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","473","±176","473","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","64","±63","13.5%","±13.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","9","±14","1.9%","±3.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","31","±49","6.6%","±10.8"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±28","0.0%","±8.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","24","±35","5.1%","±7.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","64","±63","64","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","51","±49","79.7%","±22.5"
"        Who are married","19,550","±1,487","64.5%","±2.5","31","±49","48.4%","±51.6"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","9,277","±467","9,277","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","661","±161","7.1%","±1.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","377","±129","4.1%","±1.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,860","±395","41.6%","±4.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","2,559","±414","27.6%","±4.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,820","±327","19.6%","±3.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","24,670","±530","24,670","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","452","±156","1.8%","±0.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","205","±85","0.8%","±0.3"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,988","±351","8.1%","±1.4"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,223","±336","9.0%","±1.4"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,261","±267","5.1%","±1.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","8,490","±614","34.4%","±2.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","10,051","±688","40.7%","±2.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","24,013","±571","97.3%","±0.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","18,541","±711","75.2%","±2.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","26,833","±429","26,833","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","948","±242","3.5%","±0.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","35,337","±268","35,337","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,290","±320","6.5%","±0.9"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","8,726","±378","8,726","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","168","±86","1.9%","±1.0"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","21,394","±516","21,394","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","829","±179","3.9%","±0.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","5,217","±365","5,217","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,293","±294","24.8%","±5.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","35,390","±252","35,390","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","31,601","±776","89.3%","±2.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","3,789","±735","10.7%","±2.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","3,724","±730","10.5%","±2.1"
"                Same county","446,141","±8,933","6.4%","±0.1","2,026","±579","5.7%","±1.6"
"                Different county","354,693","±6,215","5.1%","±0.1","1,698","±427","4.8%","±1.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","958","±336","2.7%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","740","±239","2.1%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","65","±57","0.2%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","35,600","±240","35,600","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","29,450","±677","82.7%","±1.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","28,622","±725","80.4%","±2.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","20,068","±842","56.4%","±2.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","8,554","±625","24.0%","±1.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","828","±336","2.3%","±0.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","6,150","±660","17.3%","±1.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","6,150","±660","6,150","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","4,109","±527","66.8%","±6.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2,041","±479","33.2%","±6.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","6,978","±706","6,978","(X)"
"        Native","209,292","±4,176","209,292","(X)","828","±336","828","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","164","±104","19.8%","±12.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","664","±313","80.2%","±12.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","6,150","±660","6,150","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,060","±397","17.2%","±5.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","5,090","±497","82.8%","±5.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","6,150","±660","6,150","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","930","±274","15.1%","±4.2"
"        Asia","372,717","±3,581","30.8%","±0.3","4,187","±560","68.1%","±5.3"
"        Africa","113,823","±3,313","9.4%","±0.3","40","±37","0.7%","±0.6"
"        Oceania","4,098","±490","0.3%","±0.1","34","±50","0.6%","±0.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","817","±247","13.3%","±3.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","142","±81","2.3%","±1.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","33,685","±376","33,685","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","26,314","±869","78.1%","±2.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","7,371","±795","21.9%","±2.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,741","±349","5.2%","±1.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,514","±461","4.5%","±1.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","288","±116","0.9%","±0.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,785","±508","8.3%","±1.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","437","±144","1.3%","±0.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","2,817","±488","8.4%","±1.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","984","±309","2.9%","±0.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","255","±232","0.8%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","32","±49","0.1%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","35,600","±240","35,600","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,053","±295","3.0%","±0.8"
"        Arab","72,487","±3,641","1.0%","±0.1","521","±322","1.5%","±0.9"
"        Czech","12,119","±1,098","0.2%","±0.1","87","±64","0.2%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","79","±59","0.2%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","165","±92","0.5%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","4,225","±527","11.9%","±1.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,231","±317","3.5%","±0.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,166","±288","3.3%","±0.8"
"        German","387,135","±7,027","5.5%","±0.1","2,366","±355","6.6%","±1.0"
"        Greek","76,566","±3,218","1.1%","±0.1","635","±532","1.8%","±1.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","90","±67","0.3%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","6,889","±735","19.4%","±2.1"
"        Italian","815,794","±9,186","11.7%","±0.1","5,117","±708","14.4%","±2.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","183","±116","0.5%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","96","±87","0.3%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","1,701","±363","4.8%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","639","±177","1.8%","±0.5"
"        Russian","91,511","±3,161","1.3%","±0.1","737","±218","2.1%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","263","±140","0.7%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","701","±163","2.0%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","31","±35","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","228","±124","0.6%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","660","±258","1.9%","±0.7"
"        Swiss","10,126","±912","0.1%","±0.1","73","±78","0.2%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","46","±44","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","140","±84","0.4%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","185","±168","0.5%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","13,235","±371","13,235","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","12,944","±369","97.8%","±0.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","12,748","±376","96.3%","±1.2"
