"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01035!!Estimate","ZCTA5 01035!!Margin of Error","ZCTA5 01035!!Percent","ZCTA5 01035!!Percent Margin of Error"
"        Same house","6,062,747","±11,850","87.5%","±0.2","4,842","±200","92.0%","±3.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","421","±177","8.0%","±3.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","367","±156","7.0%","±3.0"
"                Same county","446,141","±8,933","6.4%","±0.1","309","±140","5.9%","±2.7"
"                Different county","354,693","±6,215","5.1%","±0.1","58","±53","1.1%","±1.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","35","±39","0.7%","±0.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","23","±37","0.4%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","54","±63","1.0%","±1.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","5,293","±16","5,293","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","5,073","±109","95.8%","±2.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","5,003","±135","94.5%","±2.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","3,440","±357","65.0%","±6.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,563","±345","29.5%","±6.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","70","±62","1.3%","±1.2"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","220","±105","4.2%","±2.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","220","±105","220","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","108","±68","49.1%","±23.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","112","±81","50.9%","±23.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","290","±133","290","(X)"
"        Native","209,292","±4,176","209,292","(X)","70","±62","70","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","11","±16","15.7%","±28.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","59","±60","84.3%","±28.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","220","±105","220","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","60","±65","27.3%","±25.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","160","±93","72.7%","±25.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","220","±105","220","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","81","±70","36.8%","±26.5"
"        Asia","372,717","±3,581","30.8%","±0.3","53","±51","24.1%","±20.9"
"        Africa","113,823","±3,313","9.4%","±0.3","51","±62","23.2%","±28.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±16.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","35","±65","15.9%","±27.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±19","0.0%","±16.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","5,137","±102","5,137","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","4,765","±204","92.8%","±3.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","372","±177","7.2%","±3.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","11","±12","0.2%","±0.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","45","±67","0.9%","±1.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","2","±4","0.0%","±0.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","217","±147","4.2%","±2.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±19","0.0%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","110","±113","2.1%","±2.2"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","9","±11","0.2%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±19","0.0%","±0.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","5,293","±16","5,293","(X)"
"        American","260,364","±6,504","3.7%","±0.1","458","±278","8.7%","±5.3"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±19","0.0%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","13","±23","0.2%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±19","0.0%","±0.8"
"        English","655,283","±8,406","9.4%","±0.1","878","±252","16.6%","±4.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","343","±193","6.5%","±3.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","192","±158","3.6%","±3.0"
"        German","387,135","±7,027","5.5%","±0.1","407","±184","7.7%","±3.5"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±19","0.0%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","12","±19","0.2%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,084","±258","20.5%","±4.9"
"        Italian","815,794","±9,186","11.7%","±0.1","603","±199","11.4%","±3.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","31","±39","0.6%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","44","±52","0.8%","±1.0"
"        Polish","283,050","±4,814","4.0%","±0.1","976","±298","18.4%","±5.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","35","±37","0.7%","±0.7"
"        Russian","91,511","±3,161","1.3%","±0.1","105","±95","2.0%","±1.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","235","±157","4.4%","±3.0"
"        Scottish","134,503","±3,385","1.9%","±0.1","52","±49","1.0%","±0.9"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.8"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","99","±115","1.9%","±2.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","87","±59","1.6%","±1.1"
"        Swiss","10,126","±912","0.1%","±0.1","13","±23","0.2%","±0.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±19","0.0%","±0.8"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±19","0.0%","±0.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±19","0.0%","±0.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,254","±168","2,254","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,103","±165","93.3%","±4.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,092","±163","92.8%","±4.2"
