"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01220!!Estimate","ZCTA5 01220!!Margin of Error","ZCTA5 01220!!Percent","ZCTA5 01220!!Percent Margin of Error"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","379","±191","4.9%","±2.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","52","±54","0.7%","±0.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","153","±140","2.0%","±1.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1","±3","0.0%","±0.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","131","±81","1.7%","±1.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","36","±37","0.5%","±0.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","86","±92","1.1%","±1.2"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","15","±28","0.2%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","9","±12","0.1%","±0.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,161","±28","8,161","(X)"
"        American","260,364","±6,504","3.7%","±0.1","266","±170","3.3%","±2.1"
"        Arab","72,487","±3,641","1.0%","±0.1","25","±20","0.3%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","4","±8","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","21","±24","0.3%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","721","±205","8.8%","±2.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,541","±307","18.9%","±3.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","348","±136","4.3%","±1.7"
"        German","387,135","±7,027","5.5%","±0.1","823","±218","10.1%","±2.7"
"        Greek","76,566","±3,218","1.1%","±0.1","27","±36","0.3%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","25","±24","0.3%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,056","±244","12.9%","±3.0"
"        Italian","815,794","±9,186","11.7%","±0.1","940","±196","11.5%","±2.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","5","±9","0.1%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","64","±54","0.8%","±0.7"
"        Polish","283,050","±4,814","4.0%","±0.1","1,488","±268","18.2%","±3.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","20","±26","0.2%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","21","±36","0.3%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","34","±32","0.4%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","111","±55","1.4%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1","±3","0.0%","±0.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","45","±37","0.6%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±19","0.0%","±0.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","32","±26","0.4%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±19","0.0%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,948","±210","3,948","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,512","±241","89.0%","±4.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,166","±206","80.2%","±5.0"
