"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01862!!Estimate","ZCTA5 01862!!Margin of Error","ZCTA5 01862!!Percent","ZCTA5 01862!!Percent Margin of Error"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","27","±36","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","41","±54","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","155","±139","155","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±21","0.0%","±22.5"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±22.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±22.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±22.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±21","0.0%","±22.5"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±21","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±21","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±21","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,907","±363","1,907","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","85","±62","4.5%","±3.3"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","88","±65","4.6%","±3.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","707","±262","37.1%","±9.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","708","±207","37.1%","±8.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","319","±142","16.7%","±7.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","8,447","±867","8,447","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","124","±78","1.5%","±0.9"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","521","±157","6.2%","±2.0"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,663","±575","31.5%","±5.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,588","±368","18.8%","±3.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","722","±182","8.5%","±2.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,928","±369","22.8%","±3.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","901","±221","10.7%","±2.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","7,802","±886","92.4%","±2.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,829","±430","33.5%","±4.4"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","9,144","±914","9,144","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","520","±158","5.7%","±1.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","9,649","±1,063","9,649","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","934","±256","9.7%","±2.9"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,575","±337","1,575","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","48","±61","3.0%","±3.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","6,410","±864","6,410","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","344","±156","5.4%","±2.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,664","±215","1,664","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","542","±163","32.6%","±9.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","10,662","±1,064","10,662","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","9,055","±1,011","84.9%","±3.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,607","±333","15.1%","±3.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,596","±331","15.0%","±3.0"
"                Same county","446,141","±8,933","6.4%","±0.1","893","±226","8.4%","±2.2"
"                Different county","354,693","±6,215","5.1%","±0.1","703","±234","6.6%","±2.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","390","±105","3.7%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","313","±226","2.9%","±2.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","11","±17","0.1%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","10,719","±1,075","10,719","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","9,660","±992","90.1%","±2.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","9,485","±976","88.5%","±2.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","7,868","±848","73.4%","±3.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,617","±431","15.1%","±3.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","175","±96","1.6%","±0.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,059","±328","9.9%","±2.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,059","±328","1,059","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","568","±202","53.6%","±13.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","491","±237","46.4%","±13.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,234","±333","1,234","(X)"
"        Native","209,292","±4,176","209,292","(X)","175","±96","175","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","14","±18","8.0%","±11.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","161","±98","92.0%","±11.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,059","±328","1,059","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","271","±169","25.6%","±13.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","788","±272","74.4%","±13.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,059","±328","1,059","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","38","±47","3.6%","±4.5"
"        Asia","372,717","±3,581","30.8%","±0.3","414","±185","39.1%","±13.0"
"        Africa","113,823","±3,313","9.4%","±0.3","34","±36","3.2%","±3.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±3.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","457","±227","43.2%","±14.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","116","±85","11.0%","±7.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","10,409","±1,057","10,409","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","8,904","±990","85.5%","±3.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,505","±398","14.5%","±3.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","465","±183","4.5%","±1.8"
"        Spanish","623,189","±4,858","9.4%","±0.1","747","±352","7.2%","±3.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","151","±111","1.5%","±1.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","528","±242","5.1%","±2.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","121","±83","1.2%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","230","±137","2.2%","±1.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","193","±128","1.9%","±1.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±21","0.0%","±0.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","10,719","±1,075","10,719","(X)"
"        American","260,364","±6,504","3.7%","±0.1","639","±402","6.0%","±3.6"
"        Arab","72,487","±3,641","1.0%","±0.1","33","±51","0.3%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","17","±29","0.2%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","9","±16","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","67","±70","0.6%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","1,365","±428","12.7%","±4.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","632","±259","5.9%","±2.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","329","±165","3.1%","±1.6"
"        German","387,135","±7,027","5.5%","±0.1","349","±162","3.3%","±1.6"
"        Greek","76,566","±3,218","1.1%","±0.1","313","±316","2.9%","±2.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","83","±148","0.8%","±1.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,747","±625","25.6%","±4.9"
"        Italian","815,794","±9,186","11.7%","±0.1","1,329","±315","12.4%","±3.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","48","±59","0.4%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±21","0.0%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","294","±172","2.7%","±1.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","93","±67","0.9%","±0.7"
"        Russian","91,511","±3,161","1.3%","±0.1","60","±55","0.6%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","94","±88","0.9%","±0.8"
"        Scottish","134,503","±3,385","1.9%","±0.1","118","±92","1.1%","±0.9"
"        Slovak","7,069","±828","0.1%","±0.1","32","±50","0.3%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","36","±47","0.3%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","42","±54","0.4%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","15","±24","0.1%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±21","0.0%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","36","±39","0.3%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","633","±493","5.9%","±4.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,956","±428","3,956","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,875","±432","98.0%","±1.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,765","±449","95.2%","±3.1"
