"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01742!!Estimate","ZCTA5 01742!!Margin of Error","ZCTA5 01742!!Percent","ZCTA5 01742!!Percent Margin of Error"
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","7,383","±361","7,383","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","2,218","±332","30.0%","±3.6"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","4,305","±239","58.3%","±3.9"
"        Separated","37,600","±1,670","1.3%","±0.1","26","±26","0.4%","±0.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","288","±107","3.9%","±1.4"
"        Divorced","227,113","±4,005","8.0%","±0.1","546","±127","7.4%","±1.7"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","7,378","±385","7,378","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,705","±301","23.1%","±3.3"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","4,310","±214","58.4%","±4.2"
"        Separated","55,256","±1,859","1.8%","±0.1","14","±25","0.2%","±0.3"
"        Widowed","239,073","±3,906","7.9%","±0.1","492","±141","6.7%","±1.9"
"        Divorced","324,764","±4,024","10.7%","±0.1","857","±246","11.6%","±3.0"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","201","±91","201","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","16","±26","8.0%","±12.6"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","11","±18","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","59","±27","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±58","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","131","±68","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","50","±41","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","79","±59","79","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","28","±39","35.4%","±32.6"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±36.9"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±36.9"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±36.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","28","±39","35.4%","±32.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","28","±39","28","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","11","±15","39.3%","±34.6"
"        Who are married","19,550","±1,487","64.5%","±2.5","25","±39","89.3%","±35.1"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","4,832","±446","4,832","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","450","±170","9.3%","±3.6"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","202","±92","4.2%","±2.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,027","±271","41.9%","±4.4"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,266","±241","26.2%","±4.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","887","±288","18.4%","±5.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","12,929","±398","12,929","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","87","±49","0.7%","±0.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","470","±122","3.6%","±0.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,602","±290","12.4%","±2.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","781","±180","6.0%","±1.4"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","497","±185","3.8%","±1.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,476","±391","26.9%","±2.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","6,016","±531","46.5%","±3.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","12,372","±408","95.7%","±1.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","9,492","±531","73.4%","±3.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","13,901","±367","13,901","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","656","±186","4.7%","±1.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","16,922","±277","16,922","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,549","±261","9.2%","±1.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","4,467","±364","4,467","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","110","±67","2.5%","±1.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","8,988","±396","8,988","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","502","±152","5.6%","±1.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,467","±375","3,467","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","937","±219","27.0%","±5.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","18,210","±114","18,210","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","16,105","±433","88.4%","±2.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,105","±416","11.6%","±2.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,973","±398","10.8%","±2.2"
"                Same county","446,141","±8,933","6.4%","±0.1","1,102","±327","6.1%","±1.8"
"                Different county","354,693","±6,215","5.1%","±0.1","871","±278","4.8%","±1.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","433","±154","2.4%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","438","±197","2.4%","±1.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","132","±139","0.7%","±0.8"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","18,393","±79","18,393","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","16,395","±379","89.1%","±2.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","15,826","±420","86.0%","±2.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","9,470","±622","51.5%","±3.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","6,356","±569","34.6%","±3.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","569","±242","3.1%","±1.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,998","±382","10.9%","±2.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,998","±382","1,998","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,114","±259","55.8%","±10.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","884","±304","44.2%","±10.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,567","±428","2,567","(X)"
"        Native","209,292","±4,176","209,292","(X)","569","±242","569","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","190","±147","33.4%","±15.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","379","±133","66.6%","±15.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,998","±382","1,998","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","493","±234","24.7%","±9.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,505","±309","75.3%","±9.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,998","±382","1,998","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","813","±292","40.7%","±12.3"
"        Asia","372,717","±3,581","30.8%","±0.3","546","±207","27.3%","±9.0"
"        Africa","113,823","±3,313","9.4%","±0.3","160","±108","8.0%","±5.4"
"        Oceania","4,098","±490","0.3%","±0.1","7","±12","0.4%","±0.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","391","±202","19.6%","±9.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","81","±82","4.1%","±4.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","17,507","±215","17,507","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","14,862","±437","84.9%","±2.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2,645","±423","15.1%","±2.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","582","±197","3.3%","±1.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","767","±242","4.4%","±1.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","156","±75","0.9%","±0.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,448","±438","8.3%","±2.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","246","±114","1.4%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","306","±179","1.7%","±1.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","111","±107","0.6%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","124","±152","0.7%","±0.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","69","±103","0.4%","±0.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","18,393","±79","18,393","(X)"
"        American","260,364","±6,504","3.7%","±0.1","478","±196","2.6%","±1.1"
"        Arab","72,487","±3,641","1.0%","±0.1","355","±272","1.9%","±1.5"
"        Czech","12,119","±1,098","0.2%","±0.1","10","±16","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","64","±58","0.3%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","118","±87","0.6%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","2,890","±600","15.7%","±3.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","916","±422","5.0%","±2.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","337","±145","1.8%","±0.8"
"        German","387,135","±7,027","5.5%","±0.1","1,770","±520","9.6%","±2.8"
"        Greek","76,566","±3,218","1.1%","±0.1","212","±145","1.2%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","23","±26","0.1%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","4,112","±605","22.4%","±3.3"
"        Italian","815,794","±9,186","11.7%","±0.1","1,551","±335","8.4%","±1.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","121","±83","0.7%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","184","±136","1.0%","±0.7"
"        Polish","283,050","±4,814","4.0%","±0.1","700","±301","3.8%","±1.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","221","±198","1.2%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","172","±118","0.9%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","82","±54","0.4%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","629","±232","3.4%","±1.3"
"        Slovak","7,069","±828","0.1%","±0.1","101","±125","0.5%","±0.7"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","294","±172","1.6%","±0.9"
"        Swedish","102,031","±2,873","1.5%","±0.1","112","±68","0.6%","±0.4"
"        Swiss","10,126","±912","0.1%","±0.1","164","±191","0.9%","±1.0"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","178","±128","1.0%","±0.7"
"        Welsh","23,388","±1,506","0.3%","±0.1","204","±189","1.1%","±1.0"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","202","±240","1.1%","±1.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","6,357","±291","6,357","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","6,143","±306","96.6%","±1.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","6,089","±304","95.8%","±1.6"
