"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01609!!Estimate","ZCTA5 01609!!Margin of Error","ZCTA5 01609!!Percent","ZCTA5 01609!!Percent Margin of Error"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","17,181","±1,320","17,181","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,983","±377","11.5%","±2.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,175","±479","3,175","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,204","±285","37.9%","±7.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","23,389","±1,757","23,389","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","17,705","±1,363","75.7%","±3.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","5,684","±1,096","24.3%","±3.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","5,397","±1,091","23.1%","±3.9"
"                Same county","446,141","±8,933","6.4%","±0.1","2,493","±829","10.7%","±3.2"
"                Different county","354,693","±6,215","5.1%","±0.1","2,904","±488","12.4%","±1.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,383","±396","5.9%","±1.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","1,521","±317","6.5%","±1.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","287","±157","1.2%","±0.7"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","23,509","±1,756","23,509","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","19,126","±1,480","81.4%","±2.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","17,995","±1,451","76.5%","±2.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","12,145","±1,229","51.7%","±3.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,850","±792","24.9%","±2.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,131","±340","4.8%","±1.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","4,383","±802","18.6%","±2.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","4,383","±802","4,383","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,928","±458","44.0%","±7.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2,455","±592","56.0%","±7.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","5,514","±834","5,514","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,131","±340","1,131","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","162","±122","14.3%","±10.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","969","±328","85.7%","±10.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","4,383","±802","4,383","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,514","±449","34.5%","±7.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,869","±600","65.5%","±7.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","4,383","±802","4,383","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,063","±388","24.3%","±7.0"
"        Asia","372,717","±3,581","30.8%","±0.3","1,521","±430","34.7%","±8.4"
"        Africa","113,823","±3,313","9.4%","±0.3","445","±313","10.2%","±6.7"
"        Oceania","4,098","±490","0.3%","±0.1","58","±90","1.3%","±2.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","1,247","±414","28.5%","±7.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","49","±34","1.1%","±0.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","22,940","±1,623","22,940","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","16,426","±1,349","71.6%","±4.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","6,514","±1,100","28.4%","±4.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","2,520","±642","11.0%","±2.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","2,986","±710","13.0%","±3.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,269","±482","5.5%","±2.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,571","±464","6.8%","±1.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","627","±281","2.7%","±1.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,196","±412","5.2%","±1.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","363","±170","1.6%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","761","±347","3.3%","±1.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","261","±172","1.1%","±0.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","23,509","±1,756","23,509","(X)"
"        American","260,364","±6,504","3.7%","±0.1","832","±330","3.5%","±1.4"
"        Arab","72,487","±3,641","1.0%","±0.1","565","±333","2.4%","±1.4"
"        Czech","12,119","±1,098","0.2%","±0.1","40","±36","0.2%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","89","±101","0.4%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","98","±76","0.4%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","1,186","±289","5.0%","±1.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,041","±946","8.7%","±3.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","797","±267","3.4%","±1.1"
"        German","387,135","±7,027","5.5%","±0.1","1,210","±282","5.1%","±1.2"
"        Greek","76,566","±3,218","1.1%","±0.1","248","±111","1.1%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","105","±49","0.4%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,771","±753","16.0%","±2.8"
"        Italian","815,794","±9,186","11.7%","±0.1","3,302","±598","14.0%","±2.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","164","±77","0.7%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","244","±214","1.0%","±0.9"
"        Polish","283,050","±4,814","4.0%","±0.1","841","±290","3.6%","±1.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","204","±110","0.9%","±0.5"
"        Russian","91,511","±3,161","1.3%","±0.1","200","±107","0.9%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","39","±42","0.2%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","198","±95","0.8%","±0.4"
"        Slovak","7,069","±828","0.1%","±0.1","0","±25","0.0%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","424","±394","1.8%","±1.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","371","±160","1.6%","±0.7"
"        Swiss","10,126","±912","0.1%","±0.1","52","±41","0.2%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","36","±37","0.2%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","41","±36","0.2%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","631","±334","2.7%","±1.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,439","±645","8,439","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","7,454","±594","88.3%","±3.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","6,975","±571","82.7%","±3.9"
