"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01560!!Estimate","ZCTA5 01560!!Margin of Error","ZCTA5 01560!!Percent","ZCTA5 01560!!Percent Margin of Error"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","837","±281","24.7%","±6.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","373","±120","11.0%","±3.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","260","±104","7.7%","±3.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","994","±215","29.4%","±5.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","779","±162","23.0%","±5.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","3,243","±375","95.9%","±2.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,773","±233","52.4%","±6.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","3,643","±391","3,643","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","205","±87","5.6%","±2.3"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","4,761","±471","4,761","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","476","±186","10.0%","±3.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,118","±178","1,118","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±3.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","3,002","±318","3,002","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","224","±95","7.5%","±3.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","641","±266","641","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","252","±147","39.3%","±10.5"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","4,688","±464","4,688","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","4,278","±476","91.3%","±4.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","410","±219","8.7%","±4.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","404","±217","8.6%","±4.6"
"                Same county","446,141","±8,933","6.4%","±0.1","271","±199","5.8%","±4.2"
"                Different county","354,693","±6,215","5.1%","±0.1","133","±125","2.8%","±2.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","96","±105","2.0%","±2.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","37","±57","0.8%","±1.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","6","±11","0.1%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,773","±469","4,773","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","3,926","±424","82.3%","±3.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","3,833","±444","80.3%","±4.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","3,109","±411","65.1%","±5.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","724","±171","15.2%","±3.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","93","±75","1.9%","±1.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","847","±201","17.7%","±3.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","847","±201","847","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","532","±139","62.8%","±10.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","315","±131","37.2%","±10.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","940","±232","940","(X)"
"        Native","209,292","±4,176","209,292","(X)","93","±75","93","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","11","±18","11.8%","±20.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","82","±71","88.2%","±20.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","847","±201","847","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","96","±69","11.3%","±6.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","751","±172","88.7%","±6.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","847","±201","847","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","139","±90","16.4%","±9.3"
"        Asia","372,717","±3,581","30.8%","±0.3","575","±151","67.9%","±10.7"
"        Africa","113,823","±3,313","9.4%","±0.3","46","±45","5.4%","±4.9"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±4.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","81","±59","9.6%","±6.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","6","±10","0.7%","±1.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","4,351","±427","4,351","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","3,484","±396","80.1%","±4.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","867","±221","19.9%","±4.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","113","±64","2.6%","±1.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","139","±88","3.2%","±2.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","20","±22","0.5%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","378","±218","8.7%","±4.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","36","±35","0.8%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","324","±149","7.4%","±3.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","57","±49","1.3%","±1.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","26","±33","0.6%","±0.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±0.9"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,773","±469","4,773","(X)"
"        American","260,364","±6,504","3.7%","±0.1","162","±86","3.4%","±1.8"
"        Arab","72,487","±3,641","1.0%","±0.1","64","±64","1.3%","±1.3"
"        Czech","12,119","±1,098","0.2%","±0.1","34","±43","0.7%","±0.9"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±0.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","91","±82","1.9%","±1.7"
"        English","655,283","±8,406","9.4%","±0.1","577","±198","12.1%","±3.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","260","±120","5.4%","±2.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","232","±103","4.9%","±2.1"
"        German","387,135","±7,027","5.5%","±0.1","498","±200","10.4%","±4.2"
"        Greek","76,566","±3,218","1.1%","±0.1","54","±46","1.1%","±0.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±0.8"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,145","±270","24.0%","±5.0"
"        Italian","815,794","±9,186","11.7%","±0.1","537","±178","11.3%","±3.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","45","±45","0.9%","±0.9"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±0.8"
"        Polish","283,050","±4,814","4.0%","±0.1","279","±110","5.8%","±2.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","68","±58","1.4%","±1.2"
"        Russian","91,511","±3,161","1.3%","±0.1","127","±82","2.7%","±1.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","6","±12","0.1%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","42","±26","0.9%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","5","±8","0.1%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","21","±26","0.4%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","157","±141","3.3%","±2.9"
"        Swiss","10,126","±912","0.1%","±0.1","15","±23","0.3%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","9","±15","0.2%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","17","±27","0.4%","±0.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","9","±21","0.2%","±0.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,902","±210","1,902","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,856","±207","97.6%","±1.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,827","±198","96.1%","±2.0"
