"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01367!!Estimate","ZCTA5 01367!!Margin of Error","ZCTA5 01367!!Percent","ZCTA5 01367!!Percent Margin of Error"
"        Latin America","456,601","±7,328","37.7%","±0.5","9","±14","100.0%","±100.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±100.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","452","±82","452","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","451","±82","99.8%","±0.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1","±2","0.2%","±0.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±8.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","0","±13","0.0%","±8.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±8.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1","±2","0.2%","±0.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±8.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±8.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±8.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±8.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±8.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","473","±89","473","(X)"
"        American","260,364","±6,504","3.7%","±0.1","7","±6","1.5%","±1.4"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±8.1"
"        Czech","12,119","±1,098","0.2%","±0.1","6","±7","1.3%","±1.5"
"        Danish","14,346","±1,162","0.2%","±0.1","1","±2","0.2%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","3","±8","0.6%","±1.8"
"        English","655,283","±8,406","9.4%","±0.1","85","±28","18.0%","±5.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","61","±37","12.9%","±6.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","44","±18","9.3%","±4.1"
"        German","387,135","±7,027","5.5%","±0.1","47","±23","9.9%","±4.6"
"        Greek","76,566","±3,218","1.1%","±0.1","1","±2","0.2%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","1","±3","0.2%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","96","±39","20.3%","±6.4"
"        Italian","815,794","±9,186","11.7%","±0.1","30","±17","6.3%","±3.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","2","±3","0.4%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±8.1"
"        Polish","283,050","±4,814","4.0%","±0.1","23","±13","4.9%","±2.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","12","±10","2.5%","±2.1"
"        Russian","91,511","±3,161","1.3%","±0.1","2","±4","0.4%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","7","±6","1.5%","±1.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","36","±17","7.6%","±3.6"
"        Slovak","7,069","±828","0.1%","±0.1","6","±5","1.3%","±1.0"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±8.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","7","±6","1.5%","±1.3"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±8.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±8.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","12","±12","2.5%","±2.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±8.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","178","±30","178","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","160","±28","89.9%","±6.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","143","±27","80.3%","±7.3"
