"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01949!!Estimate","ZCTA5 01949!!Margin of Error","ZCTA5 01949!!Percent","ZCTA5 01949!!Percent Margin of Error"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","117","±77","7.7%","±5.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","728","±210","47.6%","±8.2"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","228","±124","14.9%","±7.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","236","±112","15.4%","±7.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","7,636","±279","7,636","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","246","±130","3.2%","±1.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","553","±223","7.2%","±2.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,477","±480","32.4%","±5.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","919","±215","12.0%","±2.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","587","±187","7.7%","±2.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,857","±299","24.3%","±3.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","997","±287","13.1%","±3.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","6,837","±335","89.5%","±3.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,854","±412","37.4%","±5.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","8,175","±244","8,175","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","363","±133","4.4%","±1.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","8,554","±210","8,554","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","749","±254","8.8%","±3.0"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,551","±245","1,551","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±19","0.0%","±2.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","4,940","±402","4,940","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","315","±141","6.4%","±2.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,063","±392","2,063","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","434","±188","21.0%","±8.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","9,689","±47","9,689","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","8,532","±321","88.1%","±3.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,157","±314","11.9%","±3.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,157","±314","11.9%","±3.2"
"                Same county","446,141","±8,933","6.4%","±0.1","758","±225","7.8%","±2.3"
"                Different county","354,693","±6,215","5.1%","±0.1","399","±189","4.1%","±2.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","382","±184","3.9%","±1.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","17","±23","0.2%","±0.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","9,726","±26","9,726","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","8,900","±270","91.5%","±2.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","8,768","±279","90.2%","±2.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","7,732","±404","79.5%","±4.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,036","±325","10.7%","±3.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","132","±65","1.4%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","826","±266","8.5%","±2.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","826","±266","826","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","512","±203","62.0%","±15.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","314","±170","38.0%","±15.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","958","±276","958","(X)"
"        Native","209,292","±4,176","209,292","(X)","132","±65","132","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","44","±30","33.3%","±15.9"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","88","±48","66.7%","±15.9"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","826","±266","826","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","226","±159","27.4%","±15.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","600","±222","72.6%","±15.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","826","±266","826","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","434","±218","52.5%","±16.7"
"        Asia","372,717","±3,581","30.8%","±0.3","99","±103","12.0%","±11.1"
"        Africa","113,823","±3,313","9.4%","±0.3","5","±9","0.6%","±1.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±4.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","220","±124","26.6%","±15.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","68","±64","8.2%","±7.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","9,314","±154","9,314","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","8,141","±317","87.4%","±3.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,173","±280","12.6%","±3.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","467","±184","5.0%","±2.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","421","±149","4.5%","±1.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","200","±94","2.1%","±1.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","678","±240","7.3%","±2.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","243","±134","2.6%","±1.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","29","±43","0.3%","±0.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±19","0.0%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","45","±45","0.5%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","24","±38","0.3%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","9,726","±26","9,726","(X)"
"        American","260,364","±6,504","3.7%","±0.1","352","±182","3.6%","±1.9"
"        Arab","72,487","±3,641","1.0%","±0.1","31","±28","0.3%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","116","±145","1.2%","±1.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","10","±18","0.1%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","1,048","±300","10.8%","±3.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","436","±188","4.5%","±1.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","292","±165","3.0%","±1.7"
"        German","387,135","±7,027","5.5%","±0.1","420","±211","4.3%","±2.2"
"        Greek","76,566","±3,218","1.1%","±0.1","135","±134","1.4%","±1.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","15","±24","0.2%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,232","±478","22.9%","±4.9"
"        Italian","815,794","±9,186","11.7%","±0.1","2,567","±523","26.4%","±5.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","34","±55","0.3%","±0.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","60","±100","0.6%","±1.0"
"        Polish","283,050","±4,814","4.0%","±0.1","683","±352","7.0%","±3.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","456","±367","4.7%","±3.8"
"        Russian","91,511","±3,161","1.3%","±0.1","159","±104","1.6%","±1.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","37","±44","0.4%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","276","±231","2.8%","±2.4"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±19","0.0%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","178","±135","1.8%","±1.4"
"        Swiss","10,126","±912","0.1%","±0.1","11","±18","0.1%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","112","±118","1.2%","±1.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±19","0.0%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","56","±47","0.6%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,122","±205","3,122","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,928","±213","93.8%","±3.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,002","±202","96.2%","±2.7"
