"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02152!!Estimate","ZCTA5 02152!!Margin of Error","ZCTA5 02152!!Percent","ZCTA5 02152!!Percent Margin of Error"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","311","±198","1.6%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","3,357","±635","17.6%","±3.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","3,357","±635","3,357","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,882","±479","56.1%","±11.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,475","±492","43.9%","±11.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","3,668","±631","3,668","(X)"
"        Native","209,292","±4,176","209,292","(X)","311","±198","311","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","23","±26","7.4%","±9.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","288","±196","92.6%","±9.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","3,357","±635","3,357","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,002","±429","29.8%","±11.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,355","±538","70.2%","±11.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","3,357","±635","3,357","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,120","±415","33.4%","±10.0"
"        Asia","372,717","±3,581","30.8%","±0.3","232","±127","6.9%","±3.9"
"        Africa","113,823","±3,313","9.4%","±0.3","285","±202","8.5%","±5.9"
"        Oceania","4,098","±490","0.3%","±0.1","7","±13","0.2%","±0.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","1,608","±498","47.9%","±11.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","105","±72","3.1%","±2.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","18,231","±310","18,231","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","13,292","±841","72.9%","±4.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","4,939","±789","27.1%","±4.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,282","±323","7.0%","±1.8"
"        Spanish","623,189","±4,858","9.4%","±0.1","2,230","±704","12.2%","±3.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","623","±238","3.4%","±1.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,283","±765","12.5%","±4.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","558","±266","3.1%","±1.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","269","±234","1.5%","±1.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","77","±81","0.4%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","157","±134","0.9%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","24","±28","0.1%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","19,088","±22","19,088","(X)"
"        American","260,364","±6,504","3.7%","±0.1","797","±283","4.2%","±1.5"
"        Arab","72,487","±3,641","1.0%","±0.1","222","±161","1.2%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","19","±30","0.1%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","49","±49","0.3%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","52","±59","0.3%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","1,311","±337","6.9%","±1.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","464","±203","2.4%","±1.1"
"        French Canadian","235,524","±4,384","3.4%","±0.1","399","±161","2.1%","±0.8"
"        German","387,135","±7,027","5.5%","±0.1","782","±283","4.1%","±1.5"
"        Greek","76,566","±3,218","1.1%","±0.1","218","±139","1.1%","±0.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","85","±74","0.4%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","4,391","±616","23.0%","±3.2"
"        Italian","815,794","±9,186","11.7%","±0.1","4,454","±591","23.3%","±3.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","236","±204","1.2%","±1.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","148","±157","0.8%","±0.8"
"        Polish","283,050","±4,814","4.0%","±0.1","749","±240","3.9%","±1.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","311","±162","1.6%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","278","±113","1.5%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","55","±39","0.3%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","165","±92","0.9%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","34","±51","0.2%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","314","±396","1.6%","±2.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","375","±241","2.0%","±1.3"
"        Swiss","10,126","±912","0.1%","±0.1","203","±244","1.1%","±1.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","5","±10","0.0%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","66","±68","0.3%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","18","±22","0.1%","±0.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,242","±398","8,242","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","7,552","±398","91.6%","±2.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","7,149","±408","86.7%","±3.0"
