"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01331!!Estimate","ZCTA5 01331!!Margin of Error","ZCTA5 01331!!Percent","ZCTA5 01331!!Percent Margin of Error"
"        Separated","37,600","±1,670","1.3%","±0.1","157","±85","2.8%","±1.5"
"        Widowed","65,484","±1,934","2.3%","±0.1","167","±70","2.9%","±1.2"
"        Divorced","227,113","±4,005","8.0%","±0.1","810","±209","14.2%","±3.4"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","5,999","±342","5,999","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,897","±351","31.6%","±4.8"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","2,692","±230","44.9%","±4.5"
"        Separated","55,256","±1,859","1.8%","±0.1","70","±52","1.2%","±0.9"
"        Widowed","239,073","±3,906","7.9%","±0.1","419","±105","7.0%","±1.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","921","±206","15.4%","±3.4"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","121","±63","121","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","11","±14","9.1%","±12.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","6","±8","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","39","±23","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±103","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","80","±52","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","9","±13","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","351","±141","351","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","121","±81","34.5%","±19.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±10.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","51","±58","14.5%","±15.3"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±10.8"
"            5 or more years","13,647","±1,024","10.9%","±0.8","70","±59","19.9%","±16.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","121","±81","121","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","94","±63","77.7%","±19.3"
"        Who are married","19,550","±1,487","64.5%","±2.5","92","±72","76.0%","±35.6"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","2,784","±269","2,784","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","203","±87","7.3%","±3.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","180","±90","6.5%","±3.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,105","±214","39.7%","±6.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","626","±159","22.5%","±5.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","670","±183","24.1%","±6.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","10,129","±309","10,129","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","258","±117","2.5%","±1.1"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","724","±244","7.1%","±2.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,891","±405","38.4%","±3.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,061","±270","20.3%","±2.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,177","±244","11.6%","±2.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,333","±231","13.2%","±2.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","685","±147","6.8%","±1.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","9,147","±390","90.3%","±2.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,018","±289","19.9%","±3.1"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","11,306","±333","11,306","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,045","±179","9.2%","±1.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","13,717","±294","13,717","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,554","±362","18.6%","±2.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,530","±283","2,530","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","135","±81","5.3%","±3.0"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","8,688","±361","8,688","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,530","±314","17.6%","±3.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,499","±282","2,499","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","889","±194","35.6%","±6.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","13,805","±267","13,805","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","12,556","±481","91.0%","±2.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,249","±392","9.0%","±2.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,200","±389","8.7%","±2.8"
"                Same county","446,141","±8,933","6.4%","±0.1","817","±323","5.9%","±2.3"
"                Different county","354,693","±6,215","5.1%","±0.1","383","±219","2.8%","±1.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","227","±115","1.6%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","156","±185","1.1%","±1.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","49","±64","0.4%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,870","±261","13,870","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","13,350","±377","96.3%","±1.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","13,243","±380","95.5%","±1.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,291","±363","81.4%","±2.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,952","±300","14.1%","±2.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","107","±67","0.8%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","520","±256","3.7%","±1.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","520","±256","520","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","226","±105","43.5%","±23.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","294","±232","56.5%","±23.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","627","±266","627","(X)"
"        Native","209,292","±4,176","209,292","(X)","107","±67","107","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","41","±44","38.3%","±28.7"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","66","±45","61.7%","±28.7"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","520","±256","520","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","60","±69","11.5%","±13.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","460","±250","88.5%","±13.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","520","±256","520","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","130","±83","25.0%","±17.8"
"        Asia","372,717","±3,581","30.8%","±0.3","68","±48","13.1%","±10.6"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±21","0.0%","±7.4"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±7.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","233","±217","44.8%","±25.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","89","±73","17.1%","±13.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","13,215","±326","13,215","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","12,522","±451","94.8%","±2.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","693","±286","5.2%","±2.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","195","±114","1.5%","±0.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","297","±223","2.2%","±1.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","116","±100","0.9%","±0.8"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","280","±160","2.1%","±1.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","58","±61","0.4%","±0.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","84","±59","0.6%","±0.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","21","±28","0.2%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","32","±34","0.2%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,870","±261","13,870","(X)"
"        American","260,364","±6,504","3.7%","±0.1","2,067","±539","14.9%","±3.8"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±21","0.0%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","3","±4","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","26","±23","0.2%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","54","±40","0.4%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","1,950","±388","14.1%","±2.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,624","±350","11.7%","±2.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,011","±238","7.3%","±1.7"
"        German","387,135","±7,027","5.5%","±0.1","635","±164","4.6%","±1.2"
"        Greek","76,566","±3,218","1.1%","±0.1","50","±41","0.4%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","21","±24","0.2%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,741","±290","12.6%","±2.1"
"        Italian","815,794","±9,186","11.7%","±0.1","1,385","±365","10.0%","±2.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","242","±119","1.7%","±0.9"
"        Norwegian","35,032","±1,997","0.5%","±0.1","42","±42","0.3%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","635","±180","4.6%","±1.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","204","±91","1.5%","±0.7"
"        Russian","91,511","±3,161","1.3%","±0.1","9","±14","0.1%","±0.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","47","±48","0.3%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","315","±155","2.3%","±1.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","80","±116","0.6%","±0.8"
"        Swedish","102,031","±2,873","1.5%","±0.1","343","±124","2.5%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","22","±25","0.2%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","54","±58","0.4%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","32","±31","0.2%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","44","±42","0.3%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,450","±248","5,450","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,008","±262","91.9%","±2.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","4,867","±273","89.3%","±2.6"
