"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01521!!Estimate","ZCTA5 01521!!Margin of Error","ZCTA5 01521!!Percent","ZCTA5 01521!!Percent Margin of Error"
"    Population in households","6,744,826","*****","6,744,826","(X)","2,591","±14","2,591","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,106","±94","42.7%","±3.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","491","±67","19.0%","±2.6"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","95","±40","3.7%","±1.5"
"        Child","1,898,296","±5,188","28.1%","±0.1","729","±102","28.1%","±3.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","99","±48","3.8%","±1.8"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","71","±55","2.7%","±2.1"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","1,148","±101","1,148","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","373","±98","32.5%","±7.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","503","±69","43.8%","±6.5"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±3.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","61","±39","5.3%","±3.4"
"        Divorced","227,113","±4,005","8.0%","±0.1","211","±98","18.4%","±8.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","1,033","±87","1,033","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","330","±74","31.9%","±5.7"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","539","±66","52.2%","±6.8"
"        Separated","55,256","±1,859","1.8%","±0.1","13","±12","1.3%","±1.2"
"        Widowed","239,073","±3,906","7.9%","±0.1","34","±19","3.3%","±1.8"
"        Divorced","324,764","±4,024","10.7%","±0.1","117","±47","11.3%","±4.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","38","±34","38","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","22","±29","57.9%","±47.4"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","72","±94","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","82","±74","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±425","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","169","±154","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","28","±48","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","65","±51","65","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","10","±15","15.4%","±23.7"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±40.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±40.8"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±40.8"
"            5 or more years","13,647","±1,024","10.9%","±0.8","10","±15","15.4%","±23.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","10","±15","10","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","5","±7","50.0%","±13.4"
"        Who are married","19,550","±1,487","64.5%","±2.5","10","±15","100.0%","±100.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","536","±150","536","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","14","±14","2.6%","±2.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","41","±30","7.6%","±5.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","219","±95","40.9%","±11.7"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","140","±77","26.1%","±12.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","122","±51","22.8%","±9.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,920","±108","1,920","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","27","±23","1.4%","±1.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","122","±54","6.4%","±2.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","499","±116","26.0%","±5.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","412","±112","21.5%","±5.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","224","±69","11.7%","±3.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","414","±108","21.6%","±5.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","222","±52","11.6%","±2.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,771","±125","92.2%","±3.1"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","636","±123","33.1%","±6.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","2,068","±114","2,068","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","233","±79","11.3%","±3.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","2,591","±14","2,591","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","322","±81","12.4%","±3.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","523","±114","523","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","23","±27","4.4%","±5.1"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,532","±107","1,532","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","155","±59","10.1%","±3.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","536","±95","536","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","144","±51","26.9%","±8.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","2,565","±30","2,565","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","2,382","±130","92.9%","±4.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","183","±115","7.1%","±4.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","163","±112","6.4%","±4.4"
"                Same county","446,141","±8,933","6.4%","±0.1","106","±103","4.1%","±4.0"
"                Different county","354,693","±6,215","5.1%","±0.1","57","±54","2.2%","±2.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","52","±54","2.0%","±2.1"
"                    Different state","148,941","±3,990","2.2%","±0.1","5","±7","0.2%","±0.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","20","±23","0.8%","±0.9"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,591","±14","2,591","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","2,541","±35","98.1%","±1.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","2,531","±38","97.7%","±1.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,917","±135","74.0%","±5.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","614","±130","23.7%","±5.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","10","±11","0.4%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","50","±33","1.9%","±1.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","50","±33","50","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","50","±33","100.0%","±46.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","0","±13","0.0%","±46.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","60","±35","60","(X)"
"        Native","209,292","±4,176","209,292","(X)","10","±11","10","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±100.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","10","±11","100.0%","±100.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","50","±33","50","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","7","±10","14.0%","±21.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","43","±31","86.0%","±21.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","50","±33","50","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","20","±18","40.0%","±34.0"
"        Asia","372,717","±3,581","30.8%","±0.3","23","±26","46.0%","±35.9"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±46.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±46.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","7","±10","14.0%","±21.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±46.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","2,475","±70","2,475","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","2,367","±77","95.6%","±1.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","108","±42","4.4%","±1.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","37","±26","1.5%","±1.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","7","±10","0.3%","±0.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","7","±10","0.3%","±0.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","90","±37","3.6%","±1.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","24","±20","1.0%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±1.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±1.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","11","±17","0.4%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","6","±9","0.2%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,591","±14","2,591","(X)"
"        American","260,364","±6,504","3.7%","±0.1","321","±157","12.4%","±6.1"
"        Arab","72,487","±3,641","1.0%","±0.1","17","±26","0.7%","±1.0"
"        Czech","12,119","±1,098","0.2%","±0.1","17","±17","0.7%","±0.7"
"        Danish","14,346","±1,162","0.2%","±0.1","5","±7","0.2%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","13","±18","0.5%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","312","±86","12.0%","±3.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","344","±101","13.3%","±3.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","294","±109","11.3%","±4.2"
"        German","387,135","±7,027","5.5%","±0.1","143","±83","5.5%","±3.2"
"        Greek","76,566","±3,218","1.1%","±0.1","5","±7","0.2%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","16","±25","0.6%","±0.9"
"        Irish","1,345,219","±11,619","19.2%","±0.2","298","±103","11.5%","±4.0"
"        Italian","815,794","±9,186","11.7%","±0.1","228","±80","8.8%","±3.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","6","±8","0.2%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","10","±12","0.4%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","219","±73","8.5%","±2.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","19","±20","0.7%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","19","±26","0.7%","±1.0"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","24","±22","0.9%","±0.8"
"        Scottish","134,503","±3,385","1.9%","±0.1","99","±71","3.8%","±2.7"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","26","±16","1.0%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","2","±3","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±1.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","15","±15","0.6%","±0.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,106","±94","1,106","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,059","±94","95.8%","±3.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","991","±107","89.6%","±4.8"
