"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01569!!Estimate","ZCTA5 01569!!Margin of Error","ZCTA5 01569!!Percent","ZCTA5 01569!!Percent Margin of Error"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","687","±277","23.9%","±8.2"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","641","±264","22.3%","±7.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","10,169","±462","10,169","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","226","±145","2.2%","±1.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","243","±114","2.4%","±1.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,066","±470","30.2%","±4.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,806","±464","17.8%","±4.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","989","±353","9.7%","±3.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,608","±452","25.6%","±4.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,231","±262","12.1%","±2.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","9,700","±509","95.4%","±1.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,839","±517","37.8%","±5.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","11,226","±415","11,226","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","607","±152","5.4%","±1.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","13,884","±353","13,884","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,585","±485","11.4%","±3.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,700","±412","2,700","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","27","±32","1.0%","±1.1"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","8,812","±446","8,812","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","820","±340","9.3%","±3.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,372","±298","2,372","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","738","±244","31.1%","±8.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","13,810","±333","13,810","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","12,475","±702","90.3%","±4.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,335","±579","9.7%","±4.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,335","±579","9.7%","±4.2"
"                Same county","446,141","±8,933","6.4%","±0.1","884","±473","6.4%","±3.4"
"                Different county","354,693","±6,215","5.1%","±0.1","451","±350","3.3%","±2.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","134","±88","1.0%","±0.6"
"                    Different state","148,941","±3,990","2.2%","±0.1","317","±335","2.3%","±2.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±21","0.0%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,948","±344","13,948","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","13,140","±518","94.2%","±3.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","13,057","±533","93.6%","±3.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","9,712","±740","69.6%","±5.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,345","±547","24.0%","±3.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","83","±89","0.6%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","808","±443","5.8%","±3.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","808","±443","808","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","654","±426","80.9%","±17.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","154","±126","19.1%","±17.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","891","±456","891","(X)"
"        Native","209,292","±4,176","209,292","(X)","83","±89","83","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","43","±74","51.8%","±49.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","40","±41","48.2%","±49.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","808","±443","808","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","170","±143","21.0%","±19.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","638","±429","79.0%","±19.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","808","±443","808","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","510","±395","63.1%","±24.2"
"        Asia","372,717","±3,581","30.8%","±0.3","55","±57","6.8%","±8.2"
"        Africa","113,823","±3,313","9.4%","±0.3","123","±140","15.2%","±19.2"
"        Oceania","4,098","±490","0.3%","±0.1","13","±21","1.6%","±3.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","107","±97","13.2%","±12.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±21","0.0%","±4.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","13,151","±413","13,151","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","12,564","±486","95.5%","±2.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","587","±322","4.5%","±2.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","220","±162","1.7%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","266","±293","2.0%","±2.2"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","47","±54","0.4%","±0.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","236","±149","1.8%","±1.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","88","±118","0.7%","±0.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","30","±49","0.2%","±0.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","30","±49","0.2%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","55","±89","0.4%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","55","±89","0.4%","±0.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,948","±344","13,948","(X)"
"        American","260,364","±6,504","3.7%","±0.1","338","±256","2.4%","±1.8"
"        Arab","72,487","±3,641","1.0%","±0.1","62","±73","0.4%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","13","±21","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","17","±28","0.1%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","113","±64","0.8%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","1,108","±324","7.9%","±2.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,485","±589","10.6%","±4.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,203","±459","8.6%","±3.3"
"        German","387,135","±7,027","5.5%","±0.1","967","±348","6.9%","±2.5"
"        Greek","76,566","±3,218","1.1%","±0.1","23","±26","0.2%","±0.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","37","±44","0.3%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,408","±581","24.4%","±4.1"
"        Italian","815,794","±9,186","11.7%","±0.1","2,371","±574","17.0%","±4.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","254","±230","1.8%","±1.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","10","±17","0.1%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","647","±290","4.6%","±2.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","551","±333","4.0%","±2.4"
"        Russian","91,511","±3,161","1.3%","±0.1","58","±55","0.4%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","51","±47","0.4%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","357","±193","2.6%","±1.4"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±21","0.0%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","209","±140","1.5%","±1.0"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","57","±58","0.4%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","48","±42","0.3%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±21","0.0%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,327","±354","5,327","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,041","±346","94.6%","±2.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","5,000","±352","93.9%","±2.8"
