"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01944!!Estimate","ZCTA5 01944!!Margin of Error","ZCTA5 01944!!Percent","ZCTA5 01944!!Percent Margin of Error"
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","40","±44","40","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±19","0.0%","±52.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±106","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","42","±47","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±239","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","80","±125","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","36","±57","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","18","±25","18","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","11","±19","61.1%","±61.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±77.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±77.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±77.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","11","±19","61.1%","±61.1"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","11","±19","11","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","11","±19","100.0%","±99.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±19","0.0%","±99.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,383","±265","1,383","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","96","±49","6.9%","±4.0"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","81","±55","5.9%","±4.1"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","492","±160","35.6%","±10.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","527","±261","38.1%","±14.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","187","±94","13.5%","±7.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","3,834","±251","3,834","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","0","±19","0.0%","±1.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","22","±35","0.6%","±0.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","251","±157","6.5%","±3.9"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","437","±169","11.4%","±4.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","152","±89","4.0%","±2.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,685","±302","43.9%","±7.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,287","±306","33.6%","±8.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","3,812","±249","99.4%","±0.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,972","±229","77.5%","±6.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","4,021","±276","4,021","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","109","±64","2.7%","±1.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","5,382","±27","5,382","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","289","±119","5.4%","±2.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,361","±277","1,361","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±19","0.0%","±2.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","2,810","±201","2,810","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","65","±54","2.3%","±1.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,211","±240","1,211","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","224","±113","18.5%","±8.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","5,341","±53","5,341","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","4,648","±330","87.0%","±5.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","693","±301","13.0%","±5.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","615","±290","11.5%","±5.5"
"                Same county","446,141","±8,933","6.4%","±0.1","337","±238","6.3%","±4.5"
"                Different county","354,693","±6,215","5.1%","±0.1","278","±150","5.2%","±2.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","83","±81","1.6%","±1.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","195","±132","3.7%","±2.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","78","±70","1.5%","±1.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","5,382","±27","5,382","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","5,052","±148","93.9%","±2.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","4,988","±159","92.7%","±3.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","3,077","±329","57.2%","±6.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,911","±324","35.5%","±6.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","64","±70","1.2%","±1.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","330","±149","6.1%","±2.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","330","±149","330","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","174","±93","52.7%","±27.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","156","±133","47.3%","±27.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","394","±159","394","(X)"
"        Native","209,292","±4,176","209,292","(X)","64","±70","64","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","4","±8","6.3%","±15.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","60","±70","93.8%","±15.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","330","±149","330","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","32","±38","9.7%","±12.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","298","±145","90.3%","±12.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","330","±149","330","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","126","±77","38.2%","±23.0"
"        Asia","372,717","±3,581","30.8%","±0.3","38","±45","11.5%","±13.6"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±19","0.0%","±11.4"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±11.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","62","±57","18.8%","±18.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","104","±127","31.5%","±30.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","5,134","±120","5,134","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","4,805","±183","93.6%","±3.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","329","±157","6.4%","±3.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","64","±50","1.2%","±1.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","133","±101","2.6%","±2.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","51","±47","1.0%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","109","±66","2.1%","±1.3"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","13","±20","0.3%","±0.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","65","±80","1.3%","±1.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±19","0.0%","±0.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","22","±34","0.4%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","5,382","±27","5,382","(X)"
"        American","260,364","±6,504","3.7%","±0.1","110","±89","2.0%","±1.7"
"        Arab","72,487","±3,641","1.0%","±0.1","30","±40","0.6%","±0.7"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.7"
"        Danish","14,346","±1,162","0.2%","±0.1","19","±29","0.4%","±0.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","21","±35","0.4%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","1,097","±323","20.4%","±6.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","190","±109","3.5%","±2.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","179","±137","3.3%","±2.5"
"        German","387,135","±7,027","5.5%","±0.1","435","±201","8.1%","±3.7"
"        Greek","76,566","±3,218","1.1%","±0.1","82","±66","1.5%","±1.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±19","0.0%","±0.7"
"        Irish","1,345,219","±11,619","19.2%","±0.2","975","±311","18.1%","±5.8"
"        Italian","815,794","±9,186","11.7%","±0.1","605","±216","11.2%","±4.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±19","0.0%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","54","±46","1.0%","±0.9"
"        Polish","283,050","±4,814","4.0%","±0.1","185","±121","3.4%","±2.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","163","±103","3.0%","±1.9"
"        Russian","91,511","±3,161","1.3%","±0.1","43","±45","0.8%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","23","±36","0.4%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","283","±172","5.3%","±3.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.7"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±19","0.0%","±0.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","114","±103","2.1%","±1.9"
"        Swiss","10,126","±912","0.1%","±0.1","29","±34","0.5%","±0.6"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±19","0.0%","±0.7"
"        Welsh","23,388","±1,506","0.3%","±0.1","55","±45","1.0%","±0.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±19","0.0%","±0.7"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,080","±181","2,080","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,076","±182","99.8%","±0.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,057","±182","98.9%","±1.5"
