"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02030!!Estimate","ZCTA5 02030!!Margin of Error","ZCTA5 02030!!Percent","ZCTA5 02030!!Percent Margin of Error"
"        With a disability","393,175","±6,150","8.9%","±0.1","175","±123","5.4%","±3.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","968","±163","968","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","160","±74","16.5%","±6.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","5,875","±34","5,875","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","5,372","±261","91.4%","±4.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","503","±256","8.6%","±4.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","490","±257","8.3%","±4.4"
"                Same county","446,141","±8,933","6.4%","±0.1","267","±201","4.5%","±3.4"
"                Different county","354,693","±6,215","5.1%","±0.1","223","±138","3.8%","±2.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","184","±142","3.1%","±2.4"
"                    Different state","148,941","±3,990","2.2%","±0.1","39","±40","0.7%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","13","±19","0.2%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","5,894","±22","5,894","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","4,957","±199","84.1%","±3.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","4,932","±202","83.7%","±3.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","3,226","±382","54.7%","±6.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,706","±289","28.9%","±4.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","25","±24","0.4%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","937","±194","15.9%","±3.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","937","±194","937","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","763","±172","81.4%","±8.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","174","±86","18.6%","±8.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","962","±197","962","(X)"
"        Native","209,292","±4,176","209,292","(X)","25","±24","25","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","11","±18","44.0%","±53.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","14","±16","56.0%","±53.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","937","±194","937","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","153","±85","16.3%","±8.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","784","±176","83.7%","±8.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","937","±194","937","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","281","±116","30.0%","±9.9"
"        Asia","372,717","±3,581","30.8%","±0.3","489","±122","52.2%","±10.1"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±19","0.0%","±4.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±4.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","128","±89","13.7%","±8.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","39","±42","4.2%","±4.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","5,624","±112","5,624","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","4,663","±291","82.9%","±4.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","961","±245","17.1%","±4.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","182","±87","3.2%","±1.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","180","±103","3.2%","±1.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","69","±54","1.2%","±1.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","472","±163","8.4%","±2.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","63","±47","1.1%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","309","±165","5.5%","±2.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","50","±49","0.9%","±0.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±19","0.0%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","5,894","±22","5,894","(X)"
"        American","260,364","±6,504","3.7%","±0.1","166","±106","2.8%","±1.8"
"        Arab","72,487","±3,641","1.0%","±0.1","33","±42","0.6%","±0.7"
"        Czech","12,119","±1,098","0.2%","±0.1","81","±82","1.4%","±1.4"
"        Danish","14,346","±1,162","0.2%","±0.1","34","±50","0.6%","±0.9"
"        Dutch","34,354","±1,922","0.5%","±0.1","16","±25","0.3%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","1,036","±267","17.6%","±4.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","69","±55","1.2%","±0.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","40","±33","0.7%","±0.6"
"        German","387,135","±7,027","5.5%","±0.1","653","±212","11.1%","±3.6"
"        Greek","76,566","±3,218","1.1%","±0.1","31","±33","0.5%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","5","±9","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,711","±394","29.0%","±6.6"
"        Italian","815,794","±9,186","11.7%","±0.1","842","±413","14.3%","±7.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","35","±45","0.6%","±0.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±19","0.0%","±0.7"
"        Polish","283,050","±4,814","4.0%","±0.1","152","±86","2.6%","±1.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","168","±159","2.9%","±2.7"
"        Russian","91,511","±3,161","1.3%","±0.1","159","±108","2.7%","±1.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","28","±41","0.5%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","30","±27","0.5%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","7","±11","0.1%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","10","±15","0.2%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","45","±37","0.8%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","19","±24","0.3%","±0.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","72","±90","1.2%","±1.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±19","0.0%","±0.7"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±19","0.0%","±0.7"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,916","±108","1,916","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,906","±108","99.5%","±0.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,877","±114","98.0%","±2.1"
