"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01351!!Estimate","ZCTA5 01351!!Margin of Error","ZCTA5 01351!!Percent","ZCTA5 01351!!Percent Margin of Error"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","610","±266","610","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","66","±42","10.8%","±8.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,671","±297","1,671","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","230","±149","13.8%","±8.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","444","±117","444","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","124","±89","27.9%","±16.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","2,701","±436","2,701","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","2,547","±449","94.3%","±4.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","154","±116","5.7%","±4.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","154","±116","5.7%","±4.5"
"                Same county","446,141","±8,933","6.4%","±0.1","49","±52","1.8%","±2.0"
"                Different county","354,693","±6,215","5.1%","±0.1","105","±100","3.9%","±3.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","35","±40","1.3%","±1.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","70","±92","2.6%","±3.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±1.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,725","±438","2,725","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","2,691","±437","98.8%","±0.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","2,639","±440","96.8%","±1.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","2,070","±463","76.0%","±7.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","569","±156","20.9%","±6.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","52","±41","1.9%","±1.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","34","±23","1.2%","±0.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","34","±23","34","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","34","±23","100.0%","±56.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","0","±13","0.0%","±56.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","86","±46","86","(X)"
"        Native","209,292","±4,176","209,292","(X)","52","±41","52","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±45.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","52","±41","100.0%","±45.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","34","±23","34","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±56.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","34","±23","100.0%","±56.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","34","±23","34","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","10","±16","29.4%","±38.1"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±56.4"
"        Africa","113,823","±3,313","9.4%","±0.3","3","±8","8.8%","±22.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±56.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","10","±14","29.4%","±45.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","11","±17","32.4%","±48.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","2,609","±390","2,609","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","2,596","±388","99.5%","±0.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","13","±12","0.5%","±0.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±1.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","9","±12","0.3%","±0.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±1.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1","±3","0.0%","±0.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±1.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±1.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±1.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","3","±8","0.1%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,725","±438","2,725","(X)"
"        American","260,364","±6,504","3.7%","±0.1","56","±42","2.1%","±1.6"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±1.5"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.5"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","28","±48","1.0%","±1.8"
"        English","655,283","±8,406","9.4%","±0.1","470","±175","17.2%","±6.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","204","±124","7.5%","±4.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","152","±109","5.6%","±4.1"
"        German","387,135","±7,027","5.5%","±0.1","223","±97","8.2%","±3.6"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±1.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±1.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","328","±145","12.0%","±5.7"
"        Italian","815,794","±9,186","11.7%","±0.1","155","±92","5.7%","±3.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","67","±52","2.5%","±1.9"
"        Norwegian","35,032","±1,997","0.5%","±0.1","12","±20","0.4%","±0.8"
"        Polish","283,050","±4,814","4.0%","±0.1","410","±161","15.0%","±5.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","1","±3","0.0%","±0.1"
"        Russian","91,511","±3,161","1.3%","±0.1","13","±19","0.5%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","9","±14","0.3%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","194","±226","7.1%","±8.2"
"        Slovak","7,069","±828","0.1%","±0.1","8","±12","0.3%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","165","±142","6.1%","±5.1"
"        Swiss","10,126","±912","0.1%","±0.1","15","±19","0.6%","±0.7"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","4","±8","0.1%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","9","±15","0.3%","±0.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,046","±142","1,046","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","938","±134","89.7%","±6.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","973","±135","93.0%","±5.5"
