"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01985!!Estimate","ZCTA5 01985!!Margin of Error","ZCTA5 01985!!Percent","ZCTA5 01985!!Percent Margin of Error"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,384","±232","30.8%","±5.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","27","±25","0.6%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","262","±93","5.8%","±2.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","262","±93","262","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","166","±83","63.4%","±25.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","96","±80","36.6%","±25.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","289","±96","289","(X)"
"        Native","209,292","±4,176","209,292","(X)","27","±25","27","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±63.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","27","±25","100.0%","±63.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","262","±93","262","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","40","±52","15.3%","±19.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","222","±99","84.7%","±19.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","262","±93","262","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","80","±60","30.5%","±21.4"
"        Asia","372,717","±3,581","30.8%","±0.3","103","±88","39.3%","±27.0"
"        Africa","113,823","±3,313","9.4%","±0.3","26","±45","9.9%","±16.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±14.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","33","±34","12.6%","±13.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","20","±23","7.6%","±9.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","4,358","±78","4,358","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","4,118","±125","94.5%","±2.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","240","±108","5.5%","±2.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","99","±75","2.3%","±1.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","119","±76","2.7%","±1.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","26","±24","0.6%","±0.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","55","±40","1.3%","±0.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","7","±10","0.2%","±0.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","28","±49","0.6%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","28","±49","0.6%","±1.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","38","±53","0.9%","±1.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","38","±53","0.9%","±1.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,500","±17","4,500","(X)"
"        American","260,364","±6,504","3.7%","±0.1","182","±97","4.0%","±2.2"
"        Arab","72,487","±3,641","1.0%","±0.1","28","±45","0.6%","±1.0"
"        Czech","12,119","±1,098","0.2%","±0.1","4","±8","0.1%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","16","±21","0.4%","±0.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","75","±55","1.7%","±1.2"
"        English","655,283","±8,406","9.4%","±0.1","823","±231","18.3%","±5.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","225","±110","5.0%","±2.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","329","±150","7.3%","±3.3"
"        German","387,135","±7,027","5.5%","±0.1","469","±228","10.4%","±5.1"
"        Greek","76,566","±3,218","1.1%","±0.1","106","±92","2.4%","±2.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","3","±6","0.1%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,141","±261","25.4%","±5.8"
"        Italian","815,794","±9,186","11.7%","±0.1","457","±147","10.2%","±3.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","52","±44","1.2%","±1.0"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±0.9"
"        Polish","283,050","±4,814","4.0%","±0.1","177","±83","3.9%","±1.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","25","±22","0.6%","±0.5"
"        Russian","91,511","±3,161","1.3%","±0.1","102","±65","2.3%","±1.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","5","±8","0.1%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","188","±118","4.2%","±2.6"
"        Slovak","7,069","±828","0.1%","±0.1","9","±14","0.2%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±0.9"
"        Swedish","102,031","±2,873","1.5%","±0.1","57","±50","1.3%","±1.1"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±0.9"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","11","±17","0.2%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","1","±2","0.0%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","10","±15","0.2%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,591","±90","1,591","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,584","±92","99.6%","±0.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,555","±92","97.7%","±1.4"
