"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01434!!Estimate","ZCTA5 01434!!Margin of Error","ZCTA5 01434!!Percent","ZCTA5 01434!!Percent Margin of Error"
"        Never married","1,055,131","±6,774","34.9%","±0.2","185","±130","42.0%","±20.6"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","243","±107","55.1%","±20.1"
"        Separated","55,256","±1,859","1.8%","±0.1","5","±11","1.1%","±2.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","2","±6","0.5%","±1.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","6","±9","1.4%","±2.0"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","9","±17","9","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","2","±6","22.2%","±77.8"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","12","±36","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","32","±65","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±327","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","24","±78","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","67","±184","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","0","±13","0","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","-","**"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","-","**"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","-","**"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","-","**"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","-","**"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","459","±232","459","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","0","±13","0.0%","±8.3"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","0","±13","0.0%","±8.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","177","±139","38.6%","±23.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","138","±116","30.1%","±22.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","144","±98","31.4%","±11.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,758","±359","1,758","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","49","±41","2.8%","±2.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","101","±57","5.7%","±3.3"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","506","±203","28.8%","±7.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","334","±136","19.0%","±7.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","150","±75","8.5%","±4.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","420","±200","23.9%","±9.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","198","±113","11.3%","±6.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,608","±356","91.5%","±4.6"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","618","±196","35.2%","±9.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,901","±381","1,901","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","171","±101","9.0%","±4.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,182","±368","1,182","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","7","±15","0.6%","±1.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","344","±155","344","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","2","±5","0.6%","±1.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","694","±254","694","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","5","±10","0.7%","±1.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","144","±158","144","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","0","±13","0.0%","±23.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","2,245","±414","2,245","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,544","±417","68.8%","±9.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","701","±197","31.2%","±9.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","666","±211","29.7%","±10.0"
"                Same county","446,141","±8,933","6.4%","±0.1","488","±195","21.7%","±8.7"
"                Different county","354,693","±6,215","5.1%","±0.1","178","±70","7.9%","±3.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","65","±45","2.9%","±2.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","113","±69","5.0%","±3.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","35","±37","1.6%","±1.7"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,245","±414","2,245","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,767","±319","78.7%","±8.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,702","±329","75.8%","±9.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","845","±299","37.6%","±9.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","857","±196","38.2%","±10.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","65","±55","2.9%","±2.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","478","±233","21.3%","±8.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","478","±233","478","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","295","±208","61.7%","±22.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","183","±82","38.3%","±22.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","543","±249","543","(X)"
"        Native","209,292","±4,176","209,292","(X)","65","±55","65","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","14","±20","21.5%","±35.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","51","±52","78.5%","±35.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","478","±233","478","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","18","±25","3.8%","±5.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","460","±231","96.2%","±5.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","478","±233","478","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","56","±50","11.7%","±10.4"
"        Asia","372,717","±3,581","30.8%","±0.3","149","±141","31.2%","±25.1"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±8.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±8.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","273","±184","57.1%","±25.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±8.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","2,200","±418","2,200","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,565","±297","71.1%","±9.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","635","±268","28.9%","±9.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","252","±154","11.5%","±6.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","185","±71","8.4%","±3.2"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","96","±61","4.4%","±2.8"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","247","±184","11.2%","±7.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","41","±35","1.9%","±1.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","182","±197","8.3%","±8.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","115","±138","5.2%","±6.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","21","±26","1.0%","±1.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,245","±414","2,245","(X)"
"        American","260,364","±6,504","3.7%","±0.1","22","±30","1.0%","±1.3"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±1.8"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.8"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","11","±21","0.5%","±0.9"
"        English","655,283","±8,406","9.4%","±0.1","88","±52","3.9%","±2.7"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","69","±61","3.1%","±2.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","176","±167","7.8%","±7.1"
"        German","387,135","±7,027","5.5%","±0.1","73","±41","3.3%","±1.9"
"        Greek","76,566","±3,218","1.1%","±0.1","10","±21","0.4%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±1.8"
"        Irish","1,345,219","±11,619","19.2%","±0.2","243","±111","10.8%","±4.6"
"        Italian","815,794","±9,186","11.7%","±0.1","182","±112","8.1%","±5.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","19","±25","0.8%","±1.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","17","±23","0.8%","±1.0"
"        Polish","283,050","±4,814","4.0%","±0.1","24","±32","1.1%","±1.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","2","±5","0.1%","±0.2"
"        Russian","91,511","±3,161","1.3%","±0.1","7","±16","0.3%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","45","±66","2.0%","±3.0"
"        Scottish","134,503","±3,385","1.9%","±0.1","19","±27","0.8%","±1.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.8"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","12","±21","0.5%","±1.0"
"        Swedish","102,031","±2,873","1.5%","±0.1","0","±13","0.0%","±1.8"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.8"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","12","±21","0.5%","±0.9"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±1.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","317","±357","14.1%","±14.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","315","±103","315","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","315","±103","100.0%","±11.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","315","±103","100.0%","±11.9"
