"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02191!!Estimate","ZCTA5 02191!!Margin of Error","ZCTA5 02191!!Percent","ZCTA5 02191!!Percent Margin of Error"
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","842","±235","842","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","624","±206","74.1%","±9.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","218","±97","25.9%","±9.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","972","±256","972","(X)"
"        Native","209,292","±4,176","209,292","(X)","130","±74","130","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","33","±52","25.4%","±32.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","97","±53","74.6%","±32.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","842","±235","842","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","186","±109","22.1%","±11.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","656","±215","77.9%","±11.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","842","±235","842","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","178","±76","21.1%","±8.6"
"        Asia","372,717","±3,581","30.8%","±0.3","476","±207","56.5%","±14.3"
"        Africa","113,823","±3,313","9.4%","±0.3","10","±17","1.2%","±2.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±4.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","154","±116","18.3%","±13.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","24","±39","2.9%","±4.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","7,519","±625","7,519","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","6,713","±576","89.3%","±3.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","806","±243","10.7%","±3.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","423","±193","5.6%","±2.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","106","±92","1.4%","±1.2"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","25","±45","0.3%","±0.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","199","±92","2.6%","±1.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","49","±38","0.7%","±0.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","361","±199","4.8%","±2.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","256","±164","3.4%","±2.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","140","±157","1.9%","±2.1"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","93","±130","1.2%","±1.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,856","±641","7,856","(X)"
"        American","260,364","±6,504","3.7%","±0.1","458","±203","5.8%","±2.6"
"        Arab","72,487","±3,641","1.0%","±0.1","106","±109","1.3%","±1.4"
"        Czech","12,119","±1,098","0.2%","±0.1","42","±43","0.5%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","138","±148","1.8%","±1.9"
"        English","655,283","±8,406","9.4%","±0.1","947","±248","12.1%","±3.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","394","±156","5.0%","±1.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","270","±136","3.4%","±1.8"
"        German","387,135","±7,027","5.5%","±0.1","217","±114","2.8%","±1.4"
"        Greek","76,566","±3,218","1.1%","±0.1","80","±65","1.0%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","8","±13","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,002","±426","38.2%","±4.6"
"        Italian","815,794","±9,186","11.7%","±0.1","1,420","±401","18.1%","±4.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","94","±72","1.2%","±0.9"
"        Norwegian","35,032","±1,997","0.5%","±0.1","92","±94","1.2%","±1.2"
"        Polish","283,050","±4,814","4.0%","±0.1","236","±97","3.0%","±1.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","120","±61","1.5%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","62","±47","0.8%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","30","±29","0.4%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","196","±124","2.5%","±1.6"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","64","±60","0.8%","±0.8"
"        Swedish","102,031","±2,873","1.5%","±0.1","150","±95","1.9%","±1.2"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±19","0.0%","±0.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±19","0.0%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","57","±41","0.7%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,444","±230","3,444","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,374","±230","98.0%","±1.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,098","±245","90.0%","±3.4"
