"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01951!!Estimate","ZCTA5 01951!!Margin of Error","ZCTA5 01951!!Percent","ZCTA5 01951!!Percent Margin of Error"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","378","±207","378","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","33","±51","8.7%","±11.9"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","99","±93","26.2%","±18.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","130","±110","34.4%","±22.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","53","±63","14.0%","±15.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","63","±76","16.7%","±19.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","2,393","±550","2,393","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","0","±13","0.0%","±1.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","0","±13","0.0%","±1.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","341","±142","14.2%","±6.0"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","501","±231","20.9%","±6.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","195","±94","8.1%","±4.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","860","±277","35.9%","±12.0"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","496","±330","20.7%","±11.0"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","2,393","±550","100.0%","±1.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,356","±364","56.7%","±8.1"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","2,456","±561","2,456","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","389","±341","15.8%","±11.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","2,811","±632","2,811","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","179","±120","6.4%","±4.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","355","±209","355","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","2","±9","0.6%","±2.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,828","±423","1,828","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","63","±58","3.4%","±3.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","628","±233","628","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","114","±88","18.2%","±13.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","2,816","±633","2,816","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","2,752","±638","97.7%","±2.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","64","±61","2.3%","±2.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","64","±61","2.3%","±2.3"
"                Same county","446,141","±8,933","6.4%","±0.1","37","±43","1.3%","±1.6"
"                Different county","354,693","±6,215","5.1%","±0.1","27","±43","1.0%","±1.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","0","±13","0.0%","±1.4"
"                    Different state","148,941","±3,990","2.2%","±0.1","27","±43","1.0%","±1.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±1.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,816","±633","2,816","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","2,750","±636","97.7%","±2.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","2,744","±635","97.4%","±2.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,951","±433","69.3%","±8.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","793","±345","28.2%","±8.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","6","±17","0.2%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","66","±60","2.3%","±2.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","66","±60","66","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","57","±56","86.4%","±26.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","9","±19","13.6%","±26.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","72","±65","72","(X)"
"        Native","209,292","±4,176","209,292","(X)","6","±17","6","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±100.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","6","±17","100.0%","±100.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","66","±60","66","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±40.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","66","±60","100.0%","±40.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","66","±60","66","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","20","±27","30.3%","±32.6"
"        Asia","372,717","±3,581","30.8%","±0.3","3","±9","4.5%","±15.0"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±40.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±40.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","0","±13","0.0%","±40.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","43","±46","65.2%","±34.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","2,728","±609","2,728","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","2,699","±609","98.9%","±2.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","29","±59","1.1%","±2.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","10","±20","0.4%","±0.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","0","±13","0.0%","±1.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±1.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","29","±59","1.1%","±2.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","10","±20","0.4%","±0.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±1.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±1.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±1.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,816","±633","2,816","(X)"
"        American","260,364","±6,504","3.7%","±0.1","130","±126","4.6%","±4.5"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±1.4"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.4"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","14","±22","0.5%","±0.8"
"        English","655,283","±8,406","9.4%","±0.1","811","±540","28.8%","±15.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","210","±139","7.5%","±4.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","164","±151","5.8%","±5.2"
"        German","387,135","±7,027","5.5%","±0.1","239","±125","8.5%","±4.4"
"        Greek","76,566","±3,218","1.1%","±0.1","42","±51","1.5%","±1.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±1.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","993","±582","35.3%","±16.0"
"        Italian","815,794","±9,186","11.7%","±0.1","409","±258","14.5%","±8.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±1.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","27","±33","1.0%","±1.1"
"        Polish","283,050","±4,814","4.0%","±0.1","99","±80","3.5%","±2.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","71","±66","2.5%","±2.3"
"        Russian","91,511","±3,161","1.3%","±0.1","21","±25","0.7%","±0.9"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","49","±67","1.7%","±2.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","59","±64","2.1%","±2.3"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","60","±50","2.1%","±1.9"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±1.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±1.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","18","±33","0.6%","±1.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,337","±315","1,337","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,313","±316","98.2%","±2.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,252","±317","93.6%","±5.6"
