"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01890!!Estimate","ZCTA5 01890!!Margin of Error","ZCTA5 01890!!Percent","ZCTA5 01890!!Percent Margin of Error"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,835","±302","41.6%","±4.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,605","±223","23.6%","±3.2"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,119","±199","16.4%","±2.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","15,395","±357","15,395","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","187","±92","1.2%","±0.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","195","±174","1.3%","±1.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,623","±286","10.5%","±1.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,299","±259","8.4%","±1.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","473","±128","3.1%","±0.8"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","4,253","±450","27.6%","±2.6"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","7,365","±452","47.8%","±3.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","15,013","±354","97.5%","±1.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","11,618","±466","75.5%","±2.9"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","16,544","±343","16,544","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","680","±194","4.1%","±1.2"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","22,590","±142","22,590","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,639","±268","7.3%","±1.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","6,331","±342","6,331","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","134","±74","2.1%","±1.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","12,511","±381","12,511","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","421","±123","3.4%","±1.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,748","±357","3,748","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,084","±263","28.9%","±6.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","22,705","±113","22,705","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","20,936","±463","92.2%","±2.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,769","±467","7.8%","±2.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,561","±450","6.9%","±2.0"
"                Same county","446,141","±8,933","6.4%","±0.1","967","±364","4.3%","±1.6"
"                Different county","354,693","±6,215","5.1%","±0.1","594","±271","2.6%","±1.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","86","±55","0.4%","±0.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","508","±261","2.2%","±1.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","208","±116","0.9%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","22,875","±34","22,875","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","18,377","±496","80.3%","±2.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","17,904","±527","78.3%","±2.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,744","±597","51.3%","±2.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","6,160","±485","26.9%","±2.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","473","±175","2.1%","±0.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","4,498","±491","19.7%","±2.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","4,498","±491","4,498","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","2,945","±389","65.5%","±5.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,553","±337","34.5%","±5.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","4,971","±524","4,971","(X)"
"        Native","209,292","±4,176","209,292","(X)","473","±175","473","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","163","±124","34.5%","±21.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","310","±135","65.5%","±21.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","4,498","±491","4,498","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","914","±301","20.3%","±5.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","3,584","±412","79.7%","±5.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","4,498","±491","4,498","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,333","±286","29.6%","±5.3"
"        Asia","372,717","±3,581","30.8%","±0.3","2,405","±374","53.5%","±6.3"
"        Africa","113,823","±3,313","9.4%","±0.3","98","±69","2.2%","±1.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±0.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","541","±229","12.0%","±4.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","121","±52","2.7%","±1.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","21,576","±231","21,576","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","16,122","±619","74.7%","±2.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","5,454","±625","25.3%","±2.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,239","±265","5.7%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","412","±238","1.9%","±1.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","46","±48","0.2%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,892","±580","13.4%","±2.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","589","±212","2.7%","±1.0"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,965","±355","9.1%","±1.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","558","±157","2.6%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","185","±215","0.9%","±1.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","46","±69","0.2%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","22,875","±34","22,875","(X)"
"        American","260,364","±6,504","3.7%","±0.1","718","±261","3.1%","±1.1"
"        Arab","72,487","±3,641","1.0%","±0.1","394","±243","1.7%","±1.1"
"        Czech","12,119","±1,098","0.2%","±0.1","17","±19","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","150","±93","0.7%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","245","±115","1.1%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","2,700","±509","11.8%","±2.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","638","±191","2.8%","±0.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","460","±179","2.0%","±0.8"
"        German","387,135","±7,027","5.5%","±0.1","2,189","±399","9.6%","±1.7"
"        Greek","76,566","±3,218","1.1%","±0.1","554","±178","2.4%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","50","±36","0.2%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","4,895","±541","21.4%","±2.4"
"        Italian","815,794","±9,186","11.7%","±0.1","3,397","±450","14.9%","±2.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","93","±64","0.4%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","130","±89","0.6%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","779","±237","3.4%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","301","±165","1.3%","±0.7"
"        Russian","91,511","±3,161","1.3%","±0.1","501","±311","2.2%","±1.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","258","±183","1.1%","±0.8"
"        Scottish","134,503","±3,385","1.9%","±0.1","661","±354","2.9%","±1.5"
"        Slovak","7,069","±828","0.1%","±0.1","19","±22","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","117","±132","0.5%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","246","±134","1.1%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","68","±77","0.3%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","72","±60","0.3%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","225","±122","1.0%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","271","±233","1.2%","±1.0"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,149","±327","8,149","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","7,777","±288","95.4%","±1.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","7,618","±279","93.5%","±2.2"
