"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02050!!Estimate","ZCTA5 02050!!Margin of Error","ZCTA5 02050!!Percent","ZCTA5 02050!!Percent Margin of Error"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,538","±433","9.8%","±2.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,798","±470","4,798","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,080","±196","22.5%","±4.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","25,692","±119","25,692","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","23,608","±709","91.9%","±2.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,084","±725","8.1%","±2.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,001","±719","7.8%","±2.8"
"                Same county","446,141","±8,933","6.4%","±0.1","1,119","±520","4.4%","±2.0"
"                Different county","354,693","±6,215","5.1%","±0.1","882","±315","3.4%","±1.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","759","±293","3.0%","±1.1"
"                    Different state","148,941","±3,990","2.2%","±0.1","123","±99","0.5%","±0.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","83","±107","0.3%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","25,841","±79","25,841","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","25,071","±226","97.0%","±0.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","24,908","±251","96.4%","±0.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","20,528","±695","79.4%","±2.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","4,380","±681","16.9%","±2.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","163","±116","0.6%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","770","±205","3.0%","±0.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","770","±205","770","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","472","±151","61.3%","±14.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","298","±143","38.7%","±14.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","933","±237","933","(X)"
"        Native","209,292","±4,176","209,292","(X)","163","±116","163","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±25","0.0%","±21.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","163","±116","100.0%","±21.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","770","±205","770","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","57","±55","7.4%","±7.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","713","±202","92.6%","±7.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","770","±205","770","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","457","±170","59.4%","±15.9"
"        Asia","372,717","±3,581","30.8%","±0.3","110","±79","14.3%","±10.2"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±25","0.0%","±5.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±5.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","151","±123","19.6%","±14.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","52","±45","6.8%","±5.9"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","24,658","±324","24,658","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","23,976","±390","97.2%","±1.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","682","±249","2.8%","±1.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","100","±95","0.4%","±0.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","160","±103","0.6%","±0.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","24","±39","0.1%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","398","±181","1.6%","±0.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","76","±86","0.3%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","116","±131","0.5%","±0.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±25","0.0%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","8","±11","0.0%","±0.1"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±25","0.0%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","25,841","±79","25,841","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,430","±502","5.5%","±1.9"
"        Arab","72,487","±3,641","1.0%","±0.1","117","±99","0.5%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","31","±50","0.1%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","14","±17","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","215","±206","0.8%","±0.8"
"        English","655,283","±8,406","9.4%","±0.1","3,440","±560","13.3%","±2.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","944","±322","3.7%","±1.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","771","±317","3.0%","±1.2"
"        German","387,135","±7,027","5.5%","±0.1","1,502","±351","5.8%","±1.4"
"        Greek","76,566","±3,218","1.1%","±0.1","497","±346","1.9%","±1.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","131","±101","0.5%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","10,510","±924","40.7%","±3.6"
"        Italian","815,794","±9,186","11.7%","±0.1","4,546","±796","17.6%","±3.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","117","±79","0.5%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","172","±137","0.7%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","686","±232","2.7%","±0.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","700","±245","2.7%","±0.9"
"        Russian","91,511","±3,161","1.3%","±0.1","150","±98","0.6%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","218","±95","0.8%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","981","±309","3.8%","±1.2"
"        Slovak","7,069","±828","0.1%","±0.1","12","±19","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","58","±82","0.2%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","456","±151","1.8%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","31","±35","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","160","±173","0.6%","±0.7"
"        Welsh","23,388","±1,506","0.3%","±0.1","127","±82","0.5%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","88","±127","0.3%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","10,142","±363","10,142","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","9,911","±363","97.7%","±0.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","9,629","±399","94.9%","±1.7"
