"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01908!!Estimate","ZCTA5 01908!!Margin of Error","ZCTA5 01908!!Percent","ZCTA5 01908!!Percent Margin of Error"
"        Divorced","324,764","±4,024","10.7%","±0.1","280","±150","15.1%","±7.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","23","±33","23","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±68.6"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±90","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","36","±51","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±273","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","113","±159","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±119","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","8","±12","8","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±100.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±100.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±100.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±100.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±100.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","492","±113","492","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","35","±38","7.1%","±7.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","16","±17","3.3%","±3.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","130","±45","26.4%","±10.7"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","132","±65","26.8%","±11.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","179","±78","36.4%","±11.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","2,781","±130","2,781","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","17","±20","0.6%","±0.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","42","±31","1.5%","±1.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","481","±166","17.3%","±5.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","245","±85","8.8%","±3.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","189","±102","6.8%","±3.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,015","±202","36.5%","±7.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","792","±212","28.5%","±7.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","2,722","±127","97.9%","±1.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,807","±227","65.0%","±7.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","2,966","±99","2,966","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","132","±55","4.5%","±1.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","3,310","±72","3,310","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","268","±103","8.1%","±3.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","388","±95","388","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","19","±29","4.9%","±7.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,962","±186","1,962","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","80","±51","4.1%","±2.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","960","±183","960","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","169","±72","17.6%","±7.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","3,331","±41","3,331","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","3,187","±74","95.7%","±1.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","144","±65","4.3%","±1.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","144","±65","4.3%","±1.9"
"                Same county","446,141","±8,933","6.4%","±0.1","31","±25","0.9%","±0.7"
"                Different county","354,693","±6,215","5.1%","±0.1","113","±63","3.4%","±1.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","68","±56","2.0%","±1.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","45","±36","1.4%","±1.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±1.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,354","±17","3,354","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","3,120","±97","93.0%","±2.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","3,102","±97","92.5%","±3.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","2,373","±208","70.8%","±6.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","729","±223","21.7%","±6.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","18","±20","0.5%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","234","±99","7.0%","±2.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","234","±99","234","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","199","±97","85.0%","±12.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","35","±26","15.0%","±12.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","252","±100","252","(X)"
"        Native","209,292","±4,176","209,292","(X)","18","±20","18","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±77.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","18","±20","100.0%","±77.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","234","±99","234","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","8","±12","3.4%","±5.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","226","±97","96.6%","±5.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","234","±99","234","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","108","±69","46.2%","±19.8"
"        Asia","372,717","±3,581","30.8%","±0.3","52","±42","22.2%","±13.7"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±15.7"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±15.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","32","±30","13.7%","±13.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","42","±42","17.9%","±17.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","3,244","±83","3,244","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","2,906","±196","89.6%","±5.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","338","±177","10.4%","±5.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","68","±44","2.1%","±1.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","43","±36","1.3%","±1.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","9","±15","0.3%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","279","±177","8.6%","±5.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","43","±36","1.3%","±1.1"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","9","±14","0.3%","±0.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","9","±14","0.3%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","7","±12","0.2%","±0.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","7","±12","0.2%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,354","±17","3,354","(X)"
"        American","260,364","±6,504","3.7%","±0.1","254","±198","7.6%","±5.9"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±1.2"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.2"
"        Danish","14,346","±1,162","0.2%","±0.1","8","±13","0.2%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±13","0.0%","±1.2"
"        English","655,283","±8,406","9.4%","±0.1","448","±151","13.4%","±4.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","222","±110","6.6%","±3.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","121","±65","3.6%","±1.9"
"        German","387,135","±7,027","5.5%","±0.1","136","±60","4.1%","±1.8"
"        Greek","76,566","±3,218","1.1%","±0.1","222","±130","6.6%","±3.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","24","±23","0.7%","±0.7"
"        Irish","1,345,219","±11,619","19.2%","±0.2","935","±191","27.9%","±5.7"
"        Italian","815,794","±9,186","11.7%","±0.1","471","±191","14.0%","±5.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±1.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","34","±43","1.0%","±1.3"
"        Polish","283,050","±4,814","4.0%","±0.1","50","±33","1.5%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","72","±53","2.1%","±1.6"
"        Russian","91,511","±3,161","1.3%","±0.1","97","±120","2.9%","±3.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","28","±23","0.8%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","110","±52","3.3%","±1.6"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","0","±13","0.0%","±1.2"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","17","±26","0.5%","±0.8"
"        Welsh","23,388","±1,506","0.3%","±0.1","17","±18","0.5%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,678","±172","1,678","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,633","±172","97.3%","±1.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,598","±172","95.2%","±2.7"
