"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01342!!Estimate","ZCTA5 01342!!Margin of Error","ZCTA5 01342!!Percent","ZCTA5 01342!!Percent Margin of Error"
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","475","±167","475","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","182","±122","38.3%","±18.2"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","259","±104","54.5%","±18.8"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±8.1"
"        Widowed","65,484","±1,934","2.3%","±0.1","11","±17","2.3%","±3.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","23","±36","4.8%","±7.6"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","460","±117","460","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","168","±80","36.5%","±15.4"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","230","±94","50.0%","±17.0"
"        Separated","55,256","±1,859","1.8%","±0.1","13","±21","2.8%","±4.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","30","±38","6.5%","±7.8"
"        Divorced","324,764","±4,024","10.7%","±0.1","19","±31","4.1%","±6.6"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","0","±13","0","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","-","**"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±236","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","0","±141","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±470","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±296","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±311","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","0","±13","0","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","-","**"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","-","**"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","-","**"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","-","**"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","-","**"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","368","±126","368","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","35","±33","9.5%","±8.0"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","18","±30","4.9%","±7.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","133","±77","36.1%","±15.4"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","28","±34","7.6%","±8.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","154","±60","41.8%","±16.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","776","±263","776","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","0","±13","0.0%","±5.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","15","±19","1.9%","±2.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","191","±168","24.6%","±17.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","138","±88","17.8%","±9.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","40","±41","5.2%","±6.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","160","±80","20.6%","±12.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","232","±118","29.9%","±11.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","761","±266","98.1%","±2.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","392","±159","50.5%","±18.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","907","±243","907","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","85","±58","9.4%","±6.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,135","±280","1,135","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","92","±69","8.1%","±6.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","228","±117","228","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±16.0"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","745","±230","745","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","19","±31","2.6%","±4.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","162","±99","162","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","73","±63","45.1%","±31.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,135","±280","1,135","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","967","±269","85.2%","±11.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","168","±132","14.8%","±11.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","168","±132","14.8%","±11.2"
"                Same county","446,141","±8,933","6.4%","±0.1","16","±24","1.4%","±2.2"
"                Different county","354,693","±6,215","5.1%","±0.1","152","±132","13.4%","±11.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","49","±66","4.3%","±5.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","103","±104","9.1%","±8.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±3.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,135","±280","1,135","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,079","±274","95.1%","±3.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,041","±277","91.7%","±7.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","717","±190","63.2%","±10.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","324","±162","28.5%","±11.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","38","±62","3.3%","±5.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","56","±42","4.9%","±3.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","56","±42","56","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","7","±18","12.5%","±30.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","49","±39","87.5%","±30.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","94","±91","94","(X)"
"        Native","209,292","±4,176","209,292","(X)","38","±62","38","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±53.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","38","±62","100.0%","±53.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","56","±42","56","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","13","±22","23.2%","±36.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","43","±35","76.8%","±36.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","56","±42","56","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","13","±22","23.2%","±36.2"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±44.0"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±44.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±44.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","18","±28","32.1%","±51.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","25","±37","44.6%","±55.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,086","±273","1,086","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,014","±260","93.4%","±5.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","72","±58","6.6%","±5.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","39","±31","3.6%","±2.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","7","±18","0.6%","±1.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±3.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","60","±57","5.5%","±5.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","39","±31","3.6%","±2.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","5","±10","0.5%","±0.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±3.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±3.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±3.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,135","±280","1,135","(X)"
"        American","260,364","±6,504","3.7%","±0.1","0","±13","0.0%","±3.5"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±3.5"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±3.5"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±3.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","20","±27","1.8%","±2.4"
"        English","655,283","±8,406","9.4%","±0.1","206","±138","18.1%","±11.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","8","±18","0.7%","±1.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","97","±104","8.5%","±9.2"
"        German","387,135","±7,027","5.5%","±0.1","175","±164","15.4%","±13.5"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±3.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","11","±22","1.0%","±1.9"
"        Irish","1,345,219","±11,619","19.2%","±0.2","298","±154","26.3%","±11.6"
"        Italian","815,794","±9,186","11.7%","±0.1","162","±109","14.3%","±9.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","61","±71","5.4%","±6.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±3.5"
"        Polish","283,050","±4,814","4.0%","±0.1","152","±110","13.4%","±9.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","15","±23","1.3%","±2.0"
"        Russian","91,511","±3,161","1.3%","±0.1","1","±4","0.1%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","92","±101","8.1%","±8.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","29","±36","2.6%","±3.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±3.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±3.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","0","±13","0.0%","±3.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±3.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","9","±15","0.8%","±1.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±3.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","11","±22","1.0%","±1.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","343","±99","343","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","305","±95","88.9%","±12.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","305","±95","88.9%","±12.0"
