"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01270!!Estimate","ZCTA5 01270!!Margin of Error","ZCTA5 01270!!Percent","ZCTA5 01270!!Percent Margin of Error"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","777","±138","777","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","25","±13","3.2%","±1.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","949","±200","949","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","76","±33","8.0%","±3.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","172","±86","172","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","1","±3","0.6%","±2.1"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","628","±137","628","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","52","±28","8.3%","±4.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","149","±27","149","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","23","±11","15.4%","±7.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","938","±198","938","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","865","±199","92.2%","±2.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","73","±24","7.8%","±2.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","73","±24","7.8%","±2.9"
"                Same county","446,141","±8,933","6.4%","±0.1","34","±20","3.6%","±2.3"
"                Different county","354,693","±6,215","5.1%","±0.1","39","±22","4.2%","±2.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","18","±16","1.9%","±1.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","21","±14","2.2%","±1.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±4.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","949","±200","949","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","929","±199","97.9%","±1.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","923","±197","97.3%","±1.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","660","±132","69.5%","±8.5"
"                Different state","1,398,292","±9,460","20.0%","±0.1","263","±113","27.7%","±8.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","6","±6","0.6%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","20","±12","2.1%","±1.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","20","±12","20","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","12","±10","60.0%","±33.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","8","±7","40.0%","±33.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","26","±15","26","(X)"
"        Native","209,292","±4,176","209,292","(X)","6","±6","6","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±100.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","6","±6","100.0%","±100.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","20","±12","20","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±73.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","20","±12","100.0%","±73.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","20","±12","20","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","12","±10","60.0%","±32.3"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±73.6"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±73.6"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±73.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","0","±13","0.0%","±73.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","8","±7","40.0%","±32.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","877","±163","877","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","863","±163","98.4%","±1.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","14","±11","1.6%","±1.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±4.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","4","±5","0.5%","±0.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±4.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","10","±9","1.1%","±1.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±4.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±4.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±4.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±4.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±4.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","949","±200","949","(X)"
"        American","260,364","±6,504","3.7%","±0.1","42","±32","4.4%","±3.4"
"        Arab","72,487","±3,641","1.0%","±0.1","3","±5","0.3%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±4.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±4.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","4","±5","0.4%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","103","±36","10.9%","±4.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","131","±50","13.8%","±5.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","37","±18","3.9%","±2.0"
"        German","387,135","±7,027","5.5%","±0.1","81","±36","8.5%","±3.5"
"        Greek","76,566","±3,218","1.1%","±0.1","6","±6","0.6%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","2","±3","0.2%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","152","±41","16.0%","±4.5"
"        Italian","815,794","±9,186","11.7%","±0.1","107","±34","11.3%","±4.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","5","±7","0.5%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","32","±33","3.4%","±3.0"
"        Polish","283,050","±4,814","4.0%","±0.1","75","±21","7.9%","±2.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","20","±13","2.1%","±1.3"
"        Russian","91,511","±3,161","1.3%","±0.1","2","±3","0.2%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","4","±4","0.4%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","80","±47","8.4%","±4.0"
"        Slovak","7,069","±828","0.1%","±0.1","2","±3","0.2%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±4.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","7","±9","0.7%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","4","±4","0.4%","±0.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","2","±3","0.2%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","7","±9","0.7%","±0.9"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±4.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","372","±68","372","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","352","±68","94.6%","±4.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","344","±65","92.5%","±4.9"
